TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),hour,Hour
2017-09-16 19:00:00,97.25,146.12,369.4,19,0 days 19:00:00.000000000
2017-09-16 20:00:00,95.78,148.35,295.34,20,0 days 20:00:00.000000000
2017-09-16 23:00:00,43.72,77.39,454.23,23,0 days 23:00:00.000000000
2017-09-17 00:00:00,84.12,114.16,171.01,0,0 days 00:00:00.000000000
2017-09-17 01:00:00,4.74,6.76,22.82,1,0 days 01:00:00.000000000
2017-09-17 02:00:00,24.82,40.67,88.82,2,0 days 02:00:00.000000000
2017-09-17 12:00:00,10.38,29.02,295.97,12,0 days 12:00:00.000000000
2017-09-17 13:00:00,29.93,43.17,111.0,13,0 days 13:00:00.000000000
2017-09-17 14:00:00,15.06,23.32,84.24,14,0 days 14:00:00.000000000
2017-09-17 15:00:00,13.94,18.36,54.82,15,0 days 15:00:00.000000000
2017-09-17 16:00:00,29.08,41.34,270.02,16,0 days 16:00:00.000000000
2017-09-17 17:00:00,23.02,33.63,98.52,17,0 days 17:00:00.000000000
2017-09-17 18:00:00,98.45,139.52,234.16,18,0 days 18:00:00.000000000
2017-09-20 07:00:00,12.54,15.61,28.41,7,0 days 07:00:00.000000000
2017-09-20 08:00:00,11.91,14.73,27.2,8,0 days 08:00:00.000000000
2017-09-20 11:00:00,36.81,54.14,90.24,11,0 days 11:00:00.000000000
2017-09-20 12:00:00,19.72,26.87,46.9,12,0 days 12:00:00.000000000
2017-09-20 13:00:00,9.75,12.95,44.02,13,0 days 13:00:00.000000000
2017-09-20 14:00:00,5.71,8.35,27.15,14,0 days 14:00:00.000000000
2017-09-20 15:00:00,3.8,5.71,18.23,15,0 days 15:00:00.000000000
2017-09-20 16:00:00,19.0,28.23,66.44,16,0 days 16:00:00.000000000
2017-09-20 17:00:00,14.47,19.89,48.86,17,0 days 17:00:00.000000000
2017-09-20 18:00:00,12.8,18.81,75.03,18,0 days 18:00:00.000000000
2017-09-20 19:00:00,14.49,20.02,65.41,19,0 days 19:00:00.000000000
2017-09-20 20:00:00,30.42,43.42,156.93,20,0 days 20:00:00.000000000
2017-09-20 23:00:00,13.77,19.6,132.15,23,0 days 23:00:00.000000000
2017-09-21 00:00:00,30.4,46.12,133.32,0,0 days 00:00:00.000000000
2017-09-21 01:00:00,18.88,23.51,40.78,1,0 days 01:00:00.000000000
2017-09-21 09:00:00,50.54,85.75,277.74,9,0 days 09:00:00.000000000
2017-09-21 10:00:00,13.25,20.81,79.65,10,0 days 10:00:00.000000000
2017-09-21 11:00:00,8.62,14.42,164.45,11,0 days 11:00:00.000000000
2017-09-21 12:00:00,5.51,9.03,48.06,12,0 days 12:00:00.000000000
2017-09-21 13:00:00,64.22,103.82,197.3,13,0 days 13:00:00.000000000
2017-09-21 14:00:00,8.0,15.66,89.46,14,0 days 14:00:00.000000000
2017-09-21 15:00:00,6.37,11.25,47.75,15,0 days 15:00:00.000000000
2017-09-21 16:00:00,5.13,9.44,45.97,16,0 days 16:00:00.000000000
2017-09-21 17:00:00,3.42,5.77,26.79,17,0 days 17:00:00.000000000
2017-09-21 18:00:00,7.15,11.9,69.23,18,0 days 18:00:00.000000000
2017-09-21 19:00:00,28.02,41.47,95.66,19,0 days 19:00:00.000000000
2017-09-21 20:00:00,77.26,107.02,224.02,20,0 days 20:00:00.000000000
2017-09-21 21:00:00,63.07,86.11,216.02,21,0 days 21:00:00.000000000
2017-09-21 22:00:00,40.66,59.42,134.71,22,0 days 22:00:00.000000000
2017-09-21 23:00:00,19.4,30.0,97.85,23,0 days 23:00:00.000000000
2017-09-22 00:00:00,12.0,17.4,39.41,0,0 days 00:00:00.000000000
2017-09-22 01:00:00,8.32,11.72,27.16,1,0 days 01:00:00.000000000
2017-09-22 02:00:00,9.6,12.49,25.01,2,0 days 02:00:00.000000000
2017-09-22 10:00:00,120.29,204.13,445.04,10,0 days 10:00:00.000000000
2017-09-22 11:00:00,22.28,34.35,98.82,11,0 days 11:00:00.000000000
2017-09-22 12:00:00,29.18,42.25,107.38,12,0 days 12:00:00.000000000
2017-09-22 13:00:00,7.09,12.54,66.07,13,0 days 13:00:00.000000000
2017-09-22 14:00:00,5.46,9.91,58.55,14,0 days 14:00:00.000000000
2017-09-22 15:00:00,31.75,47.28,81.67,15,0 days 15:00:00.000000000
2017-09-22 16:00:00,10.4,17.16,84.13,16,0 days 16:00:00.000000000
2017-09-22 17:00:00,9.63,18.04,109.67,17,0 days 17:00:00.000000000
2017-09-22 18:00:00,11.22,18.26,108.41,18,0 days 18:00:00.000000000
2017-09-22 19:00:00,28.82,40.72,127.93,19,0 days 19:00:00.000000000
2017-09-22 20:00:00,24.45,36.83,197.43,20,0 days 20:00:00.000000000
2017-09-22 21:00:00,43.73,75.72,617.72,21,0 days 21:00:00.000000000
2017-09-22 22:00:00,29.96,41.81,127.98,22,0 days 22:00:00.000000000
2017-09-23 00:00:00,31.07,47.37,151.25,0,0 days 00:00:00.000000000
2017-09-23 01:00:00,33.84,46.27,144.62,1,0 days 01:00:00.000000000
2017-09-23 12:00:00,33.65,53.42,155.34,12,0 days 12:00:00.000000000
2017-09-23 13:00:00,6.68,10.93,60.86,13,0 days 13:00:00.000000000
2017-09-23 14:00:00,2.78,4.42,16.25,14,0 days 14:00:00.000000000
2017-09-23 15:00:00,8.48,11.97,32.19,15,0 days 15:00:00.000000000
2017-09-23 16:00:00,70.92,97.88,445.92,16,0 days 16:00:00.000000000
2017-09-23 17:00:00,14.27,20.36,67.07,17,0 days 17:00:00.000000000
2017-09-23 19:00:00,22.58,32.52,100.78,19,0 days 19:00:00.000000000
2017-09-23 20:00:00,28.97,43.22,155.35,20,0 days 20:00:00.000000000
2017-09-23 21:00:00,19.39,27.0,81.85,21,0 days 21:00:00.000000000
2017-09-23 22:00:00,18.69,27.22,112.99,22,0 days 22:00:00.000000000
2017-09-23 23:00:00,23.7,35.89,123.05,23,0 days 23:00:00.000000000
2017-09-24 00:00:00,23.77,31.11,44.42,0,0 days 00:00:00.000000000
2017-09-24 10:00:00,15.32,31.31,166.2,10,0 days 10:00:00.000000000
2017-09-24 11:00:00,8.75,15.29,89.67,11,0 days 11:00:00.000000000
2017-09-24 12:00:00,7.45,12.19,80.18,12,0 days 12:00:00.000000000
2017-09-24 13:00:00,5.35,10.7,108.53,13,0 days 13:00:00.000000000
2017-09-24 14:00:00,3.71,6.89,57.19,14,0 days 14:00:00.000000000
2017-09-24 15:00:00,16.03,23.44,83.01,15,0 days 15:00:00.000000000
2017-09-24 16:00:00,10.3,18.29,112.51,16,0 days 16:00:00.000000000
2017-09-24 17:00:00,13.46,19.56,87.55,17,0 days 17:00:00.000000000
2017-09-24 18:00:00,51.34,68.32,143.95,18,0 days 18:00:00.000000000
2017-09-24 19:00:00,115.36,153.5,339.79,19,0 days 19:00:00.000000000
2017-09-24 20:00:00,54.9,76.08,223.75,20,0 days 20:00:00.000000000
2017-09-24 21:00:00,62.28,86.35,223.04,21,0 days 21:00:00.000000000
2017-09-24 22:00:00,23.42,32.02,95.97,22,0 days 22:00:00.000000000
2017-09-24 23:00:00,13.67,18.95,53.26,23,0 days 23:00:00.000000000
2017-09-25 00:00:00,10.13,14.89,43.15,0,0 days 00:00:00.000000000
2017-09-25 08:00:00,13.24,21.67,91.65,8,0 days 08:00:00.000000000
2017-09-25 09:00:00,14.25,21.7,93.55,9,0 days 09:00:00.000000000
2017-09-25 10:00:00,15.6,25.65,87.21,10,0 days 10:00:00.000000000
2017-09-25 11:00:00,9.26,18.12,143.98,11,0 days 11:00:00.000000000
2017-09-25 12:00:00,7.15,16.56,179.8,12,0 days 12:00:00.000000000
2017-09-25 13:00:00,9.78,15.86,67.75,13,0 days 13:00:00.000000000
2017-09-25 14:00:00,19.47,24.24,46.05,14,0 days 14:00:00.000000000
2017-09-25 15:00:00,8.78,14.45,87.71,15,0 days 15:00:00.000000000
2017-09-25 16:00:00,15.32,24.45,83.99,16,0 days 16:00:00.000000000
2017-09-25 17:00:00,21.41,29.98,109.89,17,0 days 17:00:00.000000000
2017-09-25 18:00:00,14.35,18.13,23.78,18,0 days 18:00:00.000000000
2017-09-25 19:00:00,27.45,35.36,67.53,19,0 days 19:00:00.000000000
2017-09-25 20:00:00,66.98,85.51,167.88,20,0 days 20:00:00.000000000
2017-09-25 21:00:00,43.25,56.94,103.12,21,0 days 21:00:00.000000000
2017-09-25 22:00:00,23.24,30.82,67.67,22,0 days 22:00:00.000000000
2017-09-25 23:00:00,21.94,30.13,73.03,23,0 days 23:00:00.000000000
2017-09-26 00:00:00,18.94,27.51,78.68,0,0 days 00:00:00.000000000
2017-09-26 01:00:00,25.41,31.07,43.86,1,0 days 01:00:00.000000000
2017-09-26 09:00:00,5.96,7.53,12.01,9,0 days 09:00:00.000000000
2017-09-26 10:00:00,8.03,15.39,70.98,10,0 days 10:00:00.000000000
2017-09-26 11:00:00,6.53,10.12,36.95,11,0 days 11:00:00.000000000
2017-09-26 12:00:00,5.93,8.61,20.58,12,0 days 12:00:00.000000000
2017-09-26 13:00:00,6.77,10.13,35.76,13,0 days 13:00:00.000000000
2017-09-26 14:00:00,8.94,15.39,72.2,14,0 days 14:00:00.000000000
2017-09-26 15:00:00,7.94,11.26,37.72,15,0 days 15:00:00.000000000
2017-09-26 16:00:00,8.38,11.77,33.71,16,0 days 16:00:00.000000000
2017-09-26 17:00:00,7.51,10.19,24.79,17,0 days 17:00:00.000000000
2017-09-26 18:00:00,19.3,25.19,56.02,18,0 days 18:00:00.000000000
2017-09-26 19:00:00,24.27,32.11,79.75,19,0 days 19:00:00.000000000
2017-09-26 20:00:00,41.29,54.97,198.78,20,0 days 20:00:00.000000000
2017-09-26 21:00:00,38.78,51.8,173.92,21,0 days 21:00:00.000000000
2017-09-26 22:00:00,49.56,67.36,184.26,22,0 days 22:00:00.000000000
2017-09-27 00:00:00,86.89,115.36,226.26,0,0 days 00:00:00.000000000
2017-09-27 01:00:00,103.62,134.82,160.67,1,0 days 01:00:00.000000000
2017-09-27 09:00:00,42.82,59.83,131.96,9,0 days 09:00:00.000000000
2017-09-27 10:00:00,48.63,66.33,81.99,10,0 days 10:00:00.000000000
2017-09-27 11:00:00,29.0,37.48,89.43,11,0 days 11:00:00.000000000
2017-09-27 12:00:00,14.43,19.0,46.98,12,0 days 12:00:00.000000000
2017-09-27 17:00:00,13.52,17.69,37.44,17,0 days 17:00:00.000000000
2017-09-27 18:00:00,12.09,15.12,23.97,18,0 days 18:00:00.000000000
2017-09-27 19:00:00,24.54,31.49,67.87,19,0 days 19:00:00.000000000
2017-09-27 20:00:00,30.5,41.78,135.92,20,0 days 20:00:00.000000000
2017-09-27 21:00:00,21.68,29.31,89.22,21,0 days 21:00:00.000000000
2017-09-27 22:00:00,21.49,28.74,81.54,22,0 days 22:00:00.000000000
2017-09-27 23:00:00,14.13,19.3,50.67,23,0 days 23:00:00.000000000
2017-09-28 00:00:00,22.99,32.76,93.82,0,0 days 00:00:00.000000000
2017-09-28 08:00:00,13.97,17.82,42.29,8,0 days 08:00:00.000000000
