TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),hour,EVI,NDVI,MOD13A3_006__1_km_monthly_VI_Quality,humidity (%),precipitation (mm),pressure (kPa),radiation (W/m2),temperature (oC),windspeed (m/s),winddirection_E,winddirection_N,winddirection_NE,winddirection_NW,winddirection_S,winddirection_SE,winddirection_SW,winddirection_W
2017-09-09 18:00:00,12.64,19.46,55.15,18,0.1942,0.3566,2181.0,73,0.0,87.5,0.9,23.27,0.44,0,0,0,0,0,1,0,0
2017-09-09 19:00:00,18.72,27.56,74.96,19,0.1942,0.3566,2181.0,77,0.0,87.58,0.0,22.72,0.38,0,0,1,0,0,0,0,0
2017-09-09 20:00:00,37.62,50.14,84.54,20,0.1942,0.3566,2181.0,80,0.0,87.67,0.0,22.29,0.37,0,0,0,0,0,1,0,0
2017-09-09 21:00:00,96.72,132.14,216.99,21,0.1942,0.3566,2181.0,82,0.0,87.66,0.0,21.71,0.34,0,1,0,0,0,0,0,0
2017-09-09 22:00:00,72.06,98.26,254.88,22,0.1942,0.3566,2181.0,87,0.0,87.68,0.0,20.86,0.29,0,0,1,0,0,0,0,0
2017-09-09 23:00:00,131.12,192.7,570.49,23,0.1942,0.3566,2181.0,90,0.0,87.77,0.0,20.3,0.46,0,0,0,0,0,1,0,0
2017-09-10 00:00:00,66.32,89.89,147.01,0,0.1942,0.3566,2181.0,91,0.0,87.74,0.0,20.3,0.59,0,0,0,0,0,1,0,0
2017-09-10 01:00:00,21.74,32.78,60.03,1,0.1942,0.3566,2181.0,91,0.0,87.67,0.0,20.14,0.99,0,0,0,0,0,1,0,0
2017-09-10 02:00:00,19.15,30.04,50.57,2,0.1942,0.3566,2181.0,89,0.0,87.63,0.0,20.15,1.19,0,0,0,0,0,1,0,0
2017-09-10 03:00:00,17.47,27.2,43.55,3,0.1942,0.3566,2181.0,89,0.0,87.59,0.0,19.78,0.69,1,0,0,0,0,0,0,0
2017-09-10 04:00:00,16.82,26.81,40.21,4,0.1942,0.3566,2181.0,86,0.0,87.68,0.0,19.75,1.04,0,0,1,0,0,0,0,0
2017-09-10 05:00:00,15.96,25.39,37.88,5,0.1942,0.3566,2181.0,93,0.0,87.72,0.0,19.4,0.51,1,0,0,0,0,0,0,0
2017-09-10 06:00:00,18.23,28.97,50.12,6,0.1942,0.3566,2181.0,95,0.0,87.74,0.72,19.03,0.37,1,0,0,0,0,0,0,0
2017-09-10 07:00:00,21.76,34.61,80.54,7,0.1942,0.3566,2181.0,97,0.0,87.78,36.35,19.32,0.43,0,0,0,0,0,0,0,1
2017-09-10 08:00:00,19.65,30.93,73.3,8,0.1942,0.3566,2181.0,94,0.0,87.84,128.68,20.36,0.46,0,0,0,1,0,0,0,0
2017-09-10 09:00:00,14.42,23.35,1344.93,9,0.1942,0.3566,2181.0,86,0.0,87.88,295.5,22.14,0.58,0,0,0,0,0,0,0,1
2017-09-10 10:00:00,11.31,18.09,51.14,10,0.1942,0.3566,2181.0,78,0.0,87.94,337.85,23.09,0.71,0,0,0,0,0,0,0,1
2017-09-10 11:00:00,9.95,15.46,45.22,11,0.1942,0.3566,2181.0,70,0.0,87.89,760.4,25.3,0.92,0,1,0,0,0,0,0,0
2017-09-10 12:00:00,54.95,80.36,281.8,12,0.1942,0.3566,2181.0,63,0.0,87.82,476.25,25.71,0.79,0,1,0,0,0,0,0,0
2017-09-10 13:00:00,34.15,47.74,195.28,13,0.1942,0.3566,2181.0,61,0.0,87.73,262.57,25.79,0.57,1,0,0,0,0,0,0,0
2017-09-10 14:00:00,27.94,36.68,51.11,14,0.1942,0.3566,2181.0,73,0.0,87.66,97.13,22.22,1.41,1,0,0,0,0,0,0,0
2017-09-10 15:00:00,124.43,175.34,194.68,15,0.1942,0.3566,2181.0,70,0.0,87.55,453.62,22.81,0.91,0,1,0,0,0,0,0,0
2017-09-10 16:00:00,23.16,31.63,66.17,16,0.1942,0.3566,2181.0,61,0.0,87.51,350.4,25.05,0.67,0,0,0,0,0,0,0,1
2017-09-10 17:00:00,72.28,96.9,114.44,17,0.1942,0.3566,2181.0,54,0.0,87.49,310.97,26.37,0.79,0,0,0,0,0,0,0,1
2017-09-10 18:00:00,43.3,60.04,100.2,18,0.1942,0.3566,2181.0,57,0.0,87.54,64.95,24.99,0.48,0,0,0,1,0,0,0,0
2017-09-10 19:00:00,32.92,46.41,104.42,19,0.1942,0.3566,2181.0,65,0.0,87.65,0.0,23.06,0.35,0,1,0,0,0,0,0,0
2017-09-10 20:00:00,13.37,18.61,72.92,20,0.1942,0.3566,2181.0,73,0.0,87.66,0.0,22.24,0.42,0,1,0,0,0,0,0,0
2017-09-10 21:00:00,18.7,26.4,75.04,21,0.1942,0.3566,2181.0,77,0.0,87.73,0.0,21.54,0.39,0,0,1,0,0,0,0,0
2017-09-10 22:00:00,22.76,34.11,85.31,22,0.1942,0.3566,2181.0,80,0.0,87.8,0.0,20.68,0.31,0,0,1,0,0,0,0,0
2017-09-10 23:00:00,-3270462694755312.0,34.68,-19735990695.23,23,0.1942,0.3566,2181.0,83,0.0,87.8,0.0,20.14,0.43,0,0,1,0,0,0,0,0
2017-09-11 00:00:00,96.67,138.07,254.32,0,0.1942,0.3566,2181.0,86,0.0,87.76,0.0,19.68,0.32,0,0,1,0,0,0,0,0
2017-09-11 01:00:00,16.57,21.91,43.71,1,0.1942,0.3566,2181.0,90,0.0,87.72,0.0,19.37,0.53,0,1,0,0,0,0,0,0
2017-09-11 02:00:00,19.15,30.04,50.57,2,0.1942,0.3566,2181.0,91,0.0,87.66,0.0,19.2,0.6,0,0,0,0,1,0,0,0
2017-09-11 03:00:00,17.47,27.2,43.55,3,0.1942,0.3566,2181.0,93,0.0,87.6,0.0,18.57,0.33,0,0,1,0,0,0,0,0
2017-09-11 04:00:00,16.82,26.81,40.21,4,0.1942,0.3566,2181.0,94,0.0,87.61,0.0,18.17,0.54,0,0,0,0,0,1,0,0
2017-09-11 05:00:00,15.96,25.39,37.88,5,0.1942,0.3566,2181.0,95,0.0,87.64,0.0,17.99,0.47,0,0,1,0,0,0,0,0
2017-09-11 06:00:00,18.23,28.97,50.12,6,0.1942,0.3566,2181.0,94,0.0,87.68,1.65,18.06,0.48,0,0,1,0,0,0,0,0
2017-09-11 07:00:00,21.76,34.61,80.54,7,0.1942,0.3566,2181.0,93,0.0,87.74,42.48,18.29,0.44,1,0,0,0,0,0,0,0
2017-09-11 08:00:00,19.65,30.93,73.3,8,0.1942,0.3566,2181.0,89,0.0,87.79,258.23,20.45,0.59,0,0,1,0,0,0,0,0
2017-09-11 09:00:00,14.42,23.35,1344.93,9,0.1942,0.3566,2181.0,75,0.0,87.83,503.83,23.7,0.72,0,0,1,0,0,0,0,0
2017-09-11 10:00:00,14.12,49.6,365.99,10,0.1942,0.3566,2181.0,67,0.0,87.85,694.48,25.62,0.73,0,0,0,0,0,1,0,0
2017-09-11 11:00:00,18.69,25.01,67.45,11,0.1942,0.3566,2181.0,64,0.0,87.8,895.1,26.37,0.86,0,0,0,0,1,0,0,0
2017-09-11 12:00:00,19.0,30.07,125.1,12,0.1942,0.3566,2181.0,60,0.0,87.73,631.08,26.96,0.93,0,1,0,0,0,0,0,0
2017-09-11 13:00:00,19.71,25.11,53.12,13,0.1942,0.3566,2181.0,56,0.0,87.64,616.04,27.52,0.83,0,0,0,0,0,1,0,0
2017-09-11 14:00:00,7.13,12.08,39.87,14,0.1942,0.3566,2181.0,52,0.0,87.54,631.81,28.23,0.73,1,0,0,0,0,0,0,0
2017-09-11 15:00:00,7.1,11.53,35.16,15,0.1942,0.3566,2181.0,53,1.74,87.49,156.31,28.11,0.67,0,0,1,0,0,0,0,0
2017-09-11 16:00:00,7.56,12.09,40.54,16,0.1942,0.3566,2181.0,75,0.03,87.45,127.47,22.33,0.61,0,0,1,0,0,0,0,0
2017-09-11 17:00:00,22.84,31.21,66.73,17,0.1942,0.3566,2181.0,70,0.0,87.45,41.77,23.3,0.44,0,0,1,0,0,0,0,0
2017-09-13 19:00:00,18.72,27.56,74.96,19,0.1942,0.3566,2181.0,92,0.0,87.62,0.0,20.72,1.27,1,0,0,0,0,0,0,0
2017-09-24 04:00:00,16.82,26.81,40.21,4,0.1942,0.3566,2181.0,90,0.0,87.73,0.0,20.46,0.91,1,0,0,0,0,0,0,0
2017-09-24 05:00:00,15.96,25.39,37.88,5,0.1942,0.3566,2181.0,92,0.0,87.8,0.0,19.9,0.84,1,0,0,0,0,0,0,0
2017-09-24 06:00:00,18.23,28.97,50.12,6,0.1942,0.3566,2181.0,94,0.0,87.82,1.7,19.14,0.56,0,1,0,0,0,0,0,0
2017-09-24 07:00:00,21.76,34.61,80.54,7,0.1942,0.3566,2181.0,95,0.0,87.88,55.55,19.57,0.81,0,0,0,0,0,1,0,0
2017-09-24 08:00:00,19.65,30.93,73.3,8,0.1942,0.3566,2181.0,92,0.0,88.02,170.5,20.47,1.63,1,0,0,0,0,0,0,0
2017-09-24 09:00:00,14.42,23.35,1344.93,9,0.1942,0.3566,2181.0,85,0.0,87.98,516.42,22.06,1.53,0,0,0,0,0,1,0,0
2017-09-24 10:00:00,15.32,31.31,166.2,10,0.1942,0.3566,2181.0,75,0.0,87.97,612.73,23.5,1.13,0,1,0,0,0,0,0,0
2017-09-24 11:00:00,8.75,15.29,89.67,11,0.1942,0.3566,2181.0,67,0.0,87.94,730.33,25.55,0.93,0,0,0,0,0,1,0,0
2017-09-24 12:00:00,7.45,12.19,80.18,12,0.1942,0.3566,2181.0,67,0.0,87.88,480.15,25.42,0.97,0,0,0,0,1,0,0,0
2017-09-24 13:00:00,5.35,10.7,108.53,13,0.1942,0.3566,2181.0,61,0.0,87.75,881.57,25.98,1.05,0,0,0,0,0,1,0,0
2017-09-24 14:00:00,3.71,6.89,57.19,14,0.1942,0.3566,2181.0,47,0.0,87.64,746.57,27.35,0.99,0,0,0,0,1,0,0,0
2017-09-24 15:00:00,16.03,23.44,83.01,15,0.1942,0.3566,2181.0,44,0.0,87.58,444.57,27.86,0.67,0,1,0,0,0,0,0,0
2017-09-24 16:00:00,10.3,18.29,112.51,16,0.1942,0.3566,2181.0,58,0.0,87.62,142.58,25.17,1.03,0,0,0,0,0,0,1,0
2017-09-24 17:00:00,13.46,19.56,87.55,17,0.1942,0.3566,2181.0,70,0.0,87.62,43.28,23.34,0.54,0,1,0,0,0,0,0,0
2017-09-24 18:00:00,51.34,68.32,143.95,18,0.1942,0.3566,2181.0,75,0.0,87.63,13.58,22.67,0.69,0,0,0,0,0,1,0,0
2017-09-24 19:00:00,115.36,153.5,339.79,19,0.1942,0.3566,2181.0,80,0.0,87.71,0.0,21.76,0.58,0,0,0,0,0,1,0,0
2017-09-24 20:00:00,54.9,76.08,223.75,20,0.1942,0.3566,2181.0,84,0.0,87.8,0.0,21.23,0.3,1,0,0,0,0,0,0,0
2017-09-24 21:00:00,62.28,86.35,223.04,21,0.1942,0.3566,2181.0,85,0.0,87.82,0.0,21.11,0.64,0,0,0,0,0,1,0,0
2017-09-24 22:00:00,23.42,32.02,95.97,22,0.1942,0.3566,2181.0,80,0.0,87.85,0.0,20.23,0.78,0,0,0,0,0,1,0,0
2017-09-24 23:00:00,13.67,18.95,53.26,23,0.1942,0.3566,2181.0,82,0.0,87.81,0.0,19.64,1.03,0,0,0,0,0,1,0,0
2017-09-25 00:00:00,10.13,14.89,43.15,0,0.1942,0.3566,2181.0,87,0.0,87.77,0.0,19.11,1.13,0,1,0,0,0,0,0,0
2017-09-25 01:00:00,21.74,32.78,60.03,1,0.1942,0.3566,2181.0,91,0.0,87.72,0.0,18.54,0.81,1,0,0,0,0,0,0,0
2017-09-25 02:00:00,19.15,30.04,50.57,2,0.1942,0.3566,2181.0,93,0.0,87.67,0.0,18.4,0.85,1,0,0,0,0,0,0,0
2017-09-25 03:00:00,17.47,27.2,43.55,3,0.1942,0.3566,2181.0,94,0.0,87.65,0.0,18.4,0.69,1,0,0,0,0,0,0,0
2017-09-25 04:00:00,16.82,26.81,40.21,4,0.1942,0.3566,2181.0,95,0.0,87.66,0.0,17.94,0.7,1,0,0,0,0,0,0,0
2017-09-25 05:00:00,15.96,25.39,37.88,5,0.1942,0.3566,2181.0,96,0.0,87.68,0.0,17.49,0.6,0,0,1,0,0,0,0,0
2017-09-25 06:00:00,18.23,28.97,50.12,6,0.1942,0.3566,2181.0,96,0.0,87.71,2.4,17.37,0.39,0,1,0,0,0,0,0,0
2017-09-25 07:00:00,21.76,34.61,80.54,7,0.1942,0.3566,2181.0,95,0.0,87.74,58.15,18.02,0.55,0,0,1,0,0,0,0,0
2017-09-25 08:00:00,13.24,21.67,91.65,8,0.1942,0.3566,2181.0,93,0.0,87.76,228.73,19.81,0.82,1,0,0,0,0,0,0,0
2017-09-25 09:00:00,14.25,21.7,93.55,9,0.1942,0.3566,2181.0,85,0.0,87.75,502.67,22.07,0.85,1,0,0,0,0,0,0,0
2017-09-25 10:00:00,15.6,25.65,87.21,10,0.1942,0.3566,2181.0,70,0.0,87.74,730.45,24.83,0.87,1,0,0,0,0,0,0,0
2017-09-25 11:00:00,9.26,18.12,143.98,11,0.1942,0.3566,2181.0,60,0.0,87.7,880.13,26.6,0.94,1,0,0,0,0,0,0,0
2017-09-25 12:00:00,7.15,16.56,179.8,12,0.1942,0.3566,2181.0,55,0.0,87.66,899.25,27.75,0.91,1,0,0,0,0,0,0,0
2017-09-25 13:00:00,9.78,15.86,67.75,13,0.1942,0.3566,2181.0,54,0.0,87.58,570.99,27.93,0.83,1,0,0,0,0,0,0,0
2017-09-25 14:00:00,19.47,24.24,46.05,14,0.1942,0.3566,2181.0,52,0.0,87.49,635.77,28.59,0.79,0,0,0,0,0,1,0,0
2017-09-25 15:00:00,8.78,14.45,87.71,15,0.1942,0.3566,2181.0,52,0.0,87.44,186.93,27.89,0.64,1,0,0,0,0,0,0,0
2017-09-25 16:00:00,15.32,24.45,83.99,16,0.1942,0.3566,2181.0,59,0.0,87.42,47.42,26.11,0.75,0,0,1,0,0,0,0,0
2017-09-25 17:00:00,21.41,29.98,109.89,17,0.1942,0.3566,2181.0,76,6.86,87.45,63.55,21.59,1.03,0,0,0,0,0,1,0,0
2017-09-25 18:00:00,14.35,18.13,23.78,18,0.1942,0.3566,2181.0,91,1.02,87.47,13.92,18.43,0.66,1,0,0,0,0,0,0,0
2017-09-25 19:00:00,27.45,35.36,67.53,19,0.1942,0.3566,2181.0,90,0.0,87.54,0.0,19.53,0.51,0,0,1,0,0,0,0,0
2017-09-25 20:00:00,66.98,85.51,167.88,20,0.1942,0.3566,2181.0,92,0.0,87.62,0.0,19.83,0.5,0,0,1,0,0,0,0,0
2017-09-25 21:00:00,43.25,56.94,103.12,21,0.1942,0.3566,2181.0,91,0.0,87.73,0.0,19.96,0.61,1,0,0,0,0,0,0,0
2017-09-25 22:00:00,23.24,30.82,67.67,22,0.1942,0.3566,2181.0,86,0.0,87.72,0.0,19.85,0.63,0,0,0,0,0,1,0,0
2017-09-25 23:00:00,21.94,30.13,73.03,23,0.1942,0.3566,2181.0,83,0.0,87.7,0.0,19.95,0.59,1,0,0,0,0,0,0,0
2017-09-26 00:00:00,18.94,27.51,78.68,0,0.1942,0.3566,2181.0,87,0.0,87.69,0.0,19.38,0.73,0,0,1,0,0,0,0,0
2017-09-26 01:00:00,25.41,31.07,43.86,1,0.1942,0.3566,2181.0,89,0.0,87.63,0.0,19.31,0.52,0,0,0,0,0,1,0,0
2017-09-26 02:00:00,19.15,30.04,50.57,2,0.1942,0.3566,2181.0,89,0.0,87.61,0.0,19.56,0.69,1,0,0,0,0,0,0,0
2017-09-26 03:00:00,17.47,27.2,43.55,3,0.1942,0.3566,2181.0,89,0.0,87.56,0.0,19.78,0.78,1,0,0,0,0,0,0,0
2017-09-26 04:00:00,16.82,26.81,40.21,4,0.1942,0.3566,2181.0,89,0.0,87.58,0.0,19.85,1.23,0,0,0,0,0,1,0,0
2017-09-26 05:00:00,15.96,25.39,37.88,5,0.1942,0.3566,2181.0,92,0.0,87.62,0.0,19.17,0.56,0,0,0,0,1,0,0,0
2017-09-26 06:00:00,18.23,28.97,50.12,6,0.1942,0.3566,2181.0,95,0.0,87.65,0.0,18.55,0.49,0,1,0,0,0,0,0,0
2017-10-31 23:00:00,25.76,35.57,93.99,23,0.2023,0.3377,2116.0,85,0.0,87.73,0.0,20.83,0.19,0,1,0,0,0,0,0,0
2017-11-01 00:00:00,36.76,50.53,120.25,0,0.1976,0.3479,2181.0,84,0.0,87.71,0.0,21.35,0.71,0,0,1,0,0,0,0,0
2017-11-01 01:00:00,20.2,28.99,82.61,1,0.1976,0.3479,2181.0,83,0.27,87.65,0.0,21.39,0.77,0,0,1,0,0,0,0,0
2017-11-01 02:00:00,9.64,12.51,22.74,2,0.1976,0.3479,2181.0,84,0.12,87.65,0.0,20.81,1.07,0,0,0,0,0,0,1,0
2017-11-01 03:00:00,17.47,27.2,43.55,3,0.1976,0.3479,2181.0,87,0.68,87.65,0.0,18.64,1.24,0,0,0,0,0,1,0,0
2017-11-01 04:00:00,16.82,26.81,40.21,4,0.1976,0.3479,2181.0,91,0.31,87.62,0.0,18.1,0.61,1,0,0,0,0,0,0,0
2017-11-01 05:00:00,15.96,25.39,37.88,5,0.1976,0.3479,2181.0,90,0.02,87.64,0.0,18.65,1.38,0,0,0,0,0,1,0,0
2017-11-01 06:00:00,18.23,28.97,50.12,6,0.1976,0.3479,2181.0,87,0.0,87.7,10.35,18.48,0.87,0,0,0,0,0,1,0,0
2017-11-01 07:00:00,21.76,34.61,80.54,7,0.1976,0.3479,2181.0,90,0.0,87.79,63.18,18.46,0.45,1,0,0,0,0,0,0,0
2017-11-01 08:00:00,19.65,30.93,73.3,8,0.1976,0.3479,2181.0,83,0.0,87.84,316.25,21.12,0.39,0,0,1,0,0,0,0,0
2017-11-01 09:00:00,14.42,23.35,1344.93,9,0.1976,0.3479,2181.0,63,0.0,87.85,541.25,25.5,0.61,0,0,0,0,0,1,0,0
2017-11-01 10:00:00,4.17,9.98,48.14,10,0.1976,0.3479,2181.0,56,0.0,87.83,676.14,27.1,0.78,1,0,0,0,0,0,0,0
2017-11-01 11:00:00,2.16,3.81,19.43,11,0.1976,0.3479,2181.0,55,0.0,87.77,791.53,27.97,0.82,0,0,0,0,0,1,0,0
2017-11-01 12:00:00,2.66,4.49,29.79,12,0.1976,0.3479,2181.0,55,0.0,87.69,761.09,28.29,0.87,0,0,0,0,0,0,1,0
2017-11-01 13:00:00,5.62,8.4,24.86,13,0.1976,0.3479,2181.0,50,0.0,87.59,619.73,28.83,0.97,0,0,0,0,0,0,0,1
2017-11-01 14:00:00,3.03,4.78,19.68,14,0.1976,0.3479,2181.0,54,0.0,87.53,254.81,27.79,0.71,0,0,0,0,0,0,1,0
2017-11-01 15:00:00,1.95,2.93,12.13,15,0.1976,0.3479,2181.0,53,0.0,87.48,433.45,28.61,1.11,0,0,0,0,0,0,1,0
2017-11-01 16:00:00,7.56,12.09,40.54,16,0.1976,0.3479,2181.0,59,0.0,87.48,129.7,26.31,0.85,0,0,0,0,0,0,0,1
2017-11-01 17:00:00,9.64,15.24,50.77,17,0.1976,0.3479,2181.0,63,0.0,87.47,85.02,25.29,0.71,0,0,0,0,0,0,0,1
2017-11-01 18:00:00,12.92,19.98,99.89,18,0.1976,0.3479,2181.0,64,0.0,87.47,24.65,24.72,0.49,0,0,0,1,0,0,0,0
2017-11-01 19:00:00,31.25,44.89,127.66,19,0.1976,0.3479,2181.0,71,0.0,87.51,0.0,23.4,0.34,0,0,0,1,0,0,0,0
2017-11-01 20:00:00,38.76,68.43,433.47,20,0.1976,0.3479,2181.0,78,0.0,87.55,0.0,22.14,0.32,0,0,0,1,0,0,0,0
2017-11-01 21:00:00,23.55,36.32,240.86,21,0.1976,0.3479,2181.0,81,0.0,87.61,0.0,21.67,0.6,0,0,1,0,0,0,0,0
2017-11-01 22:00:00,39.35,56.28,163.5,22,0.1976,0.3479,2181.0,80,0.0,87.62,0.0,21.83,0.68,0,0,1,0,0,0,0,0
2017-11-01 23:00:00,26.62,44.18,174.76,23,0.1976,0.3479,2181.0,81,0.0,87.64,0.0,21.68,0.55,0,1,0,0,0,0,0,0
2017-11-02 00:00:00,25.37,39.18,76.71,0,0.1976,0.3479,2181.0,84,0.0,87.6,0.0,21.06,0.42,0,1,0,0,0,0,0,0
2017-11-02 01:00:00,21.74,32.78,60.03,1,0.1976,0.3479,2181.0,87,0.78,87.58,0.0,21.06,0.49,0,0,0,0,0,0,1,0
2017-11-02 02:00:00,19.15,30.04,50.57,2,0.1976,0.3479,2181.0,86,0.56,87.56,0.0,20.33,0.73,0,0,0,0,0,1,0,0
2017-11-02 03:00:00,17.47,27.2,43.55,3,0.1976,0.3479,2181.0,91,0.0,87.56,0.0,19.67,0.84,1,0,0,0,0,0,0,0
2017-11-02 04:00:00,16.82,26.81,40.21,4,0.1976,0.3479,2181.0,95,0.02,87.58,0.0,19.71,0.69,1,0,0,0,0,0,0,0
2017-11-02 05:00:00,15.96,25.39,37.88,5,0.1976,0.3479,2181.0,94,0.0,87.61,0.0,19.59,0.71,1,0,0,0,0,0,0,0
2017-11-02 06:00:00,18.23,28.97,50.12,6,0.1976,0.3479,2181.0,94,0.0,87.61,0.88,19.15,0.33,0,0,1,0,0,0,0,0
2017-11-02 07:00:00,21.76,34.61,80.54,7,0.1976,0.3479,2181.0,94,0.0,87.68,53.4,19.39,0.25,0,0,0,1,0,0,0,0
2017-11-02 08:00:00,19.65,30.93,73.3,8,0.1976,0.3479,2181.0,88,0.0,87.77,163.32,21.38,0.53,0,0,0,0,1,0,0,0
2017-11-02 09:00:00,9.9,32.03,211.01,9,0.1976,0.3479,2181.0,74,0.0,87.82,562.32,24.28,1.13,0,0,0,0,0,0,1,0
2017-11-02 10:00:00,6.42,12.27,49.2,10,0.1976,0.3479,2181.0,64,0.0,87.83,448.28,25.1,1.11,0,0,0,0,0,0,0,1
2017-11-02 11:00:00,5.54,8.01,26.6,11,0.1976,0.3479,2181.0,66,0.0,87.82,406.12,24.62,1.28,0,0,0,0,0,0,0,1
2017-11-02 12:00:00,3.18,4.96,26.21,12,0.1976,0.3479,2181.0,65,0.0,87.75,660.52,25.4,1.24,0,0,0,0,0,0,1,0
2017-11-02 13:00:00,3.18,5.76,40.42,13,0.1976,0.3479,2181.0,58,0.0,87.64,699.68,26.91,0.93,0,0,0,1,0,0,0,0
2017-11-02 14:00:00,5.1,8.97,34.97,14,0.1976,0.3479,2181.0,57,0.0,87.55,534.52,27.15,1.02,0,0,0,0,0,0,0,1
2017-11-02 15:00:00,5.36,10.15,49.04,15,0.1976,0.3479,2181.0,51,0.0,87.44,566.51,27.82,0.93,0,0,1,0,0,0,0,0
2017-11-02 16:00:00,2.79,4.08,21.74,16,0.1976,0.3479,2181.0,46,0.0,87.4,407.8,28.99,0.89,0,0,0,0,0,0,0,1
2017-11-02 17:00:00,6.8,11.25,60.77,17,0.1976,0.3479,2181.0,51,0.0,87.4,157.92,27.44,0.77,0,0,0,0,0,0,0,1
2017-11-02 18:00:00,11.04,17.38,84.49,18,0.1976,0.3479,2181.0,59,0.0,87.47,22.17,24.8,0.58,0,0,0,1,0,0,0,0
2017-11-02 19:00:00,23.36,32.58,94.33,19,0.1976,0.3479,2181.0,71,0.0,87.5,0.0,22.97,0.52,0,0,1,0,0,0,0,0
2017-11-02 20:00:00,31.64,44.14,130.14,20,0.1976,0.3479,2181.0,78,0.0,87.5,0.0,21.85,0.43,0,1,0,0,0,0,0,0
2017-11-02 21:00:00,36.98,54.49,182.65,21,0.1976,0.3479,2181.0,82,0.0,87.6,0.0,21.15,0.41,0,1,0,0,0,0,0,0
2017-11-02 22:00:00,39.06,56.98,178.1,22,0.1976,0.3479,2181.0,82,0.0,87.64,0.0,21.04,0.36,0,1,0,0,0,0,0,0
2017-11-02 23:00:00,33.39,47.44,118.28,23,0.1976,0.3479,2181.0,83,0.0,87.67,0.0,20.97,0.43,0,0,0,0,0,0,0,1
2017-11-03 00:00:00,17.05,22.35,37.23,0,0.1976,0.3479,2181.0,87,0.0,87.67,0.0,20.6,0.35,1,0,0,0,0,0,0,0
2017-11-03 01:00:00,17.8,23.11,38.24,1,0.1976,0.3479,2181.0,86,0.0,87.61,0.0,20.49,0.25,0,1,0,0,0,0,0,0
2017-11-03 02:00:00,20.13,25.84,38.91,2,0.1976,0.3479,2181.0,86,0.0,87.55,0.0,20.51,0.22,0,0,0,0,0,0,0,1
2017-11-03 03:00:00,17.47,27.2,43.55,3,0.1976,0.3479,2181.0,88,0.0,87.54,0.0,20.33,0.41,0,0,1,0,0,0,0,0
2017-11-03 04:00:00,16.82,26.81,40.21,4,0.1976,0.3479,2181.0,90,2.41,87.58,0.0,19.89,0.87,0,0,0,0,0,1,0,0
2017-11-03 05:00:00,15.96,25.39,37.88,5,0.1976,0.3479,2181.0,96,7.55,87.6,0.0,16.57,1.09,0,1,0,0,0,0,0,0
2017-11-03 06:00:00,18.23,28.97,50.12,6,0.1976,0.3479,2181.0,98,0.0,87.62,5.47,17.26,0.74,0,0,1,0,0,0,0,0
2017-11-03 07:00:00,21.76,34.61,80.54,7,0.1976,0.3479,2181.0,100,0.0,87.66,48.77,17.71,0.84,1,0,0,0,0,0,0,0
2017-11-03 08:00:00,19.65,30.93,73.3,8,0.1976,0.3479,2181.0,100,0.0,87.69,299.4,18.74,0.73,0,1,0,0,0,0,0,0
2017-11-03 09:00:00,14.42,23.35,1344.93,9,0.1976,0.3479,2181.0,100,0.0,87.73,506.68,21.19,1.31,0,0,0,1,0,0,0,0
2017-11-03 10:00:00,11.19,32.26,193.66,10,0.1976,0.3479,2181.0,90,0.0,87.73,729.93,23.24,1.2,0,0,0,0,0,0,0,1
2017-11-03 11:00:00,4.32,8.33,41.45,11,0.1976,0.3479,2181.0,66,0.0,87.7,758.58,26.49,1.26,0,0,0,0,0,0,0,1
2017-11-03 12:00:00,4.56,9.08,81.54,12,0.1976,0.3479,2181.0,64,0.0,87.63,506.42,26.69,0.91,0,0,0,0,0,0,0,1
2017-11-03 13:00:00,6.9,10.12,38.08,13,0.1976,0.3479,2181.0,65,0.14,87.54,332.82,26.5,0.98,0,0,0,0,0,0,1,0
2017-11-03 14:00:00,2.22,3.47,13.89,14,0.1976,0.3479,2181.0,65,0.0,87.42,654.55,26.72,1.2,0,0,0,0,0,0,1,0
2017-11-03 15:00:00,7.1,11.53,35.16,15,0.1976,0.3479,2181.0,60,0.0,87.33,595.85,27.73,1.19,0,0,0,0,0,0,1,0
2017-11-03 16:00:00,7.56,12.09,40.54,16,0.1976,0.3479,2181.0,62,0.0,87.32,209.95,26.36,0.87,0,0,0,0,0,0,0,1
2017-11-03 17:00:00,9.64,15.24,50.77,17,0.1976,0.3479,2181.0,66,0.0,87.33,110.6,24.65,0.68,0,0,0,0,0,0,0,1
2017-11-03 18:00:00,14.59,21.84,67.15,18,0.1976,0.3479,2181.0,68,0.0,87.36,14.68,23.52,0.52,0,0,0,0,0,0,0,1
2017-11-03 19:00:00,20.06,30.16,120.95,19,0.1976,0.3479,2181.0,73,0.0,87.48,0.0,22.47,0.4,0,0,0,1,0,0,0,0
2017-11-03 20:00:00,16.07,23.62,83.37,20,0.1976,0.3479,2181.0,77,0.0,87.55,0.0,22.01,0.41,0,1,0,0,0,0,0,0
2017-11-03 21:00:00,19.29,29.9,133.9,21,0.1976,0.3479,2181.0,83,0.0,87.58,0.0,20.94,0.18,0,1,0,0,0,0,0,0
2017-11-03 22:00:00,36.78,51.22,123.48,22,0.1976,0.3479,2181.0,86,0.0,87.66,0.0,20.5,0.33,0,1,0,0,0,0,0,0
