TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),latitude,longitude,elevation,status
2019-03-31,110.52,122.5,113.77,,,,
2019-04-30,96.83,107.41,97.76,,,,
2019-05-31,83.29,91.62,80.5,,,,
2019-06-30,96.57,105.87,92.47,,,,
