TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),EVI,NDVI,average humidity (%),total rainfall (mm),average pressure (kPa),total radiation (W/m2),average temperature (oC),average windspeed (m/s),min windspeed (m/s),max windspeed (m/s),winddirection_E,winddirection_N,winddirection_NE,winddirection_NW,winddirection_S,winddirection_SE,winddirection_SW,winddirection_W
2017-09-09,11.35,14.23,30.41,0.2002,0.366,86.22,0.0,87.666,0.0,20.92,0.59,0.29,1.19,0,0,0,0,0,1,0,0
2017-09-10,7.67,9.78,27.35,0.2002,0.366,78.17,0.0,87.715,3575.39,21.91,0.6,0.31,1.41,0,0,1,0,0,0,0,0
2017-09-11,7.39,10.63,29.46,0.2002,0.366,75.27,1.77,87.65700000000001,4600.25,23.05,0.69,0.44,1.27,0,0,1,0,0,0,0,0
2017-09-13,9.19,12.39,23.34,0.2002,0.366,90.0,0.0,87.73,0.0,20.46,0.91,0.91,0.91,1,0,0,0,0,0,0,0
2017-09-24,9.55,14.08,31.79,0.2002,0.366,78.17,0.0,87.78,4839.53,22.02,0.88,0.3,1.63,0,0,0,0,0,1,0,0
2017-09-25,6.06,8.88,21.48,0.2002,0.366,80.21,7.88,87.62700000000001,4820.36,21.65,0.7,0.39,1.03,1,0,0,0,0,0,0,0
2017-09-26,10.27,14.95,29.77,0.2002,0.366,90.25,0.0,87.645,0.0,19.6,0.62,0.19,1.23,0,1,0,0,0,0,0,0
2017-10-31,6.86,10.51,25.02,0.2086,0.3898,84.5,1.07,87.665,0.0,20.55,0.95,0.71,1.24,0,0,1,0,0,0,0,0
2017-11-01,6.78,11.49,22.38,0.2021,0.3925,73.0,1.67,87.624,4707.15,23.25,0.69,0.32,1.38,0,0,0,0,0,1,0,0
2017-11-02,9.2,14.87,33.29,0.2021,0.3925,74.96,0.02,87.61,4683.44,22.99,0.66,0.22,1.28,0,0,0,0,0,0,0,1
2017-11-03,7.25,12.68,25.09,0.2021,0.3925,81.25,10.1,87.56,4773.7,22.08,0.77,0.18,1.31,0,0,0,0,0,0,0,1
2017-11-04,3.89,6.77,15.04,0.2021,0.3925,82.88,0.0,87.708,3302.85,20.49,1.14,0.72,2.1,0,0,0,0,0,1,0,0
2017-11-05,4.44,8.3,15.25,0.2021,0.3925,80.63,0.0,87.734,3079.76,21.23,0.55,0.18,0.9,1,0,0,0,0,0,0,0
2017-11-06,7.67,13.42,28.38,0.2021,0.3925,87.92,7.3,87.604,2781.42,20.95,0.57,0.2,1.0,1,0,0,0,0,0,0,0
2017-11-07,4.62,8.33,15.34,0.2021,0.3925,92.29,66.84,87.723,2762.91,19.38,1.65,0.15,22.84,0,0,0,0,0,1,0,0
2017-11-08,4.79,7.7,17.3,0.2021,0.3925,85.42,3.36,87.68700000000001,3191.81,21.62,0.53,0.23,0.83,1,0,0,0,0,0,0,0
2017-11-09,5.29,8.23,14.62,0.2021,0.3925,86.33,1.0,87.632,3439.81,21.52,0.53,0.2,0.93,1,0,0,0,0,0,0,0
2017-11-10,6.64,11.3,20.43,0.2021,0.3925,85.25,12.08,87.55799999999999,3612.91,21.24,0.7,0.4,1.19,1,0,0,0,0,0,0,0
2017-11-11,8.85,15.51,28.68,0.2021,0.3925,78.5,0.0,87.56299999999999,4988.47,22.97,0.63,0.23,1.23,0,0,1,0,0,0,0,0
2017-11-12,12.99,23.09,32.86,0.2021,0.3925,89.17,4.26,87.632,2888.44,21.12,0.55,0.2,1.04,1,0,0,0,0,0,0,0
2017-11-13,7.6,12.68,18.35,0.2021,0.3925,85.38,6.98,87.574,4226.36,21.72,0.55,0.18,0.88,0,0,0,0,0,1,0,0
2017-11-14,9.46,16.17,28.29,0.2021,0.3925,88.71,32.26,87.565,3049.48,20.91,0.42,0.0,1.62,0,1,0,0,0,0,0,0
2017-11-15,14.51,24.32,40.38,0.2021,0.3925,75.54,0.05,87.505,5064.27,23.26,0.65,0.0,3.18,0,0,0,0,0,0,1,0
2017-11-16,10.06,17.26,29.71,0.2021,0.3925,81.75,9.26,87.478,3873.78,22.2,0.61,0.29,1.12,0,0,0,0,1,0,0,0
2017-11-17,8.89,14.82,23.63,0.2021,0.3925,77.04,1.64,87.52,4096.07,22.06,0.6,0.2,1.13,1,0,0,0,0,0,0,0
2017-11-18,10.53,18.09,31.41,0.2021,0.3925,74.71,0.0,87.56299999999999,4927.37,22.61,0.57,0.2,1.28,0,0,0,1,0,0,0,0
2017-11-19,18.16,28.78,40.2,0.2021,0.3925,72.63,0.04,87.574,5279.71,23.58,0.71,0.23,1.28,0,0,0,0,1,0,0,0
2017-11-20,11.96,20.08,31.6,0.2021,0.3925,71.0,0.0,87.65100000000001,4566.07,23.17,0.73,0.35,1.39,0,0,1,0,0,0,0,0
2017-11-21,13.81,23.35,37.94,0.2021,0.3925,60.54,0.0,87.555,5359.13,24.24,0.66,0.24,1.06,1,0,0,0,0,0,0,0
2017-11-22,14.59,24.31,41.27,0.2021,0.3925,69.75,0.0,87.535,4130.73,23.58,0.56,0.21,1.48,0,0,0,1,0,0,0,0
2017-11-23,12.94,22.53,33.98,0.2021,0.3925,72.17,0.0,87.571,3628.69,22.93,0.78,0.37,1.22,1,0,0,0,0,0,0,0
2017-11-24,39.33,68.07,78.34,0.2021,0.3925,93.92,26.9,87.73700000000001,1205.04,19.13,0.57,0.27,1.42,1,0,0,0,0,0,0,0
2017-11-25,25.335,43.885,52.620000000000005,0.2021,0.3925,76.67,0.77,87.773,4122.03,22.63,0.7,0.22,1.16,0,0,1,0,0,0,0,0
2017-11-26,25.335,43.885,52.620000000000005,0.2021,0.3925,80.38,3.01,87.87200000000001,3721.45,21.57,0.62,0.26,1.03,0,0,0,1,0,0,0,0
2017-11-27,11.34,19.7,26.9,0.2021,0.3925,82.92,1.98,87.77799999999999,3635.92,22.12,0.64,0.32,1.22,0,0,0,0,0,0,1,0
2017-11-28,11.81,21.24,29.14,0.2021,0.3925,77.46,0.11,87.69,5622.47,23.11,0.77,0.35,1.25,0,0,1,0,0,0,0,0
2017-11-29,11.75,20.69,28.18,0.2021,0.3925,80.13,24.5,87.756,3927.77,22.05,0.68,0.31,0.99,1,0,0,0,0,0,0,0
2017-11-30,10.77,19.47,27.5,0.2021,0.3925,80.25,2.55,87.759,3589.94,21.77,0.81,0.35,1.41,1,0,0,0,0,0,0,0
2017-12-01,9.57,18.22,24.64,0.1908,0.3787,81.21,0.05,87.656,4460.95,22.0,0.61,0.25,1.19,0,0,0,0,0,0,1,0
2017-12-02,11.34,20.59,28.19,0.1908,0.3787,76.13,0.82,87.635,4100.75,22.57,0.53,0.26,1.16,0,0,0,1,0,0,0,0
2017-12-03,14.61,24.92,33.32,0.1908,0.3787,76.96,0.0,87.691,3999.69,22.66,0.7,0.28,1.21,0,0,0,1,0,0,0,0
2017-12-04,14.4,24.8,34.58,0.1908,0.3787,82.46,0.0,87.67299999999999,2855.72,22.3,0.61,0.32,1.15,0,0,0,1,0,0,0,0
2017-12-05,10.77,19.52,26.83,0.1908,0.3787,75.33,0.08,87.57799999999999,5203.02,23.23,0.68,0.24,1.44,0,0,0,0,0,0,1,0
2017-12-06,11.63,19.92,34.18,0.1908,0.3787,80.0,0.53,87.54899999999999,2411.81,22.33,0.54,0.29,1.13,0,0,0,1,0,0,0,0
2017-12-07,11.29,18.73,31.1,0.1908,0.3787,82.79,5.23,87.49799999999999,2946.75,22.4,0.53,0.19,1.0,0,0,0,1,0,0,0,0
2017-12-08,17.42,29.34,41.2,0.1908,0.3787,79.5,0.0,87.46,3535.43,23.24,0.51,0.23,0.95,0,0,0,0,0,0,0,1
2017-12-09,18.02,30.77,40.03,0.1908,0.3787,87.63,4.37,87.491,2687.9,21.45,0.6,0.25,1.12,0,0,0,0,0,0,1,0
2017-12-10,22.59,36.9,46.65,0.1908,0.3787,78.0,0.15,87.561,4194.82,22.95,0.57,0.32,0.89,0,1,0,0,0,0,0,0
2017-12-11,28.52,46.54,58.01,0.1908,0.3787,73.13,0.1,87.669,4254.06,22.64,0.68,0.27,1.23,0,0,0,0,1,0,0,0
2017-12-12,34.19,55.35,65.26,0.1908,0.3787,75.71,0.15,87.678,5118.76,22.73,0.78,0.21,1.51,0,0,0,0,1,0,0,0
2017-12-13,22.99,38.24,46.52,0.1908,0.3787,66.58,0.1,87.645,5425.89,23.54,0.92,0.4,1.86,0,0,0,0,1,0,0,0
2017-12-14,13.579999999999998,21.67,26.340000000000003,0.1908,0.3787,71.13,0.0,87.633,3940.04,23.69,0.59,0.27,1.1,0,0,0,0,0,0,1,0
2017-12-15,13.579999999999998,21.67,26.340000000000003,0.1908,0.3787,69.38,0.0,87.616,3312.54,24.1,0.84,0.31,1.38,0,0,0,0,1,0,0,0
2017-12-16,13.579999999999998,21.67,26.340000000000003,0.1908,0.3787,68.83,0.0,87.613,4209.28,23.85,0.75,0.27,1.75,0,0,0,0,1,0,0,0
2017-12-17,13.579999999999998,21.67,26.340000000000003,0.1908,0.3787,75.96,0.15,87.594,4018.11,23.3,0.69,0.24,1.35,0,0,0,0,1,0,0,0
2017-12-18,13.579999999999998,21.67,26.340000000000003,0.1908,0.3787,75.33,0.0,87.55799999999999,3302.82,23.05,0.66,0.35,1.17,0,0,0,0,1,0,0,0
2017-12-19,4.17,5.1,6.16,0.1908,0.3787,70.75,0.0,87.56299999999999,4857.77,24.04,1.01,0.17,2.07,0,0,0,0,1,0,0,0
2017-12-20,20.92,28.34,75.86,0.1908,0.3787,74.92,0.04,87.67,4974.24,23.82,0.94,0.29,1.97,0,0,0,0,1,0,0,0
2017-12-21,10.48,14.52,39.71,0.1908,0.3787,71.5,0.09,87.678,4655.03,23.23,0.9,0.33,1.83,0,0,0,0,1,0,0,0
2017-12-22,8.21,12.67,43.44,0.1908,0.3787,70.04,0.03,87.589,4909.77,23.71,0.9,0.17,1.83,0,0,0,0,1,0,0,0
2017-12-23,9.85,15.58,55.97,0.1908,0.3787,62.33,0.0,87.52600000000001,4543.12,24.41,0.97,0.23,1.76,0,0,0,0,1,0,0,0
2017-12-24,9.72,15.54,57.55,0.1908,0.3787,56.04,0.0,87.492,4719.5,24.7,1.38,0.41,2.15,0,0,0,0,0,1,0,0
2017-12-25,7.75,12.07,44.03,0.1908,0.3787,61.21,0.0,87.598,4441.08,24.27,1.03,0.3,2.06,0,0,0,0,1,0,0,0
2017-12-26,4.41,6.99,28.21,0.1908,0.3787,72.67,0.0,87.537,5055.94,23.94,1.01,0.32,2.02,0,0,0,0,1,0,0,0
2017-12-27,5.21,7.9,30.94,0.1908,0.3787,69.58,0.0,87.449,4832.5,23.97,1.17,0.23,2.77,0,0,0,0,1,0,0,0
2017-12-28,6.43,9.71,34.9,0.1908,0.3787,65.75,0.05,87.49600000000001,4392.59,24.49,1.04,0.22,2.42,0,0,0,0,0,1,0,0
2017-12-29,8.95,13.72,44.63,0.1908,0.3787,67.38,0.0,87.61399999999999,4151.41,24.15,1.23,0.26,2.71,0,0,0,0,0,1,0,0
2017-12-30,7.51,11.08,30.51,0.1908,0.3787,83.46,5.79,87.65299999999999,1843.19,21.77,0.52,0.24,1.0,0,0,0,1,0,0,0,0
2017-12-31,8.3,11.27,24.44,0.1908,0.3787,91.96,10.01,87.685,1119.67,19.9,0.58,0.28,1.14,0,0,1,0,0,0,0,0
2018-01-01,5.78,8.32,20.85,0.1686,0.3408,81.17,0.0,87.631,2829.12,21.65,0.77,0.2,2.35,0,0,0,0,0,1,0,0
2018-01-02,7.06,10.29,23.77,0.1686,0.3408,81.71,0.06,87.59,3262.32,21.82,0.6,0.29,1.28,0,0,0,0,0,0,1,0
2018-01-03,16.23,29.42,71.97,0.1686,0.3408,62.67,0.06,87.596,4191.76,23.04,1.48,0.24,2.72,0,0,0,0,0,1,0,0
2018-01-04,15.82,30.67,64.72,0.1686,0.3408,71.96,0.02,87.713,3715.14,22.24,0.99,0.27,2.72,0,0,0,0,0,1,0,0
2018-01-05,8.62,14.2,33.9,0.1686,0.3408,60.33,0.08,87.56299999999999,4203.79,23.28,1.1,0.22,2.03,0,0,0,0,0,1,0,0
2018-01-06,9.35,14.85,37.26,0.1686,0.3408,49.38,0.0,87.57799999999999,4063.62,22.86,1.35,0.74,2.4,0,0,0,0,0,1,0,0
2018-01-07,7.87,12.51,31.97,0.1686,0.3408,48.04,0.0,87.61,4169.88,22.85,1.55,0.67,2.75,0,0,0,0,0,1,0,0
2018-01-08,6.83,11.0,31.32,0.1686,0.3408,42.29,0.0,87.65299999999999,4798.52,23.7,1.69,0.74,2.97,0,0,0,0,0,1,0,0
2018-01-09,5.18,8.3,23.07,0.1686,0.3408,52.08,0.0,87.699,4710.61,23.53,1.62,0.32,3.17,0,0,0,0,0,1,0,0
2018-01-10,7.67,12.1,32.17,0.1686,0.3408,52.04,0.07,87.62100000000001,4064.56,24.46,1.18,0.3,2.15,0,0,0,0,0,1,0,0
2018-01-11,6.425,10.295,29.53,0.1686,0.3408,59.33,0.0,87.603,3672.02,24.48,1.29,0.32,2.81,0,0,0,0,1,0,0,0
2018-01-12,6.425,10.295,29.53,0.1686,0.3408,83.96,20.53,87.637,1804.81,20.85,0.7,0.0,3.1,0,0,0,1,0,0,0,0
2018-01-13,5.18,8.49,26.89,0.1686,0.3408,80.67,0.02,87.60600000000001,3120.51,22.38,0.67,0.38,1.16,0,0,0,0,0,0,1,0
2018-01-14,4.09,6.3,13.6,0.1686,0.3408,74.42,0.77,87.602,4307.81,22.78,0.61,0.31,1.34,0,0,0,0,0,0,1,0
2018-01-15,4.25,6.81,16.34,0.1686,0.3408,72.79,0.0,87.654,4218.56,23.74,1.09,0.23,2.96,0,0,0,0,0,1,0,0
2018-01-16,5.66,8.46,19.74,0.1686,0.3408,77.79,0.14,87.605,3986.33,23.33,0.63,0.17,1.33,0,0,0,0,1,0,0,0
2018-01-17,8.37,12.78,32.36,0.1686,0.3408,58.38,0.0,87.475,5122.16,24.03,0.75,0.21,1.25,0,0,1,0,0,0,0,0
2018-01-18,8.37,12.75,31.6,0.1686,0.3408,76.88,0.13,87.525,3739.29,23.37,0.65,0.28,1.15,0,0,0,0,0,0,1,0
2018-01-19,8.29,12.33,30.64,0.1686,0.3408,72.13,0.12,87.514,4324.3,24.27,0.72,0.26,1.29,0,0,0,0,0,1,0,0
2018-01-20,8.19,12.75,31.16,0.1686,0.3408,71.67,0.0,87.63799999999999,2433.21,22.74,0.61,0.24,1.11,0,0,0,0,0,0,1,0
2018-01-21,3.98,6.17,15.95,0.1686,0.3408,70.63,0.0,87.617,4919.34,23.03,0.88,0.31,1.69,0,0,0,0,0,0,0,1
2018-01-22,6.75,10.01,23.47,0.1686,0.3408,66.46,0.06,87.473,4437.5,24.16,0.77,0.32,1.36,0,0,0,0,1,0,0,0
2018-01-23,6.39,8.86,20.2,0.1686,0.3408,71.71,0.0,87.448,3471.57,23.03,0.81,0.31,1.67,0,0,0,0,1,0,0,0
2018-01-24,6.49,8.55,12.47,0.1686,0.3408,88.63,4.96,87.544,1640.06,19.65,0.54,0.24,1.05,0,0,0,0,0,0,0,1
2018-01-25,5.4,7.02,10.52,0.1686,0.3408,84.79,0.02,87.616,1552.61,19.29,0.51,0.19,0.99,0,0,0,0,0,0,0,1
2018-01-26,7.865,11.04,22.64,0.1686,0.3408,83.42,0.73,87.59899999999999,2012.86,20.85,0.56,0.24,0.74,0,0,0,0,0,0,1,0
2018-01-27,7.865,11.04,22.64,0.1686,0.3408,75.0,0.16,87.541,3883.04,23.01,0.67,0.38,1.17,0,0,0,0,0,1,0,0
2018-01-28,7.865,11.04,22.64,0.1686,0.3408,79.96,0.06,87.507,3750.27,22.57,0.66,0.29,1.69,0,0,0,0,0,0,1,0
2018-01-29,7.865,11.04,22.64,0.1686,0.3408,78.29,0.25,87.525,3357.97,23.14,0.63,0.35,1.15,0,0,0,0,0,0,1,0
2018-01-30,10.33,15.06,34.76,0.1686,0.3408,66.38,0.12,87.53399999999999,4469.12,24.16,0.68,0.27,1.19,1,0,0,0,0,0,0,0
2018-01-31,6.68,9.89,28.89,0.1686,0.3408,63.58,0.08,87.52799999999999,4984.53,24.22,1.08,0.39,2.52,0,0,0,0,0,0,1,0
2018-02-01,6.34,9.34,29.63,0.1852,0.3308,66.71,0.1,87.448,4380.57,24.02,0.72,0.29,1.55,0,0,0,0,0,0,0,1
2018-02-02,6.43,9.7,33.5,0.1852,0.3308,73.21,0.04,87.45,3705.59,23.97,0.75,0.37,1.38,0,0,0,0,0,0,1,0
2018-02-03,6.31,9.39,29.54,0.1852,0.3308,66.54,0.04,87.48100000000001,5132.9,24.87,0.81,0.42,1.49,0,0,0,0,0,0,1,0
2018-02-04,8.07,11.8,35.48,0.1852,0.3308,65.17,0.05,87.43700000000001,4977.85,24.85,1.14,0.39,2.8,0,0,0,0,1,0,0,0
2018-02-05,7.09,10.75,34.27,0.1852,0.3308,57.42,0.0,87.37299999999999,4577.99,25.79,0.84,0.44,1.77,0,0,0,0,0,0,0,1
2018-02-06,6.51,9.76,29.73,0.1852,0.3308,59.46,0.0,87.405,3343.79,25.05,0.99,0.32,2.21,0,0,0,0,1,0,0,0
2018-02-07,6.68,9.73,28.55,0.1852,0.3308,76.04,0.07,87.398,3683.76,24.06,0.89,0.31,1.8,0,1,0,0,0,0,0,0
2018-02-08,5.75,8.73,26.67,0.1852,0.3308,74.46,0.1,87.40100000000001,4288.39,24.65,0.75,0.27,1.38,0,0,0,0,0,0,1,0
2018-02-09,8.25,12.74,39.69,0.1852,0.3308,75.67,0.07,87.40799999999999,1576.59,22.29,0.55,0.33,0.91,0,0,0,0,0,0,1,0
2018-02-10,6.32,9.91,30.83,0.1852,0.3308,75.38,0.12,87.35,3824.68,24.21,0.66,0.31,1.23,0,0,0,0,0,0,1,0
2018-02-11,6.03,9.035,24.915,0.1852,0.3308,68.0,0.02,87.49799999999999,4553.84,24.51,0.8,0.34,1.82,0,0,0,0,1,0,0,0
2018-02-12,6.03,9.035,24.915,0.1852,0.3308,76.67,0.68,87.63799999999999,3509.53,23.5,0.69,0.36,1.51,0,0,0,0,0,0,1,0
2018-02-13,6.03,9.035,24.915,0.1852,0.3308,69.25,0.0,87.624,4829.82,24.7,0.81,0.32,1.54,0,0,0,0,1,0,0,0
2018-02-14,6.03,9.035,24.915,0.1852,0.3308,69.63,0.02,87.572,3715.19,24.88,0.75,0.3,1.43,0,0,0,0,0,0,0,1
2018-02-15,5.74,8.16,19.0,0.1852,0.3308,67.25,0.0,87.523,5386.66,25.3,0.9,0.34,1.9,0,0,0,0,1,0,0,0
2018-02-16,6.37,9.48,23.1,0.1852,0.3308,62.75,0.0,87.52,5139.5,25.52,0.91,0.34,1.96,0,0,0,0,1,0,0,0
2018-02-17,5.03,7.77,26.05,0.1852,0.3308,55.88,0.0,87.43700000000001,4915.15,26.28,1.17,0.26,2.47,0,0,0,0,1,0,0,0
2018-02-18,4.28,6.67,21.71,0.1852,0.3308,62.13,1.77,87.406,3545.44,25.27,1.19,0.45,2.57,0,0,0,0,1,0,0,0
2018-02-19,2.25,3.52,14.38,0.1852,0.3308,78.96,27.45,87.512,3050.26,22.12,1.77,0.0,16.74,0,0,0,0,0,0,1,0
2018-02-20,3.2,4.65,15.29,0.1852,0.3308,78.63,0.07,87.454,3438.21,22.7,0.89,0.38,1.55,1,0,0,0,0,0,0,0
2018-02-21,3.92,5.84,21.0,0.1852,0.3308,81.21,1.23,87.459,2705.65,21.37,0.56,0.29,0.99,0,0,0,1,0,0,0,0
2018-02-22,5.47,8.24,26.59,0.1852,0.3308,74.5,0.0,87.31299999999999,3785.42,23.6,0.67,0.25,1.35,0,0,0,0,0,0,1,0
2018-02-23,4.1,6.0,21.6,0.1852,0.3308,73.83,1.2,87.339,4499.87,24.04,0.81,0.4,1.49,0,0,0,0,0,0,0,1
2018-02-24,3.45,5.02,18.31,0.1852,0.3308,79.29,0.0,87.51700000000001,3559.51,22.66,0.73,0.32,1.41,0,0,0,0,0,0,1,0
2018-02-25,4.45,6.19,19.0,0.1852,0.3308,73.63,0.0,87.556,3983.18,23.7,0.69,0.35,1.2,0,0,0,0,0,0,1,0
2018-02-26,4.04,5.41,18.05,0.1852,0.3308,77.04,9.9,87.529,3783.19,22.42,0.63,0.0,1.69,0,0,1,0,0,0,0,0
2018-02-27,32.54,39.44,62.26,0.1852,0.3308,79.13,10.67,87.57799999999999,3805.53,22.08,0.71,0.28,1.22,0,0,0,1,0,0,0,0
2018-02-28,57.0,68.0,83.17,0.1852,0.3308,78.25,0.0,87.604,3128.3,22.62,0.77,0.32,1.46,1,0,0,0,0,0,0,0
2018-03-01,35.775,45.355000000000004,63.845,0.2158,0.3514,85.25,69.87,87.62799999999999,3223.45,20.63,0.44,0.0,1.63,0,1,0,0,0,0,0,0
2018-03-02,35.775,45.355000000000004,63.845,0.2158,0.3514,90.79,0.11,87.68,1751.82,19.3,1.09,0.0,11.99,1,0,0,0,0,0,0,0
2018-03-03,35.775,45.355000000000004,63.845,0.2158,0.3514,83.96,14.76,87.557,2776.52,20.83,0.79,0.4,1.91,0,1,0,0,0,0,0,0
2018-03-04,35.775,45.355000000000004,63.845,0.2158,0.3514,97.58,35.03,87.665,890.02,18.53,12.4,0.0,33.3,0,1,0,0,0,0,0,0
2018-03-05,35.775,45.355000000000004,63.845,0.2158,0.3514,84.29,0.04,87.63,2959.9,21.89,0.68,0.0,1.43,0,0,0,0,0,0,0,1
2018-03-06,35.775,45.355000000000004,63.845,0.2158,0.3514,91.04,3.36,87.779,1667.21,20.04,0.68,0.28,1.67,0,0,0,0,1,0,0,0
2018-03-07,35.775,45.355000000000004,63.845,0.2158,0.3514,77.08,0.15,87.758,5019.44,22.61,0.83,0.37,1.37,0,0,0,0,0,0,0,1
2018-03-08,35.775,45.355000000000004,63.845,0.2158,0.3514,76.04,1.33,87.632,5550.29,23.34,0.87,0.56,1.39,0,0,0,0,0,0,1,0
2018-03-09,14.55,22.71,44.52,0.2158,0.3514,76.38,0.0,87.52799999999999,3700.4,24.09,0.79,0.43,1.34,0,0,0,0,0,0,1,0
2018-03-10,29.57,52.12,66.58,0.2158,0.3514,78.29,0.86,87.57799999999999,3456.09,22.73,0.85,0.35,1.41,0,0,0,0,0,0,1,0
2018-03-11,48.19,90.31,114.12,0.2158,0.3514,76.83,0.0,87.66799999999999,4094.07,22.47,0.77,0.37,1.17,0,1,0,0,0,0,0,0
2018-03-12,36.84,69.5,86.84,0.2158,0.3514,82.75,2.36,87.77799999999999,1877.02,21.48,0.61,0.28,0.99,0,0,0,1,0,0,0,0
2018-03-13,62.47,112.36,138.57,0.2158,0.3514,84.42,0.0,87.76700000000001,2080.23,21.74,0.58,0.27,0.99,0,0,0,0,0,0,1,0
2018-03-14,60.1,111.98,135.27,0.2158,0.3514,86.42,5.47,87.57799999999999,2669.74,22.19,0.74,0.38,1.76,0,0,0,0,0,0,0,1
2018-03-15,18.93,23.94,43.42,0.2158,0.3514,96.21,24.82,87.726,804.91,19.15,0.69,0.2,1.38,0,0,1,0,0,0,0,0
2018-03-16,11.23,14.05,23.03,0.2158,0.3514,83.17,0.0,87.64200000000001,3314.87,22.3,0.73,0.4,1.15,0,0,0,0,0,0,0,1
2018-03-17,2.28,3.3,7.27,0.2158,0.3514,77.96,0.0,87.494,4493.03,23.77,0.77,0.31,1.41,0,0,0,0,0,0,0,1
2018-03-18,4.78,5.42,5.44,0.2158,0.3514,83.17,5.95,87.469,2278.77,21.17,0.7,0.24,1.35,0,0,0,1,0,0,0,0
2018-03-19,0.93,1.36,2.46,0.2158,0.3514,85.0,2.88,87.68,3428.57,20.95,0.93,0.23,1.86,0,0,1,0,0,0,0,0
2018-03-20,0.47,0.51,0.51,0.2158,0.3514,86.33,0.3,87.656,3262.86,21.25,0.77,0.0,2.7,0,1,0,0,0,0,0,0
2018-03-21,1.08,1.62,4.0,0.2158,0.3514,87.63,9.83,87.781,3215.46,21.21,0.51,0.0,1.06,0,0,0,0,0,0,0,1
2018-03-22,1.835,3.02,5.279999999999999,0.2158,0.3514,79.58,0.36,87.698,5318.26,23.06,0.81,0.42,1.3,0,0,0,0,0,0,0,1
2018-03-23,2.59,4.42,6.56,0.2158,0.3514,78.54,0.1,87.501,4925.53,24.05,0.82,0.48,1.25,0,0,0,0,0,0,0,1
2018-03-24,2.24,2.89,2.93,0.2158,0.3514,78.38,0.04,87.515,4017.79,23.77,0.85,0.51,1.22,0,0,0,0,0,0,1,0
2018-03-25,2.5,3.22,3.25,0.2158,0.3514,77.92,0.12,87.65,4748.45,22.93,0.8,0.33,1.34,0,0,0,0,0,0,1,0
2018-03-26,2.88,3.46,3.51,0.2158,0.3514,77.54,0.08,87.65299999999999,4461.32,23.66,0.83,0.4,1.22,0,0,0,0,0,0,0,1
2018-03-27,2.28,2.67,2.69,0.2158,0.3514,82.88,0.08,87.531,2849.16,22.81,0.72,0.39,1.33,0,0,0,1,0,0,0,0
2018-03-28,2.38,2.84,2.88,0.2158,0.3514,79.25,0.62,87.545,3300.59,22.27,5.68,0.43,34.99,0,0,0,1,0,0,0,0
2018-03-29,9.77,14.27,34.29,0.2158,0.3514,81.88,0.21,87.70700000000001,2449.3,21.77,0.74,0.38,1.26,0,0,0,1,0,0,0,0
2018-03-30,8.74,12.83,30.86,0.2158,0.3514,85.21,0.21,87.695,2502.43,22.1,0.71,0.41,1.25,0,0,0,1,0,0,0,0
2018-03-31,7.17,10.06,17.54,0.2158,0.3514,78.96,0.1,87.521,3409.52,22.94,0.77,0.39,1.28,0,0,0,0,0,0,0,1
2018-04-01,3.61,4.45,4.49,0.2428,0.3909,88.33,18.7,87.443,2250.86,21.56,1.8,0.0,27.0,0,0,0,1,0,0,0,0
2018-04-02,3.73,4.47,4.51,0.2428,0.3909,90.21,11.17,87.36399999999999,2572.58,21.55,0.67,0.37,1.08,0,0,0,1,0,0,0,0
2018-04-03,3.94,4.53,4.57,0.2428,0.3909,92.42,20.49,87.439,2929.92,20.7,2.67,0.41,22.56,0,0,0,0,0,0,1,0
2018-04-04,3.53,4.09,4.13,0.2428,0.3909,88.54,3.0,87.62,2566.76,20.48,0.69,0.33,1.39,0,0,0,1,0,0,0,0
2018-04-05,2.91,3.43,3.47,0.2428,0.3909,83.92,0.0,87.49600000000001,3512.24,21.37,0.76,0.44,1.17,0,0,0,0,0,0,1,0
2018-04-06,2.6,3.37,4.08,0.2428,0.3909,85.42,0.17,87.45700000000001,2065.05,21.09,0.68,0.41,0.96,0,0,0,1,0,0,0,0
2018-04-07,3.31,4.92,12.35,0.2428,0.3909,83.75,0.0,87.58,2646.75,21.21,0.73,0.42,1.07,0,0,0,1,0,0,0,0
2018-04-08,4.505,6.12,12.76,0.2428,0.3909,82.75,7.3,87.715,3586.29,21.07,0.74,0.31,1.07,0,0,0,0,0,1,0,0
2018-04-09,4.505,6.12,12.76,0.2428,0.3909,85.42,0.17,87.64200000000001,2700.17,21.18,0.71,0.36,1.15,0,0,0,1,0,0,0,0
2018-04-10,4.505,6.12,12.76,0.2428,0.3909,79.17,0.02,87.566,3059.13,22.48,0.67,0.29,1.07,0,0,0,0,0,0,0,1
2018-04-11,5.7,7.32,13.17,0.2428,0.3909,90.46,9.95,87.58200000000001,1727.71,20.49,0.59,0.24,1.03,0,0,0,1,0,0,0,0
2018-04-12,4.7,7.35,22.83,0.2428,0.3909,80.71,0.16,87.639,3930.66,22.13,0.81,0.42,1.23,0,0,0,1,0,0,0,0
2018-04-13,5.66,8.33,21.6,0.2428,0.3909,84.42,37.24,87.71,2893.87,21.95,0.82,0.44,1.28,0,0,0,1,0,0,0,0
2018-04-14,2.9,3.99,7.67,0.2428,0.3909,94.58,8.13,87.905,1620.33,18.51,1.04,0.0,13.12,0,0,1,0,0,0,0,0
