TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),field8,hour,Hour
2018-04-21 22:00:00,,,,,22,0 days 22:00:00.000000000
2018-04-21 23:00:00,,,,,23,0 days 23:00:00.000000000
2018-04-22 00:00:00,,,,,0,0 days 00:00:00.000000000
2018-04-22 01:00:00,,,,,1,0 days 01:00:00.000000000
2018-04-22 02:00:00,,,,,2,0 days 02:00:00.000000000
2018-04-22 03:00:00,,,,,3,0 days 03:00:00.000000000
2018-04-22 04:00:00,,,,,4,0 days 04:00:00.000000000
2018-04-22 05:00:00,,,,,5,0 days 05:00:00.000000000
2018-04-22 06:00:00,,,,,6,0 days 06:00:00.000000000
2018-04-22 07:00:00,,,,,7,0 days 07:00:00.000000000
2018-04-22 08:00:00,,,,,8,0 days 08:00:00.000000000
2018-04-22 09:00:00,,,,,9,0 days 09:00:00.000000000
2018-04-22 10:00:00,,,,,10,0 days 10:00:00.000000000
2018-04-22 11:00:00,,,,,11,0 days 11:00:00.000000000
2018-04-22 12:00:00,,,,,12,0 days 12:00:00.000000000
2018-04-22 13:00:00,,,,,13,0 days 13:00:00.000000000
2018-04-22 14:00:00,,,,,14,0 days 14:00:00.000000000
2018-04-22 15:00:00,,,,,15,0 days 15:00:00.000000000
2018-04-22 16:00:00,,,,,16,0 days 16:00:00.000000000
2018-04-22 17:00:00,,,,,17,0 days 17:00:00.000000000
2018-04-22 18:00:00,,,,,18,0 days 18:00:00.000000000
2018-04-22 19:00:00,,,,,19,0 days 19:00:00.000000000
2018-04-22 20:00:00,,,,,20,0 days 20:00:00.000000000
2018-04-22 21:00:00,,,,,21,0 days 21:00:00.000000000
2018-04-22 22:00:00,,,,,22,0 days 22:00:00.000000000
2018-04-22 23:00:00,,,,,23,0 days 23:00:00.000000000
2018-04-23 00:00:00,,,,,0,0 days 00:00:00.000000000
2018-04-23 01:00:00,,,,,1,0 days 01:00:00.000000000
2018-04-23 02:00:00,,,,,2,0 days 02:00:00.000000000
2018-04-23 03:00:00,,,,,3,0 days 03:00:00.000000000
2018-04-23 04:00:00,,,,,4,0 days 04:00:00.000000000
2018-04-23 05:00:00,,,,,5,0 days 05:00:00.000000000
2018-04-23 06:00:00,9.58,13.25,16.34,3.76,6,0 days 06:00:00.000000000
2018-04-23 07:00:00,16.19,22.86,28.79,3.62,7,0 days 07:00:00.000000000
2018-04-23 08:00:00,6.88,10.39,15.25,3.7,8,0 days 08:00:00.000000000
2018-04-23 09:00:00,5.39,7.42,11.64,3.8,9,0 days 09:00:00.000000000
2018-04-23 10:00:00,5.61,7.36,17.7,3.94,10,0 days 10:00:00.000000000
2018-04-23 11:00:00,6.57,8.8,22.9,4.24,11,0 days 11:00:00.000000000
2018-04-23 12:00:00,2.98,4.24,12.48,4.46,12,0 days 12:00:00.000000000
2018-04-23 13:00:00,3.34,4.76,15.72,4.47,13,0 days 13:00:00.000000000
2018-04-23 14:00:00,3.48,4.93,16.22,4.46,14,0 days 14:00:00.000000000
2018-04-23 15:00:00,5.01,7.05,21.45,4.47,15,0 days 15:00:00.000000000
2018-04-23 16:00:00,7.04,10.0,30.06,4.47,16,0 days 16:00:00.000000000
2018-04-23 17:00:00,11.82,15.78,38.11,4.47,17,0 days 17:00:00.000000000
2018-04-23 18:00:00,12.49,16.71,40.38,4.47,18,0 days 18:00:00.000000000
2018-04-23 19:00:00,10.22,14.15,36.65,4.47,19,0 days 19:00:00.000000000
2018-04-23 20:00:00,13.29,18.45,46.99,4.47,20,0 days 20:00:00.000000000
2018-04-23 21:00:00,14.49,19.47,42.93,4.46,21,0 days 21:00:00.000000000
2018-04-23 22:00:00,8.53,11.09,18.97,4.46,22,0 days 22:00:00.000000000
2018-04-23 23:00:00,4.48,5.68,8.06,4.44,23,0 days 23:00:00.000000000
2018-04-24 00:00:00,7.71,9.85,12.75,4.45,0,0 days 00:00:00.000000000
2018-04-24 01:00:00,9.24,11.83,14.52,4.45,1,0 days 01:00:00.000000000
2018-04-24 02:00:00,21.87,27.1,32.65,4.45,2,0 days 02:00:00.000000000
2018-04-24 03:00:00,19.46,24.26,31.3,4.45,3,0 days 03:00:00.000000000
2018-04-24 04:00:00,10.98,15.04,31.24,4.44,4,0 days 04:00:00.000000000
2018-04-24 05:00:00,23.43,31.86,75.38,4.41,5,0 days 05:00:00.000000000
2018-04-24 06:00:00,14.02,18.54,39.35,4.4,6,0 days 06:00:00.000000000
2018-04-24 07:00:00,7.68,9.77,14.67,4.42,7,0 days 07:00:00.000000000
2018-04-24 08:00:00,6.8,8.58,15.93,4.35,8,0 days 08:00:00.000000000
2018-04-24 09:00:00,5.73,7.16,9.97,4.3,9,0 days 09:00:00.000000000
2018-04-24 10:00:00,4.08,5.04,7.89,4.28,10,0 days 10:00:00.000000000
2018-04-24 11:00:00,3.08,3.81,6.75,4.26,11,0 days 11:00:00.000000000
2018-04-24 12:00:00,1.71,2.21,6.62,4.22,12,0 days 12:00:00.000000000
2018-04-24 13:00:00,1.55,2.16,8.21,4.21,13,0 days 13:00:00.000000000
2018-04-24 14:00:00,2.35,3.12,10.6,4.26,14,0 days 14:00:00.000000000
2018-04-24 15:00:00,3.25,4.36,13.45,4.23,15,0 days 15:00:00.000000000
2018-04-24 16:00:00,2.95,3.9,10.8,4.29,16,0 days 16:00:00.000000000
2018-04-24 17:00:00,6.13,7.88,18.99,4.36,17,0 days 17:00:00.000000000
2018-04-24 18:00:00,4.85,6.35,14.24,4.41,18,0 days 18:00:00.000000000
2018-04-24 19:00:00,4.18,5.88,13.33,4.38,19,0 days 19:00:00.000000000
2018-04-24 20:00:00,6.42,8.91,21.54,4.38,20,0 days 20:00:00.000000000
2018-04-24 21:00:00,6.79,8.96,16.8,4.41,21,0 days 21:00:00.000000000
2018-04-24 22:00:00,5.04,6.35,9.56,4.43,22,0 days 22:00:00.000000000
2018-04-24 23:00:00,7.03,8.91,12.62,4.44,23,0 days 23:00:00.000000000
2018-04-25 00:00:00,13.39,16.61,21.76,4.44,0,0 days 00:00:00.000000000
2018-04-25 01:00:00,8.1,10.02,12.74,4.45,1,0 days 01:00:00.000000000
2018-04-25 02:00:00,7.09,8.94,12.8,4.46,2,0 days 02:00:00.000000000
2018-04-25 03:00:00,5.78,7.36,13.62,4.44,3,0 days 03:00:00.000000000
2018-04-25 04:00:00,3.11,3.79,5.67,4.4,4,0 days 04:00:00.000000000
2018-04-25 05:00:00,4.52,5.5,7.18,4.41,5,0 days 05:00:00.000000000
2018-04-25 06:00:00,5.43,6.52,7.58,4.41,6,0 days 06:00:00.000000000
2018-04-25 07:00:00,4.26,5.01,6.23,4.42,7,0 days 07:00:00.000000000
2018-04-25 08:00:00,2.7,3.32,6.55,4.42,8,0 days 08:00:00.000000000
2018-04-25 09:00:00,2.18,2.73,6.13,4.44,9,0 days 09:00:00.000000000
2018-04-25 10:00:00,1.47,1.94,5.32,4.44,10,0 days 10:00:00.000000000
2018-04-25 11:00:00,1.18,1.64,6.5,4.44,11,0 days 11:00:00.000000000
2018-04-25 12:00:00,1.14,1.73,7.16,4.4,12,0 days 12:00:00.000000000
2018-04-25 13:00:00,1.31,1.99,10.77,4.31,13,0 days 13:00:00.000000000
2018-04-25 14:00:00,2.06,3.03,13.24,4.3,14,0 days 14:00:00.000000000
2018-04-25 15:00:00,3.35,4.78,19.34,4.31,15,0 days 15:00:00.000000000
2018-04-25 16:00:00,7.12,9.79,31.14,4.39,16,0 days 16:00:00.000000000
2018-04-25 17:00:00,8.55,11.54,30.15,4.41,17,0 days 17:00:00.000000000
2018-04-25 18:00:00,8.51,11.54,33.83,4.39,18,0 days 18:00:00.000000000
2018-04-25 19:00:00,7.24,10.17,34.63,4.37,19,0 days 19:00:00.000000000
2018-04-25 20:00:00,5.92,8.15,21.71,4.4,20,0 days 20:00:00.000000000
2018-04-25 21:00:00,8.62,11.68,26.48,4.41,21,0 days 21:00:00.000000000
2018-04-25 22:00:00,7.88,10.57,18.13,4.38,22,0 days 22:00:00.000000000
2018-04-25 23:00:00,8.87,11.81,21.12,4.35,23,0 days 23:00:00.000000000
2018-04-26 00:00:00,6.6,8.65,14.73,4.36,0,0 days 00:00:00.000000000
2018-04-26 01:00:00,8.01,9.86,13.53,4.41,1,0 days 01:00:00.000000000
2018-04-26 02:00:00,2.81,3.32,6.08,4.43,2,0 days 02:00:00.000000000
2018-04-26 03:00:00,3.87,4.61,6.68,4.38,3,0 days 03:00:00.000000000
2018-04-26 04:00:00,5.0,6.17,8.53,4.37,4,0 days 04:00:00.000000000
2018-04-26 05:00:00,13.64,17.52,21.82,4.36,5,0 days 05:00:00.000000000
2018-04-26 06:00:00,13.48,16.84,22.31,4.36,6,0 days 06:00:00.000000000
2018-04-26 07:00:00,5.86,7.18,10.84,4.35,7,0 days 07:00:00.000000000
2018-04-26 08:00:00,4.49,5.55,9.38,4.33,8,0 days 08:00:00.000000000
2018-04-26 09:00:00,3.05,3.83,8.18,4.29,9,0 days 09:00:00.000000000
2018-04-26 10:00:00,3.49,4.57,12.2,4.28,10,0 days 10:00:00.000000000
2018-04-26 11:00:00,3.02,4.16,12.49,4.35,11,0 days 11:00:00.000000000
2018-04-26 12:00:00,2.51,3.5,10.02,4.3,12,0 days 12:00:00.000000000
2018-04-26 13:00:00,2.29,3.33,12.89,4.28,13,0 days 13:00:00.000000000
2018-04-26 14:00:00,7.21,8.45,19.68,4.28,14,0 days 14:00:00.000000000
2018-04-26 15:00:00,8.15,9.97,27.75,4.26,15,0 days 15:00:00.000000000
2018-04-26 16:00:00,5.49,7.56,26.43,4.27,16,0 days 16:00:00.000000000
2018-04-26 17:00:00,11.03,15.13,46.5,4.3,17,0 days 17:00:00.000000000
2018-04-26 18:00:00,8.32,12.05,46.35,4.29,18,0 days 18:00:00.000000000
2018-04-26 19:00:00,5.94,8.31,24.9,4.27,19,0 days 19:00:00.000000000
2018-04-26 20:00:00,8.14,11.36,33.85,4.28,20,0 days 20:00:00.000000000
2018-04-26 21:00:00,7.07,9.43,22.7,4.42,21,0 days 21:00:00.000000000
2018-04-26 22:00:00,6.9,9.06,21.77,4.47,22,0 days 22:00:00.000000000
2018-04-26 23:00:00,4.66,5.73,11.11,4.46,23,0 days 23:00:00.000000000
2018-04-27 00:00:00,3.13,3.74,7.52,4.43,0,0 days 00:00:00.000000000
2018-04-27 01:00:00,4.49,5.22,9.11,4.38,1,0 days 01:00:00.000000000
2018-04-27 02:00:00,4.16,5.0,47.18,4.42,2,0 days 02:00:00.000000000
2018-04-27 03:00:00,3.09,3.53,4.75,4.35,3,0 days 03:00:00.000000000
2018-04-27 04:00:00,4.45,5.38,7.28,4.42,4,0 days 04:00:00.000000000
2018-04-27 05:00:00,4.54,5.53,8.81,4.39,5,0 days 05:00:00.000000000
2018-04-27 06:00:00,3.74,4.56,8.64,4.37,6,0 days 06:00:00.000000000
2018-04-27 07:00:00,3.32,4.22,8.96,4.25,7,0 days 07:00:00.000000000
2018-04-27 08:00:00,2.75,3.58,9.45,4.25,8,0 days 08:00:00.000000000
2018-04-27 09:00:00,2.24,2.87,7.92,4.36,9,0 days 09:00:00.000000000
2018-04-27 10:00:00,1.94,2.55,7.97,4.46,10,0 days 10:00:00.000000000
2018-04-27 11:00:00,2.24,3.09,12.1,4.36,11,0 days 11:00:00.000000000
2018-04-27 12:00:00,1.82,2.71,10.11,4.3,12,0 days 12:00:00.000000000
2018-04-27 13:00:00,1.76,2.46,9.23,4.24,13,0 days 13:00:00.000000000
2018-04-27 14:00:00,2.24,3.2,9.95,4.33,14,0 days 14:00:00.000000000
2018-04-27 15:00:00,2.86,4.14,19.15,4.35,15,0 days 15:00:00.000000000
2018-04-27 16:00:00,4.23,5.77,19.55,4.23,16,0 days 16:00:00.000000000
2018-04-27 17:00:00,4.32,5.87,18.54,4.24,17,0 days 17:00:00.000000000
2018-04-27 18:00:00,3.72,5.01,14.26,4.24,18,0 days 18:00:00.000000000
2018-04-27 19:00:00,2.58,2.97,4.03,4.26,19,0 days 19:00:00.000000000
2018-04-27 20:00:00,3.02,3.43,3.84,4.39,20,0 days 20:00:00.000000000
2018-04-27 21:00:00,4.65,5.38,5.98,4.35,21,0 days 21:00:00.000000000
2018-04-27 22:00:00,3.39,3.88,4.65,4.28,22,0 days 22:00:00.000000000
2018-04-27 23:00:00,4.67,5.65,8.32,4.23,23,0 days 23:00:00.000000000
2018-04-28 00:00:00,4.04,4.85,7.32,4.32,0,0 days 00:00:00.000000000
2018-04-28 01:00:00,3.68,4.43,6.53,4.38,1,0 days 01:00:00.000000000
2018-04-28 02:00:00,8.76,11.36,16.54,4.42,2,0 days 02:00:00.000000000
2018-04-28 03:00:00,9.21,12.43,33.72,4.41,3,0 days 03:00:00.000000000
2018-04-28 04:00:00,14.17,18.93,43.89,4.46,4,0 days 04:00:00.000000000
2018-04-28 05:00:00,5.94,7.79,17.6,4.45,5,0 days 05:00:00.000000000
2018-04-28 06:00:00,3.73,4.9,13.14,4.46,6,0 days 06:00:00.000000000
2018-04-28 07:00:00,2.25,3.08,10.49,4.46,7,0 days 07:00:00.000000000
2018-04-28 08:00:00,1.72,2.4,9.86,4.46,8,0 days 08:00:00.000000000
2018-04-28 09:00:00,1.93,2.75,11.54,4.46,9,0 days 09:00:00.000000000
2018-04-28 10:00:00,2.04,2.92,12.78,4.46,10,0 days 10:00:00.000000000
2018-04-28 11:00:00,2.07,2.9,9.63,4.46,11,0 days 11:00:00.000000000
2018-04-28 12:00:00,1.78,2.48,8.87,4.35,12,0 days 12:00:00.000000000
2018-04-28 13:00:00,2.05,2.92,12.45,4.23,13,0 days 13:00:00.000000000
2018-04-28 14:00:00,2.39,3.28,13.29,4.26,14,0 days 14:00:00.000000000
2018-04-28 15:00:00,3.27,4.34,11.2,4.24,15,0 days 15:00:00.000000000
2018-04-28 16:00:00,5.23,6.99,19.03,4.19,16,0 days 16:00:00.000000000
2018-04-28 17:00:00,9.39,12.73,35.18,4.17,17,0 days 17:00:00.000000000
2018-04-28 18:00:00,9.8,13.52,40.38,4.21,18,0 days 18:00:00.000000000
2018-04-28 19:00:00,7.68,10.66,31.48,4.19,19,0 days 19:00:00.000000000
2018-04-28 20:00:00,7.86,10.77,31.9,4.14,20,0 days 20:00:00.000000000
2018-04-28 21:00:00,7.73,10.59,27.03,4.16,21,0 days 21:00:00.000000000
2018-04-28 22:00:00,12.33,17.19,37.15,4.26,22,0 days 22:00:00.000000000
2018-04-28 23:00:00,15.59,20.59,36.72,4.26,23,0 days 23:00:00.000000000
2018-04-29 00:00:00,11.35,14.66,24.32,4.18,0,0 days 00:00:00.000000000
2018-04-29 01:00:00,11.47,15.04,24.67,4.22,1,0 days 01:00:00.000000000
2018-04-29 02:00:00,1.78,2.06,3.14,4.2,2,0 days 02:00:00.000000000
2018-04-29 03:00:00,2.42,2.9,4.48,4.18,3,0 days 03:00:00.000000000
2018-04-29 04:00:00,2.75,3.28,4.37,4.27,4,0 days 04:00:00.000000000
2018-04-29 05:00:00,4.24,5.09,6.74,4.44,5,0 days 05:00:00.000000000
2018-04-29 06:00:00,3.87,4.66,5.91,4.45,6,0 days 06:00:00.000000000
2018-04-29 07:00:00,2.47,3.08,5.46,4.46,7,0 days 07:00:00.000000000
2018-04-29 08:00:00,2.4,3.02,6.8,4.46,8,0 days 08:00:00.000000000
2018-04-29 09:00:00,1.98,2.5,5.85,4.46,9,0 days 09:00:00.000000000
2018-04-29 10:00:00,1.41,1.78,4.55,4.46,10,0 days 10:00:00.000000000
2018-04-29 11:00:00,1.86,2.48,8.19,4.46,11,0 days 11:00:00.000000000
2018-04-29 12:00:00,1.28,1.7,5.12,4.46,12,0 days 12:00:00.000000000
2018-04-29 13:00:00,1.31,1.78,6.12,4.42,13,0 days 13:00:00.000000000
2018-04-29 14:00:00,1.49,2.07,7.83,4.43,14,0 days 14:00:00.000000000
2018-04-29 15:00:00,2.64,3.56,12.05,4.43,15,0 days 15:00:00.000000000
2018-04-29 16:00:00,5.16,6.9,18.75,4.44,16,0 days 16:00:00.000000000
2018-04-29 17:00:00,7.22,9.69,27.54,4.45,17,0 days 17:00:00.000000000
2018-04-29 18:00:00,6.58,8.82,24.26,4.45,18,0 days 18:00:00.000000000
2018-04-29 19:00:00,7.18,9.66,24.34,4.45,19,0 days 19:00:00.000000000
2018-04-29 20:00:00,5.21,6.99,16.67,4.46,20,0 days 20:00:00.000000000
2018-04-29 21:00:00,7.81,10.06,18.88,4.47,21,0 days 21:00:00.000000000
2018-04-29 22:00:00,16.52,19.72,25.63,4.47,22,0 days 22:00:00.000000000
2018-04-29 23:00:00,15.14,18.67,21.86,4.42,23,0 days 23:00:00.000000000
2018-04-30 00:00:00,2.82,3.29,4.53,4.4,0,0 days 00:00:00.000000000
2018-04-30 01:00:00,3.52,4.11,5.27,4.39,1,0 days 01:00:00.000000000
2018-04-30 02:00:00,6.06,7.59,8.76,4.38,2,0 days 02:00:00.000000000
2018-04-30 03:00:00,2.8,3.32,4.71,4.38,3,0 days 03:00:00.000000000
2018-04-30 04:00:00,3.17,3.77,5.25,4.39,4,0 days 04:00:00.000000000
2018-04-30 05:00:00,5.28,6.63,11.8,4.39,5,0 days 05:00:00.000000000
2018-04-30 06:00:00,2.7,3.59,9.88,4.38,6,0 days 06:00:00.000000000
2018-04-30 07:00:00,1.82,2.57,10.53,4.38,7,0 days 07:00:00.000000000
2018-04-30 08:00:00,1.76,2.76,12.6,4.37,8,0 days 08:00:00.000000000
2018-04-30 09:00:00,1.63,2.68,12.14,4.37,9,0 days 09:00:00.000000000
2018-04-30 10:00:00,1.33,1.96,7.79,4.38,10,0 days 10:00:00.000000000
2018-04-30 11:00:00,1.29,2.14,10.44,4.39,11,0 days 11:00:00.000000000
2018-04-30 12:00:00,1.15,1.81,10.0,4.39,12,0 days 12:00:00.000000000
2018-04-30 13:00:00,1.4,2.21,10.64,4.38,13,0 days 13:00:00.000000000
2018-04-30 14:00:00,1.82,2.65,12.67,4.38,14,0 days 14:00:00.000000000
2018-04-30 15:00:00,2.51,3.57,14.93,4.4,15,0 days 15:00:00.000000000
2018-04-30 16:00:00,5.62,7.82,27.49,4.4,16,0 days 16:00:00.000000000
2018-04-30 17:00:00,6.59,9.0,26.0,4.4,17,0 days 17:00:00.000000000
2018-04-30 18:00:00,7.47,10.5,35.64,4.4,18,0 days 18:00:00.000000000
2018-04-30 19:00:00,7.52,10.74,38.31,4.4,19,0 days 19:00:00.000000000
2018-04-30 20:00:00,7.35,9.87,25.78,4.4,20,0 days 20:00:00.000000000
2018-04-30 21:00:00,4.05,5.46,13.91,4.41,21,0 days 21:00:00.000000000
2018-04-30 22:00:00,3.51,4.56,9.95,4.41,22,0 days 22:00:00.000000000
2018-04-30 23:00:00,2.96,3.92,11.9,4.41,23,0 days 23:00:00.000000000
2018-05-01 00:00:00,3.99,5.24,11.87,4.41,0,0 days 00:00:00.000000000
2018-05-01 01:00:00,2.89,3.62,7.47,4.41,1,0 days 01:00:00.000000000
2018-05-01 02:00:00,2.36,2.78,4.32,4.4,2,0 days 02:00:00.000000000
2018-05-01 03:00:00,2.42,2.81,3.67,4.42,3,0 days 03:00:00.000000000
2018-05-01 04:00:00,4.17,5.0,8.1,4.43,4,0 days 04:00:00.000000000
2018-05-01 05:00:00,4.33,5.24,7.73,4.43,5,0 days 05:00:00.000000000
2018-05-01 06:00:00,4.59,5.45,6.64,4.43,6,0 days 06:00:00.000000000
2018-05-01 07:00:00,2.98,3.5,4.92,4.42,7,0 days 07:00:00.000000000
2018-05-01 08:00:00,2.68,3.3,7.15,4.42,8,0 days 08:00:00.000000000
2018-05-01 09:00:00,2.05,2.61,6.34,4.4,9,0 days 09:00:00.000000000
2018-05-01 10:00:00,2.23,2.84,7.78,4.41,10,0 days 10:00:00.000000000
2018-05-01 11:00:00,1.91,2.48,7.23,4.41,11,0 days 11:00:00.000000000
2018-05-01 12:00:00,1.17,1.56,5.64,4.4,12,0 days 12:00:00.000000000
2018-05-01 13:00:00,1.27,1.75,6.52,4.4,13,0 days 13:00:00.000000000
2018-05-01 14:00:00,1.61,2.21,8.01,4.4,14,0 days 14:00:00.000000000
2018-05-01 15:00:00,2.54,3.53,13.06,4.41,15,0 days 15:00:00.000000000
2018-05-01 16:00:00,4.98,6.93,24.8,4.41,16,0 days 16:00:00.000000000
2018-05-01 17:00:00,6.35,8.54,25.75,4.41,17,0 days 17:00:00.000000000
2018-05-01 18:00:00,4.41,5.95,17.38,4.41,18,0 days 18:00:00.000000000
2018-05-01 19:00:00,4.95,6.86,22.39,4.4,19,0 days 19:00:00.000000000
2018-05-01 20:00:00,6.6,8.94,21.87,4.4,20,0 days 20:00:00.000000000
2018-05-01 21:00:00,5.35,7.35,18.23,4.4,21,0 days 21:00:00.000000000
2018-05-01 22:00:00,2.38,3.05,6.31,4.41,22,0 days 22:00:00.000000000
2018-05-01 23:00:00,2.53,2.97,4.05,4.44,23,0 days 23:00:00.000000000
2018-05-02 00:00:00,2.54,2.8,3.64,4.46,0,0 days 00:00:00.000000000
2018-05-02 01:00:00,2.63,2.85,3.79,4.47,1,0 days 01:00:00.000000000
2018-05-02 02:00:00,2.83,3.12,4.33,4.47,2,0 days 02:00:00.000000000
2018-05-02 03:00:00,3.18,3.71,6.52,4.47,3,0 days 03:00:00.000000000
2018-05-02 04:00:00,3.68,4.55,10.1,4.47,4,0 days 04:00:00.000000000
2018-05-02 05:00:00,3.38,4.24,9.94,4.47,5,0 days 05:00:00.000000000
2018-05-02 06:00:00,3.49,4.51,11.02,4.45,6,0 days 06:00:00.000000000
2018-05-02 07:00:00,4.18,5.77,21.31,4.45,7,0 days 07:00:00.000000000
2018-05-02 08:00:00,5.44,7.32,22.28,4.43,8,0 days 08:00:00.000000000
2018-05-02 09:00:00,3.21,4.33,12.04,4.5,9,0 days 09:00:00.000000000
2018-05-02 10:00:00,1.94,2.52,8.24,4.51,10,0 days 10:00:00.000000000
2018-05-02 11:00:00,1.77,2.48,11.19,4.51,11,0 days 11:00:00.000000000
2018-05-02 12:00:00,1.73,2.43,9.66,4.51,12,0 days 12:00:00.000000000
2018-05-02 13:00:00,1.56,2.18,8.45,4.51,13,0 days 13:00:00.000000000
2018-05-02 14:00:00,2.3,3.12,9.74,4.5,14,0 days 14:00:00.000000000
2018-05-02 15:00:00,3.58,4.87,14.93,4.5,15,0 days 15:00:00.000000000
2018-05-02 16:00:00,5.02,6.88,21.09,4.51,16,0 days 16:00:00.000000000
2018-05-02 17:00:00,7.68,10.38,31.12,4.51,17,0 days 17:00:00.000000000
2018-05-02 18:00:00,5.94,8.23,28.12,4.51,18,0 days 18:00:00.000000000
2018-05-02 19:00:00,4.07,5.9,23.37,4.5,19,0 days 19:00:00.000000000
2018-05-02 20:00:00,4.64,6.85,27.66,4.5,20,0 days 20:00:00.000000000
2018-05-02 21:00:00,4.67,6.69,25.33,4.5,21,0 days 21:00:00.000000000
2018-05-02 22:00:00,13.54,16.9,36.46,4.5,22,0 days 22:00:00.000000000
2018-05-02 23:00:00,6.44,8.22,16.85,4.5,23,0 days 23:00:00.000000000
2018-05-03 00:00:00,4.57,6.15,14.25,4.51,0,0 days 00:00:00.000000000
2018-05-03 01:00:00,9.51,11.88,22.79,4.5,1,0 days 01:00:00.000000000
2018-05-03 02:00:00,3.87,5.36,16.27,4.51,2,0 days 02:00:00.000000000
2018-05-03 03:00:00,7.96,10.85,33.85,4.51,3,0 days 03:00:00.000000000
2018-05-03 04:00:00,5.07,7.56,34.23,4.51,4,0 days 04:00:00.000000000
2018-05-03 05:00:00,3.85,5.25,20.44,4.51,5,0 days 05:00:00.000000000
2018-05-03 06:00:00,2.42,3.25,10.33,4.51,6,0 days 06:00:00.000000000
2018-05-03 07:00:00,1.82,2.49,8.53,4.5,7,0 days 07:00:00.000000000
2018-05-03 08:00:00,1.48,2.14,8.31,4.5,8,0 days 08:00:00.000000000
2018-05-03 09:00:00,1.71,2.44,9.94,4.5,9,0 days 09:00:00.000000000
2018-05-03 10:00:00,1.54,2.14,8.02,4.5,10,0 days 10:00:00.000000000
2018-05-03 11:00:00,1.64,2.28,7.11,4.51,11,0 days 11:00:00.000000000
2018-05-03 12:00:00,1.57,2.27,7.69,4.5,12,0 days 12:00:00.000000000
2018-05-03 13:00:00,1.96,2.76,8.88,4.5,13,0 days 13:00:00.000000000
2018-05-03 14:00:00,3.63,4.95,16.62,4.5,14,0 days 14:00:00.000000000
2018-05-03 15:00:00,5.18,6.84,19.39,4.51,15,0 days 15:00:00.000000000
2018-05-03 16:00:00,8.95,11.98,32.44,4.5,16,0 days 16:00:00.000000000
2018-05-03 17:00:00,10.31,13.81,36.07,4.5,17,0 days 17:00:00.000000000
2018-05-03 18:00:00,8.66,11.29,24.43,4.49,18,0 days 18:00:00.000000000
2018-05-03 19:00:00,5.29,6.82,14.03,4.5,19,0 days 19:00:00.000000000
2018-05-03 20:00:00,6.21,7.77,13.84,4.5,20,0 days 20:00:00.000000000
2018-05-03 21:00:00,2.81,3.58,8.33,4.5,21,0 days 21:00:00.000000000
2018-05-03 22:00:00,5.84,7.89,16.7,4.5,22,0 days 22:00:00.000000000
2018-05-03 23:00:00,5.74,7.29,10.89,4.5,23,0 days 23:00:00.000000000
2018-05-04 00:00:00,3.92,4.99,8.75,4.51,0,0 days 00:00:00.000000000
2018-05-04 01:00:00,4.78,6.2,11.94,4.51,1,0 days 01:00:00.000000000
2018-05-04 02:00:00,10.55,13.2,18.96,4.51,2,0 days 02:00:00.000000000
2018-05-04 03:00:00,12.27,16.29,37.79,4.5,3,0 days 03:00:00.000000000
2018-05-04 04:00:00,14.31,19.39,48.55,4.5,4,0 days 04:00:00.000000000
2018-05-04 05:00:00,6.85,9.03,18.64,4.5,5,0 days 05:00:00.000000000
2018-05-04 06:00:00,3.48,4.66,10.09,4.5,6,0 days 06:00:00.000000000
2018-05-04 07:00:00,2.27,3.13,8.09,4.5,7,0 days 07:00:00.000000000
2018-05-04 08:00:00,2.68,3.72,10.84,4.49,8,0 days 08:00:00.000000000
2018-05-04 09:00:00,2.1,3.03,9.23,4.49,9,0 days 09:00:00.000000000
2018-05-04 10:00:00,1.92,2.69,6.97,4.49,10,0 days 10:00:00.000000000
2018-05-04 11:00:00,1.9,2.76,8.71,4.5,11,0 days 11:00:00.000000000
2018-05-04 12:00:00,2.02,2.87,8.22,4.5,12,0 days 12:00:00.000000000
2018-05-04 13:00:00,2.5,3.56,10.23,4.5,13,0 days 13:00:00.000000000
2018-05-04 14:00:00,3.18,4.42,12.87,4.5,14,0 days 14:00:00.000000000
2018-05-04 15:00:00,5.1,7.08,23.73,4.49,15,0 days 15:00:00.000000000
2018-05-04 16:00:00,8.5,11.56,30.85,4.5,16,0 days 16:00:00.000000000
2018-05-04 17:00:00,9.94,13.52,39.75,4.5,17,0 days 17:00:00.000000000
2018-05-04 18:00:00,9.26,12.7,36.27,4.5,18,0 days 18:00:00.000000000
2018-05-04 19:00:00,6.6,9.22,28.6,4.5,19,0 days 19:00:00.000000000
2018-05-04 20:00:00,6.13,8.59,27.59,4.5,20,0 days 20:00:00.000000000
2018-05-04 21:00:00,6.51,8.91,24.42,4.51,21,0 days 21:00:00.000000000
2018-05-04 22:00:00,6.11,8.2,20.37,4.51,22,0 days 22:00:00.000000000
2018-05-04 23:00:00,7.18,9.8,27.02,4.51,23,0 days 23:00:00.000000000
2018-05-05 00:00:00,10.27,13.61,31.84,4.51,0,0 days 00:00:00.000000000
2018-05-05 01:00:00,16.92,21.52,41.34,4.51,1,0 days 01:00:00.000000000
2018-05-05 02:00:00,11.64,14.94,29.63,4.51,2,0 days 02:00:00.000000000
2018-05-05 03:00:00,9.01,12.18,31.17,4.51,3,0 days 03:00:00.000000000
