TimeStamp,PM1(Ug/m3),PM10(Ug/m3),PM2.5(Ug/m3),hour,Hour
2019-03-13 07:00:00,9.49,13.56,12.79,7,0 days 07:00:00.000000000
2019-03-13 08:00:00,7.92,11.34,10.84,8,0 days 08:00:00.000000000
2019-03-13 09:00:00,9.54,13.47,12.81,9,0 days 09:00:00.000000000
2019-03-13 10:00:00,9.4,14.1,13.24,10,0 days 10:00:00.000000000
2019-03-13 11:00:00,6.61,9.37,8.88,11,0 days 11:00:00.000000000
2019-03-13 12:00:00,6.34,9.45,8.99,12,0 days 12:00:00.000000000
2019-03-13 13:00:00,7.75,11.7,11.03,13,0 days 13:00:00.000000000
2019-03-13 14:00:00,6.96,10.73,10.06,14,0 days 14:00:00.000000000
2019-03-13 15:00:00,6.28,9.68,9.09,15,0 days 15:00:00.000000000
2019-03-13 16:00:00,5.85,8.95,8.37,16,0 days 16:00:00.000000000
2019-03-13 17:00:00,5.92,8.98,8.42,17,0 days 17:00:00.000000000
2019-03-13 18:00:00,8.48,12.48,11.84,18,0 days 18:00:00.000000000
2019-03-13 19:00:00,13.63,20.53,19.51,19,0 days 19:00:00.000000000
2019-03-13 20:00:00,12.76,19.43,18.46,20,0 days 20:00:00.000000000
2019-03-13 21:00:00,9.16,13.53,12.76,21,0 days 21:00:00.000000000
2019-03-13 22:00:00,15.63,23.68,21.72,22,0 days 22:00:00.000000000
2019-03-13 23:00:00,10.12,14.81,13.94,23,0 days 23:00:00.000000000
2019-03-14 00:00:00,9.46,13.8,13.12,0,0 days 00:00:00.000000000
2019-03-14 01:00:00,8.16,11.78,11.29,1,0 days 01:00:00.000000000
2019-03-14 02:00:00,15.14,23.34,21.64,2,0 days 02:00:00.000000000
2019-03-14 03:00:00,13.26,19.12,18.25,3,0 days 03:00:00.000000000
2019-03-14 04:00:00,14.87,22.16,20.41,4,0 days 04:00:00.000000000
2019-03-14 05:00:00,23.88,33.73,30.99,5,0 days 05:00:00.000000000
2019-03-14 06:00:00,17.48,24.72,23.41,6,0 days 06:00:00.000000000
2019-03-14 07:00:00,18.76,26.72,25.28,7,0 days 07:00:00.000000000
2019-03-14 08:00:00,25.82,36.76,32.8,8,0 days 08:00:00.000000000
2019-03-14 09:00:00,19.15,27.51,26.19,9,0 days 09:00:00.000000000
2019-03-14 10:00:00,9.95,14.08,13.46,10,0 days 10:00:00.000000000
2019-03-14 11:00:00,13.79,19.95,18.64,11,0 days 11:00:00.000000000
2019-03-14 12:00:00,16.63,25.16,22.98,12,0 days 12:00:00.000000000
2019-03-14 13:00:00,12.07,17.4,16.66,13,0 days 13:00:00.000000000
2019-03-14 14:00:00,8.19,11.93,11.21,14,0 days 14:00:00.000000000
2019-03-14 15:00:00,5.22,7.66,7.1,15,0 days 15:00:00.000000000
2019-03-14 16:00:00,8.76,14.6,13.29,16,0 days 16:00:00.000000000
2019-03-14 17:00:00,6.88,10.5,9.8,17,0 days 17:00:00.000000000
2019-03-14 18:00:00,10.85,16.66,15.57,18,0 days 18:00:00.000000000
2019-03-14 19:00:00,24.37,40.47,33.48,19,0 days 19:00:00.000000000
2019-03-14 20:00:00,21.7,35.91,31.23,20,0 days 20:00:00.000000000
2019-03-14 21:00:00,24.74,38.59,33.09,21,0 days 21:00:00.000000000
2019-03-14 22:00:00,22.03,32.23,28.2,22,0 days 22:00:00.000000000
2019-03-14 23:00:00,14.17,21.54,20.26,23,0 days 23:00:00.000000000
2019-03-15 00:00:00,12.38,18.77,17.67,0,0 days 00:00:00.000000000
2019-03-15 01:00:00,10.31,15.19,14.31,1,0 days 01:00:00.000000000
2019-03-15 02:00:00,11.91,17.56,16.63,2,0 days 02:00:00.000000000
2019-03-15 03:00:00,14.06,21.07,19.79,3,0 days 03:00:00.000000000
2019-03-15 04:00:00,9.27,14.28,13.38,4,0 days 04:00:00.000000000
2019-03-15 05:00:00,10.14,15.32,14.45,5,0 days 05:00:00.000000000
2019-03-15 06:00:00,5.81,8.21,7.81,6,0 days 06:00:00.000000000
2019-03-15 07:00:00,6.97,9.93,9.33,7,0 days 07:00:00.000000000
2019-03-15 08:00:00,5.59,8.48,7.87,8,0 days 08:00:00.000000000
2019-03-15 09:00:00,4.38,6.95,6.27,9,0 days 09:00:00.000000000
2019-03-15 10:00:00,5.99,9.41,8.45,10,0 days 10:00:00.000000000
2019-03-15 11:00:00,8.6,13.11,12.2,11,0 days 11:00:00.000000000
2019-03-15 12:00:00,7.81,12.07,11.2,12,0 days 12:00:00.000000000
2019-03-15 13:00:00,8.23,13.11,12.13,13,0 days 13:00:00.000000000
2019-03-15 14:00:00,6.52,9.67,8.99,14,0 days 14:00:00.000000000
2019-03-15 15:00:00,8.46,12.77,11.85,15,0 days 15:00:00.000000000
2019-03-15 16:00:00,10.97,17.2,16.02,16,0 days 16:00:00.000000000
2019-03-15 17:00:00,18.06,32.71,26.05,17,0 days 17:00:00.000000000
2019-03-15 18:00:00,11.85,17.62,16.58,18,0 days 18:00:00.000000000
2019-03-15 19:00:00,19.37,30.06,28.18,19,0 days 19:00:00.000000000
2019-03-15 20:00:00,19.67,30.31,28.24,20,0 days 20:00:00.000000000
2019-03-15 21:00:00,17.87,26.69,25.18,21,0 days 21:00:00.000000000
2019-03-15 22:00:00,15.04,21.8,20.7,22,0 days 22:00:00.000000000
2019-03-15 23:00:00,13.92,20.51,19.43,23,0 days 23:00:00.000000000
2019-03-16 00:00:00,12.22,17.53,16.72,0,0 days 00:00:00.000000000
2019-03-16 01:00:00,14.47,20.92,19.8,1,0 days 01:00:00.000000000
2019-03-16 02:00:00,21.1,31.97,28.4,2,0 days 02:00:00.000000000
2019-03-16 03:00:00,43.23,72.65,48.25,3,0 days 03:00:00.000000000
2019-03-16 04:00:00,38.58,66.37,45.91,4,0 days 04:00:00.000000000
2019-03-16 05:00:00,22.38,34.94,31.01,5,0 days 05:00:00.000000000
2019-03-16 06:00:00,40.29,62.95,45.01,6,0 days 06:00:00.000000000
2019-03-16 07:00:00,29.06,44.61,35.86,7,0 days 07:00:00.000000000
2019-03-16 08:00:00,38.57,57.36,41.89,8,0 days 08:00:00.000000000
2019-03-16 09:00:00,18.95,32.26,26.97,9,0 days 09:00:00.000000000
2019-03-16 10:00:00,9.51,13.69,12.89,10,0 days 10:00:00.000000000
2019-03-16 11:00:00,8.45,12.32,11.49,11,0 days 11:00:00.000000000
2019-03-16 12:00:00,8.11,11.5,10.95,12,0 days 12:00:00.000000000
2019-03-16 13:00:00,9.14,12.64,11.71,13,0 days 13:00:00.000000000
2019-03-16 14:00:00,15.81,19.99,18.88,14,0 days 14:00:00.000000000
2019-03-16 15:00:00,15.3,20.92,19.6,15,0 days 15:00:00.000000000
2019-03-16 16:00:00,8.24,11.78,11.07,16,0 days 16:00:00.000000000
2019-03-16 17:00:00,12.31,17.46,16.57,17,0 days 17:00:00.000000000
2019-03-16 18:00:00,16.53,24.21,22.82,18,0 days 18:00:00.000000000
2019-03-16 19:00:00,22.45,34.4,30.16,19,0 days 19:00:00.000000000
2019-03-16 20:00:00,25.6,38.61,33.68,20,0 days 20:00:00.000000000
2019-03-16 21:00:00,19.1,27.69,26.12,21,0 days 21:00:00.000000000
2019-03-16 22:00:00,20.49,30.17,28.4,22,0 days 22:00:00.000000000
2019-03-16 23:00:00,32.84,48.73,38.89,23,0 days 23:00:00.000000000
2019-03-17 00:00:00,24.44,36.14,32.38,0,0 days 00:00:00.000000000
2019-03-17 01:00:00,32.39,48.54,39.27,1,0 days 01:00:00.000000000
2019-03-17 02:00:00,37.73,56.97,43.21,2,0 days 02:00:00.000000000
2019-03-17 03:00:00,43.18,63.83,45.91,3,0 days 03:00:00.000000000
2019-03-17 04:00:00,45.04,65.87,46.85,4,0 days 04:00:00.000000000
2019-03-17 05:00:00,41.58,60.49,44.66,5,0 days 05:00:00.000000000
2019-03-17 06:00:00,38.04,54.82,42.46,6,0 days 06:00:00.000000000
2019-03-17 07:00:00,37.58,53.95,42.01,7,0 days 07:00:00.000000000
2019-03-17 08:00:00,45.66,66.37,46.95,8,0 days 08:00:00.000000000
2019-03-17 09:00:00,48.91,70.35,48.4,9,0 days 09:00:00.000000000
2019-03-17 10:00:00,37.17,53.05,41.2,10,0 days 10:00:00.000000000
2019-03-17 11:00:00,33.51,47.93,38.51,11,0 days 11:00:00.000000000
2019-03-17 12:00:00,38.31,52.54,41.52,12,0 days 12:00:00.000000000
2019-03-17 13:00:00,37.79,51.03,40.88,13,0 days 13:00:00.000000000
2019-03-17 14:00:00,34.99,47.08,38.8,14,0 days 14:00:00.000000000
2019-03-17 15:00:00,28.54,38.55,34.09,15,0 days 15:00:00.000000000
2019-03-17 16:00:00,35.5,47.96,38.75,16,0 days 16:00:00.000000000
2019-03-17 17:00:00,23.54,31.51,29.21,17,0 days 17:00:00.000000000
2019-03-17 18:00:00,32.27,43.01,36.57,18,0 days 18:00:00.000000000
2019-03-17 19:00:00,41.97,70.35,48.41,19,0 days 19:00:00.000000000
2019-03-17 20:00:00,44.9,67.6,47.23,20,0 days 20:00:00.000000000
2019-03-17 21:00:00,37.71,55.48,41.89,21,0 days 21:00:00.000000000
2019-03-17 22:00:00,24.92,37.81,33.07,22,0 days 22:00:00.000000000
2019-03-17 23:00:00,22.49,33.12,30.01,23,0 days 23:00:00.000000000
2019-03-18 00:00:00,31.92,46.21,37.97,0,0 days 00:00:00.000000000
2019-03-18 01:00:00,31.83,45.61,37.82,1,0 days 01:00:00.000000000
2019-03-18 02:00:00,29.44,41.37,35.67,2,0 days 02:00:00.000000000
2019-03-18 03:00:00,27.96,39.44,34.52,3,0 days 03:00:00.000000000
2019-03-18 04:00:00,30.41,42.93,36.54,4,0 days 04:00:00.000000000
2019-03-18 05:00:00,24.77,34.67,31.8,5,0 days 05:00:00.000000000
2019-03-18 06:00:00,23.69,33.31,30.72,6,0 days 06:00:00.000000000
2019-03-18 07:00:00,24.39,34.02,31.25,7,0 days 07:00:00.000000000
2019-03-18 08:00:00,39.41,61.2,44.58,8,0 days 08:00:00.000000000
2019-03-18 09:00:00,33.33,48.61,39.26,9,0 days 09:00:00.000000000
2019-03-18 10:00:00,24.91,34.41,31.42,10,0 days 10:00:00.000000000
2019-03-18 11:00:00,22.71,31.45,28.59,11,0 days 11:00:00.000000000
2019-03-18 12:00:00,12.07,16.49,15.76,12,0 days 12:00:00.000000000
2019-03-18 13:00:00,8.81,12.05,11.49,13,0 days 13:00:00.000000000
2019-03-18 14:00:00,8.27,11.67,11.08,14,0 days 14:00:00.000000000
2019-03-18 15:00:00,7.67,10.57,10.08,15,0 days 15:00:00.000000000
2019-03-18 16:00:00,9.79,14.18,13.4,16,0 days 16:00:00.000000000
2019-03-18 17:00:00,10.48,15.27,14.33,17,0 days 17:00:00.000000000
2019-03-18 18:00:00,9.64,13.6,12.96,18,0 days 18:00:00.000000000
2019-03-18 19:00:00,12.84,19.49,18.34,19,0 days 19:00:00.000000000
2019-03-18 20:00:00,17.72,27.03,25.52,20,0 days 20:00:00.000000000
2019-03-18 21:00:00,16.21,23.77,22.55,21,0 days 21:00:00.000000000
2019-03-18 22:00:00,14.94,22.2,21.05,22,0 days 22:00:00.000000000
2019-03-18 23:00:00,17.78,26.37,24.78,23,0 days 23:00:00.000000000
2019-03-19 00:00:00,11.55,17.13,16.32,0,0 days 00:00:00.000000000
2019-03-19 01:00:00,34.18,52.03,39.76,1,0 days 01:00:00.000000000
2019-03-19 02:00:00,27.44,40.09,34.66,2,0 days 02:00:00.000000000
2019-03-19 03:00:00,44.92,66.8,46.72,3,0 days 03:00:00.000000000
2019-03-19 04:00:00,49.97,74.92,49.88,4,0 days 04:00:00.000000000
2019-03-19 05:00:00,45.03,68.78,47.67,5,0 days 05:00:00.000000000
2019-03-19 06:00:00,47.95,73.02,49.2,6,0 days 06:00:00.000000000
2019-03-19 07:00:00,57.67,86.1,55.04,7,0 days 07:00:00.000000000
2019-03-19 08:00:00,49.16,72.49,49.67,8,0 days 08:00:00.000000000
2019-03-19 09:00:00,18.04,26.28,24.5,9,0 days 09:00:00.000000000
2019-03-19 10:00:00,9.91,14.65,13.8,10,0 days 10:00:00.000000000
2019-03-19 11:00:00,11.25,16.34,15.49,11,0 days 11:00:00.000000000
2019-03-19 12:00:00,11.15,15.67,15.03,12,0 days 12:00:00.000000000
2019-03-19 13:00:00,11.71,16.61,15.79,13,0 days 13:00:00.000000000
2019-03-19 14:00:00,13.84,19.59,18.7,14,0 days 14:00:00.000000000
2019-03-19 15:00:00,8.41,12.2,11.5,15,0 days 15:00:00.000000000
2019-03-19 16:00:00,8.2,11.74,11.14,16,0 days 16:00:00.000000000
2019-03-19 17:00:00,9.08,13.42,12.49,17,0 days 17:00:00.000000000
2019-03-19 18:00:00,10.57,15.16,14.46,18,0 days 18:00:00.000000000
2019-03-19 19:00:00,17.36,25.08,23.7,19,0 days 19:00:00.000000000
2019-03-19 20:00:00,30.1,46.49,37.55,20,0 days 20:00:00.000000000
2019-03-19 21:00:00,24.62,35.74,32.22,21,0 days 21:00:00.000000000
2019-03-19 22:00:00,21.81,31.64,29.63,22,0 days 22:00:00.000000000
2019-03-19 23:00:00,19.53,28.24,26.92,23,0 days 23:00:00.000000000
2019-03-20 00:00:00,18.6,26.54,25.37,0,0 days 00:00:00.000000000
2019-03-20 01:00:00,28.79,41.29,34.52,1,0 days 01:00:00.000000000
2019-03-20 02:00:00,36.6,53.12,41.48,2,0 days 02:00:00.000000000
2019-03-20 03:00:00,33.83,48.7,39.25,3,0 days 03:00:00.000000000
2019-03-20 04:00:00,38.59,55.73,42.18,4,0 days 04:00:00.000000000
2019-03-20 05:00:00,38.55,55.67,42.72,5,0 days 05:00:00.000000000
2019-03-20 06:00:00,23.49,33.24,29.95,6,0 days 06:00:00.000000000
2019-03-20 07:00:00,26.05,37.4,33.19,7,0 days 07:00:00.000000000
2019-03-20 08:00:00,24.93,35.85,32.19,8,0 days 08:00:00.000000000
2019-03-20 09:00:00,18.28,26.31,24.76,9,0 days 09:00:00.000000000
2019-03-20 10:00:00,13.02,18.39,17.47,10,0 days 10:00:00.000000000
2019-03-20 11:00:00,10.0,13.75,13.08,11,0 days 11:00:00.000000000
2019-03-20 12:00:00,9.61,13.26,12.64,12,0 days 12:00:00.000000000
2019-03-20 13:00:00,10.24,14.13,13.52,13,0 days 13:00:00.000000000
2019-03-20 14:00:00,9.67,13.59,12.89,14,0 days 14:00:00.000000000
2019-03-20 15:00:00,10.84,15.17,14.48,15,0 days 15:00:00.000000000
2019-03-20 16:00:00,12.57,17.88,17.07,16,0 days 16:00:00.000000000
2019-03-20 17:00:00,15.2,20.6,19.7,17,0 days 17:00:00.000000000
2019-03-20 18:00:00,21.03,28.36,26.32,18,0 days 18:00:00.000000000
2019-03-20 19:00:00,21.4,31.31,29.19,19,0 days 19:00:00.000000000
2019-03-20 20:00:00,29.65,47.11,38.14,20,0 days 20:00:00.000000000
2019-03-20 21:00:00,22.09,33.09,30.35,21,0 days 21:00:00.000000000
2019-03-20 22:00:00,18.72,27.03,25.72,22,0 days 22:00:00.000000000
2019-03-20 23:00:00,20.11,27.66,26.64,23,0 days 23:00:00.000000000
2019-03-21 00:00:00,17.55,25.43,24.4,0,0 days 00:00:00.000000000
2019-03-21 01:00:00,23.21,34.53,30.69,1,0 days 01:00:00.000000000
2019-03-21 02:00:00,35.82,53.43,41.19,2,0 days 02:00:00.000000000
2019-03-21 03:00:00,38.24,56.98,43.21,3,0 days 03:00:00.000000000
2019-03-21 04:00:00,45.91,67.17,47.36,4,0 days 04:00:00.000000000
2019-03-21 05:00:00,46.17,67.14,47.43,5,0 days 05:00:00.000000000
2019-03-21 06:00:00,50.78,74.26,49.89,6,0 days 06:00:00.000000000
2019-03-21 07:00:00,59.79,88.34,57.79,7,0 days 07:00:00.000000000
2019-03-21 08:00:00,52.31,78.76,52.23,8,0 days 08:00:00.000000000
2019-03-21 09:00:00,28.5,41.28,35.16,9,0 days 09:00:00.000000000
2019-03-21 10:00:00,28.82,41.51,35.31,10,0 days 10:00:00.000000000
2019-03-21 11:00:00,29.32,41.7,35.73,11,0 days 11:00:00.000000000
2019-03-21 12:00:00,36.28,50.76,40.23,12,0 days 12:00:00.000000000
2019-03-21 13:00:00,28.91,39.9,34.65,13,0 days 13:00:00.000000000
2019-03-21 14:00:00,21.44,30.38,28.09,14,0 days 14:00:00.000000000
2019-03-21 15:00:00,16.26,23.66,22.5,15,0 days 15:00:00.000000000
2019-03-21 16:00:00,11.06,15.61,14.97,16,0 days 16:00:00.000000000
2019-03-21 17:00:00,9.68,13.89,13.22,17,0 days 17:00:00.000000000
2019-03-21 18:00:00,13.52,20.08,18.94,18,0 days 18:00:00.000000000
2019-03-21 19:00:00,23.04,35.4,31.61,19,0 days 19:00:00.000000000
2019-03-21 20:00:00,25.24,38.07,33.43,20,0 days 20:00:00.000000000
2019-03-21 21:00:00,15.75,22.9,21.91,21,0 days 21:00:00.000000000
2019-03-21 22:00:00,8.37,12.28,11.64,22,0 days 22:00:00.000000000
2019-03-21 23:00:00,8.21,12.07,11.46,23,0 days 23:00:00.000000000
2019-03-22 00:00:00,8.73,12.74,12.11,0,0 days 00:00:00.000000000
2019-03-22 01:00:00,6.41,9.31,8.84,1,0 days 01:00:00.000000000
2019-03-22 02:00:00,9.4,13.46,12.9,2,0 days 02:00:00.000000000
2019-03-22 03:00:00,11.77,17.08,16.34,3,0 days 03:00:00.000000000
2019-03-22 04:00:00,12.98,19.08,18.32,4,0 days 04:00:00.000000000
2019-03-22 05:00:00,10.71,15.36,14.86,5,0 days 05:00:00.000000000
2019-03-22 06:00:00,8.67,12.35,11.82,6,0 days 06:00:00.000000000
2019-03-22 07:00:00,13.56,19.08,17.97,7,0 days 07:00:00.000000000
2019-03-22 08:00:00,16.24,23.65,22.17,8,0 days 08:00:00.000000000
2019-03-22 09:00:00,18.02,27.34,24.51,9,0 days 09:00:00.000000000
2019-03-22 10:00:00,21.4,31.55,28.21,10,0 days 10:00:00.000000000
2019-03-22 11:00:00,13.43,18.98,18.02,11,0 days 11:00:00.000000000
2019-03-22 12:00:00,9.14,12.79,12.26,12,0 days 12:00:00.000000000
2019-03-22 13:00:00,7.95,11.3,10.78,13,0 days 13:00:00.000000000
2019-03-22 14:00:00,7.61,10.75,10.24,14,0 days 14:00:00.000000000
2019-03-22 15:00:00,8.11,11.37,10.86,15,0 days 15:00:00.000000000
2019-03-22 16:00:00,7.4,10.56,10.08,16,0 days 16:00:00.000000000
2019-03-22 17:00:00,8.11,11.32,10.83,17,0 days 17:00:00.000000000
2019-03-22 18:00:00,11.06,16.42,15.52,18,0 days 18:00:00.000000000
2019-03-22 19:00:00,16.77,24.69,23.53,19,0 days 19:00:00.000000000
2019-03-22 20:00:00,20.21,30.42,28.03,20,0 days 20:00:00.000000000
2019-03-22 21:00:00,22.14,33.01,30.19,21,0 days 21:00:00.000000000
2019-03-22 22:00:00,16.36,23.82,22.73,22,0 days 22:00:00.000000000
2019-03-22 23:00:00,10.91,16.09,15.34,23,0 days 23:00:00.000000000
2019-03-23 00:00:00,9.41,14.01,13.29,0,0 days 00:00:00.000000000
2019-03-23 01:00:00,6.95,10.03,9.54,1,0 days 01:00:00.000000000
2019-03-23 02:00:00,10.62,15.69,14.9,2,0 days 02:00:00.000000000
2019-03-23 03:00:00,32.18,47.97,36.15,3,0 days 03:00:00.000000000
2019-03-23 04:00:00,47.44,70.92,48.42,4,0 days 04:00:00.000000000
2019-03-23 05:00:00,43.76,64.36,46.0,5,0 days 05:00:00.000000000
2019-03-23 06:00:00,48.85,71.82,48.83,6,0 days 06:00:00.000000000
2019-03-23 07:00:00,37.26,54.58,41.68,7,0 days 07:00:00.000000000
2019-03-23 08:00:00,22.53,32.39,29.84,8,0 days 08:00:00.000000000
2019-03-23 09:00:00,17.03,24.61,23.45,9,0 days 09:00:00.000000000
2019-03-23 10:00:00,16.16,23.34,22.08,10,0 days 10:00:00.000000000
2019-03-23 11:00:00,11.39,16.26,15.43,11,0 days 11:00:00.000000000
2019-03-23 12:00:00,9.08,12.6,11.91,12,0 days 12:00:00.000000000
2019-03-23 13:00:00,7.46,10.63,10.04,13,0 days 13:00:00.000000000
2019-03-23 14:00:00,8.53,12.27,11.48,14,0 days 14:00:00.000000000
2019-03-23 15:00:00,13.78,17.49,16.78,15,0 days 15:00:00.000000000
2019-03-23 16:00:00,25.33,30.35,28.21,16,0 days 16:00:00.000000000
2019-03-23 17:00:00,10.47,14.74,13.91,17,0 days 17:00:00.000000000
2019-03-23 18:00:00,11.28,16.38,15.56,18,0 days 18:00:00.000000000
2019-03-23 19:00:00,28.77,43.92,33.99,19,0 days 19:00:00.000000000
2019-03-23 20:00:00,63.74,102.64,64.58,20,0 days 20:00:00.000000000
2019-03-23 21:00:00,71.26,117.55,72.55,21,0 days 21:00:00.000000000
2019-03-23 22:00:00,37.3,59.88,43.31,22,0 days 22:00:00.000000000
2019-03-23 23:00:00,27.14,41.06,35.14,23,0 days 23:00:00.000000000
2019-03-24 00:00:00,25.83,38.5,33.68,0,0 days 00:00:00.000000000
2019-03-24 01:00:00,25.28,37.12,32.51,1,0 days 01:00:00.000000000
2019-03-24 02:00:00,17.31,24.82,23.82,2,0 days 02:00:00.000000000
2019-03-24 03:00:00,24.43,35.69,30.75,3,0 days 03:00:00.000000000
2019-03-24 04:00:00,21.57,31.63,29.35,4,0 days 04:00:00.000000000
2019-03-24 05:00:00,23.04,33.07,29.74,5,0 days 05:00:00.000000000
2019-03-24 06:00:00,39.23,57.65,43.25,6,0 days 06:00:00.000000000
2019-03-24 07:00:00,55.93,81.24,56.67,7,0 days 07:00:00.000000000
2019-03-24 08:00:00,60.93,88.61,57.29,8,0 days 08:00:00.000000000
2019-03-24 09:00:00,40.32,58.79,43.7,9,0 days 09:00:00.000000000
2019-03-24 10:00:00,33.79,49.84,39.44,10,0 days 10:00:00.000000000
2019-03-24 11:00:00,16.46,24.05,22.85,11,0 days 11:00:00.000000000
2019-03-24 12:00:00,10.18,14.8,14.15,12,0 days 12:00:00.000000000
2019-03-24 13:00:00,12.63,17.3,16.66,13,0 days 13:00:00.000000000
2019-03-24 14:00:00,13.56,18.11,17.41,14,0 days 14:00:00.000000000
2019-03-24 15:00:00,12.14,16.89,16.33,15,0 days 15:00:00.000000000
2019-03-24 16:00:00,11.88,16.61,15.89,16,0 days 16:00:00.000000000
2019-03-24 17:00:00,14.66,21.64,20.33,17,0 days 17:00:00.000000000
2019-03-24 18:00:00,13.06,18.86,18.01,18,0 days 18:00:00.000000000
2019-03-24 19:00:00,20.22,31.32,29.07,19,0 days 19:00:00.000000000
2019-03-25 10:00:00,18.64,25.96,24.87,10,0 days 10:00:00.000000000
2019-03-25 11:00:00,21.59,32.57,28.06,11,0 days 11:00:00.000000000
2019-03-25 12:00:00,26.67,39.11,33.82,12,0 days 12:00:00.000000000
2019-03-25 13:00:00,24.67,35.57,30.85,13,0 days 13:00:00.000000000
2019-03-25 14:00:00,17.09,24.05,23.29,14,0 days 14:00:00.000000000
2019-03-25 15:00:00,13.51,19.2,18.39,15,0 days 15:00:00.000000000
2019-03-25 16:00:00,10.66,15.27,14.66,16,0 days 16:00:00.000000000
2019-03-25 17:00:00,13.12,18.91,17.97,17,0 days 17:00:00.000000000
2019-03-25 18:00:00,11.51,16.71,16.01,18,0 days 18:00:00.000000000
2019-03-25 19:00:00,15.84,23.89,22.54,19,0 days 19:00:00.000000000
2019-03-25 20:00:00,24.03,36.65,32.72,20,0 days 20:00:00.000000000
2019-03-25 21:00:00,17.81,26.22,25.12,21,0 days 21:00:00.000000000
2019-03-25 22:00:00,14.29,20.62,19.77,22,0 days 22:00:00.000000000
2019-03-25 23:00:00,11.05,15.57,15.09,23,0 days 23:00:00.000000000
2019-03-26 00:00:00,10.58,14.91,14.4,0,0 days 00:00:00.000000000
2019-03-26 01:00:00,20.48,29.94,28.05,1,0 days 01:00:00.000000000
2019-03-26 02:00:00,22.19,32.24,30.04,2,0 days 02:00:00.000000000
2019-03-26 03:00:00,24.47,35.03,32.05,3,0 days 03:00:00.000000000
2019-03-26 04:00:00,28.63,40.81,35.42,4,0 days 04:00:00.000000000
2019-03-26 05:00:00,30.25,43.05,36.65,5,0 days 05:00:00.000000000
2019-03-26 06:00:00,30.19,42.92,36.63,6,0 days 06:00:00.000000000
2019-03-26 07:00:00,33.95,48.96,39.76,7,0 days 07:00:00.000000000
2019-03-26 08:00:00,44.72,66.1,46.78,8,0 days 08:00:00.000000000
2019-03-26 09:00:00,47.3,69.85,48.62,9,0 days 09:00:00.000000000
2019-03-26 10:00:00,36.73,52.52,41.36,10,0 days 10:00:00.000000000
2019-03-26 11:00:00,34.55,50.16,40.27,11,0 days 11:00:00.000000000
2019-03-26 12:00:00,22.37,31.79,29.51,12,0 days 12:00:00.000000000
2019-03-26 13:00:00,17.86,24.21,23.4,13,0 days 13:00:00.000000000
2019-03-26 14:00:00,13.45,18.31,17.75,14,0 days 14:00:00.000000000
2019-03-26 15:00:00,11.2,15.51,14.98,15,0 days 15:00:00.000000000
2019-03-26 16:00:00,13.66,18.87,18.07,16,0 days 16:00:00.000000000
2019-03-26 17:00:00,16.3,23.15,22.09,17,0 days 17:00:00.000000000
2019-03-26 18:00:00,20.6,31.15,28.95,18,0 days 18:00:00.000000000
2019-03-26 19:00:00,23.02,35.58,31.41,19,0 days 19:00:00.000000000
2019-03-26 20:00:00,31.62,48.21,38.55,20,0 days 20:00:00.000000000
2019-03-26 21:00:00,28.17,41.31,35.52,21,0 days 21:00:00.000000000
2019-03-26 22:00:00,25.37,36.12,32.61,22,0 days 22:00:00.000000000
2019-03-26 23:00:00,25.87,37.45,32.38,23,0 days 23:00:00.000000000
2019-03-27 00:00:00,37.69,55.48,42.12,0,0 days 00:00:00.000000000
2019-03-27 01:00:00,47.28,69.98,48.23,1,0 days 01:00:00.000000000
2019-03-27 02:00:00,40.91,59.84,44.36,2,0 days 02:00:00.000000000
2019-03-27 03:00:00,58.02,85.93,54.55,3,0 days 03:00:00.000000000
2019-03-27 04:00:00,58.82,86.64,55.04,4,0 days 04:00:00.000000000
2019-03-27 05:00:00,72.31,106.85,67.86,5,0 days 05:00:00.000000000
2019-03-27 06:00:00,67.6,101.49,64.6,6,0 days 06:00:00.000000000
2019-03-27 07:00:00,92.21,137.1,87.04,7,0 days 07:00:00.000000000
2019-03-27 08:00:00,81.59,120.8,76.5,8,0 days 08:00:00.000000000
2019-03-27 09:00:00,44.36,65.21,46.21,9,0 days 09:00:00.000000000
2019-03-27 10:00:00,30.24,42.95,36.12,10,0 days 10:00:00.000000000
2019-03-27 11:00:00,31.07,43.46,36.78,11,0 days 11:00:00.000000000
2019-03-27 12:00:00,30.51,43.05,36.48,12,0 days 12:00:00.000000000
2019-03-27 13:00:00,29.84,42.71,36.3,13,0 days 13:00:00.000000000
2019-03-27 14:00:00,30.44,44.54,37.1,14,0 days 14:00:00.000000000
2019-03-27 15:00:00,32.4,47.3,38.68,15,0 days 15:00:00.000000000
2019-03-27 16:00:00,26.06,38.37,33.42,16,0 days 16:00:00.000000000
2019-03-27 17:00:00,18.96,27.02,25.77,17,0 days 17:00:00.000000000
2019-03-27 18:00:00,18.89,27.65,25.88,18,0 days 18:00:00.000000000
2019-03-27 19:00:00,20.22,30.22,28.43,19,0 days 19:00:00.000000000
2019-03-27 20:00:00,39.49,56.96,43.25,20,0 days 20:00:00.000000000
2019-03-27 21:00:00,36.54,51.86,41.1,21,0 days 21:00:00.000000000
2019-03-27 22:00:00,33.08,46.75,38.64,22,0 days 22:00:00.000000000
2019-03-27 23:00:00,38.08,54.19,42.2,23,0 days 23:00:00.000000000
2019-03-28 00:00:00,35.71,49.9,40.35,0,0 days 00:00:00.000000000
