TimeStamp,PM1(Ug/m3),PM10(Ug/m3),PM2.5(Ug/m3),hour,Hour
2019-03-28 01:00:00,32.47,45.52,38.17,1,0 days 01:00:00.000000000
2019-03-28 02:00:00,34.77,49.33,39.9,2,0 days 02:00:00.000000000
2019-03-28 03:00:00,28.1,39.4,34.68,3,0 days 03:00:00.000000000
2019-03-28 04:00:00,31.96,46.21,38.53,4,0 days 04:00:00.000000000
2019-03-28 05:00:00,34.11,49.86,40.39,5,0 days 05:00:00.000000000
2019-03-28 06:00:00,25.79,40.18,32.36,6,0 days 06:00:00.000000000
2019-03-28 07:00:00,29.22,44.72,36.3,7,0 days 07:00:00.000000000
2019-03-28 08:00:00,53.66,77.7,51.64,8,0 days 08:00:00.000000000
2019-03-28 09:00:00,40.51,56.49,42.19,9,0 days 09:00:00.000000000
2019-03-28 10:00:00,18.53,25.1,23.97,10,0 days 10:00:00.000000000
2019-03-28 11:00:00,15.85,21.05,20.5,11,0 days 11:00:00.000000000
2019-03-28 12:00:00,6.23,8.37,8.1,12,0 days 12:00:00.000000000
2019-03-28 13:00:00,5.97,8.14,7.84,13,0 days 13:00:00.000000000
2019-03-28 14:00:00,6.26,8.41,8.16,14,0 days 14:00:00.000000000
2019-03-28 15:00:00,7.72,10.35,10.01,15,0 days 15:00:00.000000000
2019-03-28 16:00:00,5.63,7.99,7.74,16,0 days 16:00:00.000000000
2019-03-28 17:00:00,12.11,17.89,16.65,17,0 days 17:00:00.000000000
2019-03-28 18:00:00,22.62,33.62,30.8,18,0 days 18:00:00.000000000
2019-03-28 19:00:00,29.45,44.23,36.6,19,0 days 19:00:00.000000000
2019-03-28 20:00:00,32.64,47.03,38.67,20,0 days 20:00:00.000000000
2019-03-28 21:00:00,31.43,44.65,37.26,21,0 days 21:00:00.000000000
2019-03-28 22:00:00,24.55,34.92,31.68,22,0 days 22:00:00.000000000
2019-03-28 23:00:00,20.95,29.44,27.99,23,0 days 23:00:00.000000000
2019-03-29 00:00:00,17.15,23.72,23.06,0,0 days 00:00:00.000000000
2019-03-29 01:00:00,30.38,41.68,35.96,1,0 days 01:00:00.000000000
2019-03-29 02:00:00,29.71,40.7,35.55,2,0 days 02:00:00.000000000
2019-03-29 03:00:00,19.79,27.58,26.78,3,0 days 03:00:00.000000000
2019-03-29 04:00:00,21.32,29.43,28.47,4,0 days 04:00:00.000000000
2019-03-29 05:00:00,28.99,41.05,35.51,5,0 days 05:00:00.000000000
2019-03-29 06:00:00,27.64,38.75,34.16,6,0 days 06:00:00.000000000
2019-03-29 07:00:00,33.38,47.7,38.89,7,0 days 07:00:00.000000000
2019-03-29 08:00:00,16.78,23.47,22.27,8,0 days 08:00:00.000000000
2019-03-29 09:00:00,18.66,27.12,23.94,9,0 days 09:00:00.000000000
2019-03-29 10:00:00,15.92,21.78,20.88,10,0 days 10:00:00.000000000
2019-03-29 11:00:00,11.58,15.91,15.42,11,0 days 11:00:00.000000000
2019-03-29 12:00:00,10.64,14.05,13.69,12,0 days 12:00:00.000000000
2019-03-29 13:00:00,9.22,12.25,11.81,13,0 days 13:00:00.000000000
2019-03-29 14:00:00,6.13,8.44,8.12,14,0 days 14:00:00.000000000
2019-03-29 15:00:00,4.62,6.52,6.24,15,0 days 15:00:00.000000000
2019-03-29 16:00:00,4.5,6.37,5.99,16,0 days 16:00:00.000000000
2019-03-29 17:00:00,6.24,8.59,8.24,17,0 days 17:00:00.000000000
2019-03-29 18:00:00,6.13,8.88,8.39,18,0 days 18:00:00.000000000
2019-03-29 19:00:00,16.85,25.45,23.83,19,0 days 19:00:00.000000000
2019-03-29 20:00:00,36.39,56.89,42.45,20,0 days 20:00:00.000000000
2019-03-29 21:00:00,21.43,32.05,29.33,21,0 days 21:00:00.000000000
2019-03-29 22:00:00,13.81,19.91,19.0,22,0 days 22:00:00.000000000
2019-03-29 23:00:00,12.03,17.02,16.4,23,0 days 23:00:00.000000000
2019-03-30 00:00:00,10.85,15.36,14.78,0,0 days 00:00:00.000000000
2019-03-30 01:00:00,8.77,12.34,11.88,1,0 days 01:00:00.000000000
2019-03-30 02:00:00,19.51,28.51,25.36,2,0 days 02:00:00.000000000
2019-03-30 03:00:00,20.56,28.62,27.35,3,0 days 03:00:00.000000000
2019-03-30 04:00:00,15.86,22.11,21.39,4,0 days 04:00:00.000000000
2019-03-30 05:00:00,13.72,19.9,18.98,5,0 days 05:00:00.000000000
2019-03-30 06:00:00,9.19,12.68,12.26,6,0 days 06:00:00.000000000
2019-03-30 07:00:00,7.75,10.64,10.32,7,0 days 07:00:00.000000000
2019-03-30 08:00:00,20.51,29.52,26.24,8,0 days 08:00:00.000000000
2019-03-30 09:00:00,33.8,53.26,39.55,9,0 days 09:00:00.000000000
2019-03-30 10:00:00,9.78,14.79,14.03,10,0 days 10:00:00.000000000
2019-03-30 11:00:00,8.49,12.14,11.58,11,0 days 11:00:00.000000000
2019-03-30 12:00:00,4.49,6.44,6.11,12,0 days 12:00:00.000000000
2019-03-30 13:00:00,4.93,7.07,6.71,13,0 days 13:00:00.000000000
2019-03-30 14:00:00,5.3,7.33,7.0,14,0 days 14:00:00.000000000
2019-03-30 15:00:00,4.34,6.16,5.83,15,0 days 15:00:00.000000000
2019-03-30 16:00:00,5.52,7.72,7.48,16,0 days 16:00:00.000000000
2019-03-30 17:00:00,8.4,11.93,11.56,17,0 days 17:00:00.000000000
2019-03-30 18:00:00,8.25,12.02,11.48,18,0 days 18:00:00.000000000
2019-03-30 19:00:00,68.84,156.31,93.37,19,0 days 19:00:00.000000000
2019-03-30 20:00:00,44.4,95.61,61.7,20,0 days 20:00:00.000000000
2019-03-30 21:00:00,15.24,25.48,23.65,21,0 days 21:00:00.000000000
2019-03-30 22:00:00,10.16,15.22,14.48,22,0 days 22:00:00.000000000
2019-03-30 23:00:00,8.57,13.23,12.51,23,0 days 23:00:00.000000000
2019-03-31 00:00:00,5.01,7.2,6.84,0,0 days 00:00:00.000000000
2019-03-31 01:00:00,4.66,6.5,6.24,1,0 days 01:00:00.000000000
2019-03-31 02:00:00,5.12,7.31,6.99,2,0 days 02:00:00.000000000
2019-03-31 03:00:00,5.27,7.35,7.11,3,0 days 03:00:00.000000000
2019-03-31 04:00:00,4.92,7.03,6.6,4,0 days 04:00:00.000000000
2019-03-31 05:00:00,5.15,7.67,7.24,5,0 days 05:00:00.000000000
2019-03-31 06:00:00,5.57,8.15,7.81,6,0 days 06:00:00.000000000
2019-03-31 07:00:00,5.46,7.84,7.53,7,0 days 07:00:00.000000000
2019-03-31 08:00:00,18.81,27.01,21.86,8,0 days 08:00:00.000000000
2019-03-31 09:00:00,16.16,22.05,21.33,9,0 days 09:00:00.000000000
2019-03-31 10:00:00,7.36,9.79,9.49,10,0 days 10:00:00.000000000
2019-03-31 11:00:00,7.18,9.43,9.11,11,0 days 11:00:00.000000000
2019-03-31 12:00:00,5.32,7.06,6.86,12,0 days 12:00:00.000000000
2019-03-31 13:00:00,4.71,6.32,6.08,13,0 days 13:00:00.000000000
2019-03-31 14:00:00,4.38,6.21,5.97,14,0 days 14:00:00.000000000
2019-03-31 15:00:00,4.58,6.37,6.12,15,0 days 15:00:00.000000000
2019-03-31 16:00:00,4.94,6.84,6.55,16,0 days 16:00:00.000000000
2019-03-31 17:00:00,5.57,7.64,7.3,17,0 days 17:00:00.000000000
2019-03-31 18:00:00,7.61,10.36,9.99,18,0 days 18:00:00.000000000
2019-03-31 19:00:00,13.19,18.87,18.11,19,0 days 19:00:00.000000000
2019-03-31 20:00:00,22.66,33.81,29.82,20,0 days 20:00:00.000000000
2019-03-31 21:00:00,20.89,29.9,28.05,21,0 days 21:00:00.000000000
2019-03-31 22:00:00,16.01,22.46,21.77,22,0 days 22:00:00.000000000
2019-03-31 23:00:00,11.41,15.99,15.51,23,0 days 23:00:00.000000000
2019-04-01 00:00:00,9.01,12.47,12.05,0,0 days 00:00:00.000000000
2019-04-01 01:00:00,7.18,10.13,9.77,1,0 days 01:00:00.000000000
2019-04-01 02:00:00,5.97,8.51,8.18,2,0 days 02:00:00.000000000
2019-04-01 03:00:00,6.35,9.14,8.77,3,0 days 03:00:00.000000000
2019-04-01 04:00:00,11.01,16.19,15.48,4,0 days 04:00:00.000000000
2019-04-01 05:00:00,31.74,46.55,38.27,5,0 days 05:00:00.000000000
2019-04-01 06:00:00,33.35,47.97,38.93,6,0 days 06:00:00.000000000
2019-04-01 07:00:00,32.38,46.27,38.3,7,0 days 07:00:00.000000000
2019-04-01 08:00:00,31.36,44.97,37.27,8,0 days 08:00:00.000000000
2019-04-01 09:00:00,15.6,22.12,21.35,9,0 days 09:00:00.000000000
2019-04-01 10:00:00,15.57,22.38,21.38,10,0 days 10:00:00.000000000
2019-04-01 11:00:00,12.3,17.67,16.94,11,0 days 11:00:00.000000000
2019-04-01 12:00:00,11.33,16.39,15.68,12,0 days 12:00:00.000000000
2019-04-01 13:00:00,8.26,11.86,11.47,13,0 days 13:00:00.000000000
2019-04-01 14:00:00,7.65,11.04,10.7,14,0 days 14:00:00.000000000
2019-04-01 15:00:00,8.49,12.27,11.74,15,0 days 15:00:00.000000000
2019-04-01 16:00:00,12.03,18.62,17.73,16,0 days 16:00:00.000000000
2019-04-01 17:00:00,8.0,12.07,11.48,17,0 days 17:00:00.000000000
2019-04-01 18:00:00,8.06,11.72,11.29,18,0 days 18:00:00.000000000
2019-04-01 19:00:00,13.77,20.87,19.6,19,0 days 19:00:00.000000000
2019-04-01 20:00:00,16.69,25.5,23.88,20,0 days 20:00:00.000000000
2019-04-01 21:00:00,15.87,23.53,22.64,21,0 days 21:00:00.000000000
2019-04-01 22:00:00,11.22,16.29,15.73,22,0 days 22:00:00.000000000
2019-04-01 23:00:00,8.12,11.68,11.24,23,0 days 23:00:00.000000000
2019-04-02 00:00:00,8.0,11.48,11.12,0,0 days 00:00:00.000000000
2019-04-02 01:00:00,8.89,12.88,12.41,1,0 days 01:00:00.000000000
2019-04-02 02:00:00,12.65,18.63,17.88,2,0 days 02:00:00.000000000
2019-04-02 03:00:00,15.4,22.32,21.45,3,0 days 03:00:00.000000000
2019-04-02 04:00:00,15.03,21.37,20.65,4,0 days 04:00:00.000000000
2019-04-02 05:00:00,14.15,20.58,19.91,5,0 days 05:00:00.000000000
2019-04-02 06:00:00,2.61,4.23,3.92,6,0 days 06:00:00.000000000
2019-04-02 07:00:00,7.24,9.91,9.58,7,0 days 07:00:00.000000000
2019-04-02 08:00:00,9.82,14.43,13.96,8,0 days 08:00:00.000000000
2019-04-02 09:00:00,14.41,21.21,20.36,9,0 days 09:00:00.000000000
2019-04-02 10:00:00,5.78,8.18,7.87,10,0 days 10:00:00.000000000
2019-04-02 11:00:00,4.17,6.08,5.85,11,0 days 11:00:00.000000000
2019-04-02 12:00:00,5.2,7.5,7.24,12,0 days 12:00:00.000000000
2019-04-02 13:00:00,5.81,8.4,8.13,13,0 days 13:00:00.000000000
2019-04-02 14:00:00,7.11,10.15,9.86,14,0 days 14:00:00.000000000
2019-04-02 15:00:00,5.7,8.18,7.87,15,0 days 15:00:00.000000000
2019-04-02 16:00:00,7.04,10.18,9.7,16,0 days 16:00:00.000000000
2019-04-02 17:00:00,6.35,9.08,8.77,17,0 days 17:00:00.000000000
2019-04-02 18:00:00,14.21,20.89,17.74,18,0 days 18:00:00.000000000
2019-04-02 19:00:00,23.2,34.8,29.01,19,0 days 19:00:00.000000000
2019-04-02 20:00:00,24.43,37.1,31.39,20,0 days 20:00:00.000000000
2019-04-02 21:00:00,10.57,15.26,14.74,21,0 days 21:00:00.000000000
2019-04-02 22:00:00,10.86,15.48,14.97,22,0 days 22:00:00.000000000
2019-04-02 23:00:00,11.3,16.48,15.86,23,0 days 23:00:00.000000000
2019-04-03 00:00:00,12.07,17.88,17.34,0,0 days 00:00:00.000000000
2019-04-03 01:00:00,11.08,15.77,15.3,1,0 days 01:00:00.000000000
2019-04-03 02:00:00,17.37,25.74,23.07,2,0 days 02:00:00.000000000
2019-04-03 03:00:00,13.5,19.52,18.93,3,0 days 03:00:00.000000000
2019-04-03 04:00:00,12.39,17.76,17.22,4,0 days 04:00:00.000000000
2019-04-03 05:00:00,13.44,19.67,19.1,5,0 days 05:00:00.000000000
2019-04-03 06:00:00,10.95,15.31,14.93,6,0 days 06:00:00.000000000
2019-04-03 07:00:00,22.66,32.52,28.46,7,0 days 07:00:00.000000000
2019-04-03 08:00:00,26.0,37.22,30.54,8,0 days 08:00:00.000000000
2019-04-03 09:00:00,24.63,35.31,31.18,9,0 days 09:00:00.000000000
2019-04-03 10:00:00,19.72,28.42,25.15,10,0 days 10:00:00.000000000
2019-04-03 11:00:00,10.51,14.72,14.32,11,0 days 11:00:00.000000000
2019-04-03 12:00:00,11.16,15.68,15.23,12,0 days 12:00:00.000000000
2019-04-03 13:00:00,11.15,15.5,15.0,13,0 days 13:00:00.000000000
2019-04-03 14:00:00,10.59,14.72,14.27,14,0 days 14:00:00.000000000
2019-04-03 15:00:00,11.14,15.57,15.06,15,0 days 15:00:00.000000000
2019-04-03 16:00:00,11.17,15.32,14.91,16,0 days 16:00:00.000000000
2019-04-03 17:00:00,27.34,43.72,34.37,17,0 days 17:00:00.000000000
2019-04-03 18:00:00,12.46,19.57,18.2,18,0 days 18:00:00.000000000
2019-04-03 19:00:00,18.83,30.58,27.62,19,0 days 19:00:00.000000000
2019-04-03 20:00:00,18.59,27.98,26.67,20,0 days 20:00:00.000000000
2019-04-03 21:00:00,21.36,31.97,28.96,21,0 days 21:00:00.000000000
2019-04-03 22:00:00,19.23,28.6,26.98,22,0 days 22:00:00.000000000
2019-04-03 23:00:00,25.3,39.26,33.43,23,0 days 23:00:00.000000000
2019-04-04 00:00:00,38.77,62.5,45.39,0,0 days 00:00:00.000000000
2019-04-04 01:00:00,24.72,38.42,33.65,1,0 days 01:00:00.000000000
2019-04-04 02:00:00,18.06,28.26,26.43,2,0 days 02:00:00.000000000
2019-04-04 03:00:00,15.07,22.88,21.73,3,0 days 03:00:00.000000000
2019-04-04 04:00:00,15.83,23.43,22.5,4,0 days 04:00:00.000000000
2019-04-04 05:00:00,14.36,20.79,20.1,5,0 days 05:00:00.000000000
2019-04-04 06:00:00,16.32,23.24,22.52,6,0 days 06:00:00.000000000
2019-04-04 07:00:00,15.6,22.5,21.68,7,0 days 07:00:00.000000000
2019-04-04 08:00:00,17.25,24.67,23.62,8,0 days 08:00:00.000000000
2019-04-04 09:00:00,14.97,21.48,20.7,9,0 days 09:00:00.000000000
2019-04-04 10:00:00,12.04,16.87,16.38,10,0 days 10:00:00.000000000
2019-04-04 11:00:00,9.66,13.58,13.03,11,0 days 11:00:00.000000000
2019-04-04 12:00:00,7.5,10.44,10.07,12,0 days 12:00:00.000000000
2019-04-04 13:00:00,8.05,11.34,10.92,13,0 days 13:00:00.000000000
2019-04-04 14:00:00,8.64,11.96,11.64,14,0 days 14:00:00.000000000
2019-04-04 15:00:00,8.59,12.45,11.93,15,0 days 15:00:00.000000000
2019-04-04 16:00:00,16.75,28.76,22.82,16,0 days 16:00:00.000000000
2019-04-04 17:00:00,8.9,12.93,12.45,17,0 days 17:00:00.000000000
2019-04-04 18:00:00,10.24,15.01,14.32,18,0 days 18:00:00.000000000
2019-04-04 19:00:00,34.27,66.08,46.06,19,0 days 19:00:00.000000000
2019-04-04 20:00:00,22.66,38.02,32.74,20,0 days 20:00:00.000000000
2019-04-04 21:00:00,17.13,28.56,25.26,21,0 days 21:00:00.000000000
2019-04-04 22:00:00,12.46,18.55,17.74,22,0 days 22:00:00.000000000
2019-04-04 23:00:00,14.58,25.9,23.74,23,0 days 23:00:00.000000000
2019-04-05 00:00:00,12.63,19.43,18.52,0,0 days 00:00:00.000000000
2019-04-05 01:00:00,13.81,20.48,19.58,1,0 days 01:00:00.000000000
2019-04-05 02:00:00,11.63,16.68,16.02,2,0 days 02:00:00.000000000
2019-04-05 03:00:00,14.16,20.41,19.0,3,0 days 03:00:00.000000000
2019-04-05 04:00:00,17.39,26.81,25.07,4,0 days 04:00:00.000000000
2019-04-05 05:00:00,10.02,14.81,14.27,5,0 days 05:00:00.000000000
2019-04-05 06:00:00,12.04,16.93,16.32,6,0 days 06:00:00.000000000
2019-04-05 07:00:00,11.16,15.43,14.88,7,0 days 07:00:00.000000000
2019-04-05 08:00:00,13.35,18.7,17.92,8,0 days 08:00:00.000000000
2019-04-05 09:00:00,7.41,10.28,9.88,9,0 days 09:00:00.000000000
2019-04-05 10:00:00,7.23,9.97,9.63,10,0 days 10:00:00.000000000
2019-04-05 11:00:00,7.66,10.63,10.17,11,0 days 11:00:00.000000000
2019-04-05 12:00:00,5.35,7.52,7.17,12,0 days 12:00:00.000000000
2019-04-05 13:00:00,4.74,6.58,6.29,13,0 days 13:00:00.000000000
2019-04-05 14:00:00,5.21,7.24,6.89,14,0 days 14:00:00.000000000
2019-04-05 15:00:00,6.47,8.8,8.39,15,0 days 15:00:00.000000000
2019-04-05 16:00:00,6.56,8.99,8.6,16,0 days 16:00:00.000000000
2019-04-05 17:00:00,8.1,11.25,10.8,17,0 days 17:00:00.000000000
2019-04-05 18:00:00,10.22,15.23,14.43,18,0 days 18:00:00.000000000
2019-04-05 19:00:00,14.59,21.64,20.5,19,0 days 19:00:00.000000000
2019-04-05 20:00:00,21.56,32.11,29.72,20,0 days 20:00:00.000000000
2019-04-05 21:00:00,14.6,20.61,19.91,21,0 days 21:00:00.000000000
2019-04-05 22:00:00,12.8,18.14,17.46,22,0 days 22:00:00.000000000
2019-04-05 23:00:00,9.96,13.65,13.25,23,0 days 23:00:00.000000000
2019-04-06 00:00:00,12.84,17.77,17.25,0,0 days 00:00:00.000000000
2019-04-06 01:00:00,10.18,14.52,14.04,1,0 days 01:00:00.000000000
2019-04-06 02:00:00,9.81,13.95,13.48,2,0 days 02:00:00.000000000
2019-04-06 03:00:00,8.4,11.74,11.34,3,0 days 03:00:00.000000000
2019-04-06 04:00:00,10.42,15.05,14.36,4,0 days 04:00:00.000000000
2019-04-06 05:00:00,10.56,14.73,14.29,5,0 days 05:00:00.000000000
2019-04-06 06:00:00,14.87,20.88,19.03,6,0 days 06:00:00.000000000
2019-04-06 07:00:00,23.61,34.28,30.96,7,0 days 07:00:00.000000000
2019-04-06 08:00:00,13.96,19.78,19.02,8,0 days 08:00:00.000000000
2019-04-06 09:00:00,9.29,12.92,12.42,9,0 days 09:00:00.000000000
2019-04-06 10:00:00,6.92,9.66,9.23,10,0 days 10:00:00.000000000
2019-04-06 11:00:00,6.0,8.38,8.04,11,0 days 11:00:00.000000000
2019-04-06 12:00:00,5.57,7.87,7.49,12,0 days 12:00:00.000000000
2019-04-06 13:00:00,7.4,10.13,9.7,13,0 days 13:00:00.000000000
2019-04-06 14:00:00,9.08,12.62,12.09,14,0 days 14:00:00.000000000
2019-04-06 15:00:00,10.77,14.2,13.82,15,0 days 15:00:00.000000000
2019-04-06 16:00:00,10.08,13.58,13.17,16,0 days 16:00:00.000000000
2019-04-06 17:00:00,12.25,16.93,16.29,17,0 days 17:00:00.000000000
2019-04-06 18:00:00,11.36,16.15,15.53,18,0 days 18:00:00.000000000
2019-04-06 19:00:00,16.65,25.12,24.04,19,0 days 19:00:00.000000000
2019-04-06 20:00:00,22.88,35.49,31.48,20,0 days 20:00:00.000000000
2019-04-06 21:00:00,20.76,31.51,29.03,21,0 days 21:00:00.000000000
2019-04-06 22:00:00,17.06,24.48,23.45,22,0 days 22:00:00.000000000
2019-04-06 23:00:00,13.32,18.67,18.06,23,0 days 23:00:00.000000000
2019-04-07 00:00:00,9.22,13.11,12.64,0,0 days 00:00:00.000000000
2019-04-07 01:00:00,17.62,26.46,23.99,1,0 days 01:00:00.000000000
2019-04-07 02:00:00,38.5,56.9,42.81,2,0 days 02:00:00.000000000
2019-04-07 03:00:00,41.3,61.23,44.87,3,0 days 03:00:00.000000000
2019-04-07 04:00:00,12.81,18.35,17.04,4,0 days 04:00:00.000000000
2019-04-07 05:00:00,7.5,10.53,10.15,5,0 days 05:00:00.000000000
2019-04-07 06:00:00,19.21,27.95,24.49,6,0 days 06:00:00.000000000
2019-04-07 07:00:00,32.72,48.22,38.73,7,0 days 07:00:00.000000000
2019-04-07 08:00:00,24.73,34.96,31.4,8,0 days 08:00:00.000000000
2019-04-07 09:00:00,13.89,19.49,18.74,9,0 days 09:00:00.000000000
2019-04-07 10:00:00,9.82,13.66,13.15,10,0 days 10:00:00.000000000
2019-04-07 11:00:00,8.84,12.07,11.65,11,0 days 11:00:00.000000000
2019-04-07 12:00:00,9.36,11.84,11.38,12,0 days 12:00:00.000000000
2019-04-07 13:00:00,8.27,11.19,10.84,13,0 days 13:00:00.000000000
2019-04-07 14:00:00,8.1,11.23,10.78,14,0 days 14:00:00.000000000
2019-04-07 15:00:00,7.68,10.7,10.29,15,0 days 15:00:00.000000000
2019-04-07 16:00:00,8.26,11.5,11.1,16,0 days 16:00:00.000000000
2019-04-07 17:00:00,7.38,10.25,9.82,17,0 days 17:00:00.000000000
2019-04-07 18:00:00,10.77,15.59,14.97,18,0 days 18:00:00.000000000
2019-04-07 19:00:00,21.16,32.14,29.37,19,0 days 19:00:00.000000000
2019-04-07 20:00:00,32.78,50.24,38.79,20,0 days 20:00:00.000000000
2019-04-07 21:00:00,24.74,36.96,32.15,21,0 days 21:00:00.000000000
2019-04-07 22:00:00,19.29,27.75,26.51,22,0 days 22:00:00.000000000
2019-04-07 23:00:00,15.15,21.36,20.62,23,0 days 23:00:00.000000000
2019-04-08 00:00:00,14.06,19.69,19.03,0,0 days 00:00:00.000000000
2019-04-08 01:00:00,13.05,18.67,17.94,1,0 days 01:00:00.000000000
2019-04-08 02:00:00,16.04,22.85,22.05,2,0 days 02:00:00.000000000
2019-04-08 03:00:00,16.76,23.97,23.13,3,0 days 03:00:00.000000000
2019-04-08 04:00:00,18.48,25.97,25.18,4,0 days 04:00:00.000000000
2019-04-08 05:00:00,23.46,33.99,31.38,5,0 days 05:00:00.000000000
2019-04-08 06:00:00,20.56,29.15,27.82,6,0 days 06:00:00.000000000
2019-04-08 07:00:00,29.34,41.61,34.87,7,0 days 07:00:00.000000000
2019-04-08 08:00:00,29.28,42.2,35.99,8,0 days 08:00:00.000000000
2019-04-08 09:00:00,23.64,33.29,30.82,9,0 days 09:00:00.000000000
2019-04-08 10:00:00,28.14,42.76,35.76,10,0 days 10:00:00.000000000
2019-04-08 11:00:00,26.21,38.12,33.56,11,0 days 11:00:00.000000000
2019-04-08 12:00:00,14.77,20.6,19.86,12,0 days 12:00:00.000000000
2019-04-08 13:00:00,14.05,19.72,18.96,13,0 days 13:00:00.000000000
2019-04-08 14:00:00,12.84,17.22,16.6,14,0 days 14:00:00.000000000
2019-04-08 15:00:00,14.79,20.15,19.45,15,0 days 15:00:00.000000000
2019-04-08 16:00:00,14.46,19.86,19.21,16,0 days 16:00:00.000000000
2019-04-08 17:00:00,14.21,19.59,18.81,17,0 days 17:00:00.000000000
2019-04-08 18:00:00,12.5,17.57,16.94,18,0 days 18:00:00.000000000
2019-04-08 19:00:00,18.33,26.86,25.07,19,0 days 19:00:00.000000000
2019-04-08 20:00:00,35.24,57.78,42.72,20,0 days 20:00:00.000000000
2019-04-08 21:00:00,14.99,21.36,20.41,21,0 days 21:00:00.000000000
2019-04-08 22:00:00,11.15,15.41,14.88,22,0 days 22:00:00.000000000
2019-04-08 23:00:00,10.45,14.37,13.87,23,0 days 23:00:00.000000000
2019-04-09 00:00:00,9.14,12.49,12.1,0,0 days 00:00:00.000000000
2019-04-09 01:00:00,13.89,20.9,19.89,1,0 days 01:00:00.000000000
2019-04-09 02:00:00,20.27,29.01,27.1,2,0 days 02:00:00.000000000
2019-04-09 03:00:00,17.69,25.18,23.91,3,0 days 03:00:00.000000000
2019-04-09 04:00:00,26.87,37.78,33.26,4,0 days 04:00:00.000000000
2019-04-09 05:00:00,25.83,36.32,32.81,5,0 days 05:00:00.000000000
2019-04-09 06:00:00,8.76,13.3,12.46,6,0 days 06:00:00.000000000
2019-04-09 07:00:00,9.18,12.51,12.1,7,0 days 07:00:00.000000000
2019-04-09 08:00:00,8.77,12.01,11.6,8,0 days 08:00:00.000000000
2019-04-09 09:00:00,5.29,7.45,7.14,9,0 days 09:00:00.000000000
2019-04-09 10:00:00,3.16,4.51,4.31,10,0 days 10:00:00.000000000
2019-04-09 11:00:00,10.7,13.04,12.74,11,0 days 11:00:00.000000000
2019-04-09 12:00:00,15.61,20.31,19.6,12,0 days 12:00:00.000000000
2019-04-09 13:00:00,8.73,11.45,11.16,13,0 days 13:00:00.000000000
2019-04-09 14:00:00,10.27,14.65,14.2,14,0 days 14:00:00.000000000
2019-04-09 15:00:00,10.44,14.45,14.03,15,0 days 15:00:00.000000000
2019-04-09 16:00:00,3.85,5.46,5.25,16,0 days 16:00:00.000000000
2019-04-09 17:00:00,5.83,7.72,7.46,17,0 days 17:00:00.000000000
2019-04-09 18:00:00,19.66,26.74,24.23,18,0 days 18:00:00.000000000
2019-04-09 19:00:00,26.86,36.39,32.68,19,0 days 19:00:00.000000000
2019-04-09 20:00:00,28.73,38.82,33.34,20,0 days 20:00:00.000000000
2019-04-09 21:00:00,39.36,52.43,41.43,21,0 days 21:00:00.000000000
2019-04-09 22:00:00,31.78,43.11,36.85,22,0 days 22:00:00.000000000
2019-04-09 23:00:00,24.44,33.42,30.92,23,0 days 23:00:00.000000000
2019-04-10 00:00:00,19.16,26.8,25.9,0,0 days 00:00:00.000000000
2019-04-10 01:00:00,31.64,44.57,37.42,1,0 days 01:00:00.000000000
2019-04-10 02:00:00,41.94,59.38,44.6,2,0 days 02:00:00.000000000
2019-04-10 03:00:00,47.07,67.24,47.58,3,0 days 03:00:00.000000000
2019-04-10 04:00:00,47.65,68.44,48.04,4,0 days 04:00:00.000000000
2019-04-10 05:00:00,50.0,71.93,49.36,5,0 days 05:00:00.000000000
2019-04-10 06:00:00,51.9,74.64,50.29,6,0 days 06:00:00.000000000
2019-04-10 07:00:00,34.22,48.9,39.75,7,0 days 07:00:00.000000000
2019-04-10 08:00:00,31.9,46.0,38.34,8,0 days 08:00:00.000000000
2019-04-10 09:00:00,26.36,37.95,33.56,9,0 days 09:00:00.000000000
2019-04-10 10:00:00,19.14,26.86,25.87,10,0 days 10:00:00.000000000
2019-04-10 11:00:00,14.58,20.06,19.51,11,0 days 11:00:00.000000000
2019-04-10 12:00:00,11.57,15.88,15.48,12,0 days 12:00:00.000000000
2019-04-10 13:00:00,9.38,12.88,12.47,13,0 days 13:00:00.000000000
2019-04-10 14:00:00,9.07,12.31,11.92,14,0 days 14:00:00.000000000
2019-04-10 15:00:00,8.06,11.28,10.87,15,0 days 15:00:00.000000000
2019-04-10 16:00:00,6.42,9.51,8.99,16,0 days 16:00:00.000000000
2019-04-10 17:00:00,6.58,9.65,9.19,17,0 days 17:00:00.000000000
2019-04-10 18:00:00,8.59,12.15,11.7,18,0 days 18:00:00.000000000
2019-04-10 19:00:00,24.75,37.04,32.42,19,0 days 19:00:00.000000000
2019-04-10 20:00:00,35.71,51.76,40.35,20,0 days 20:00:00.000000000
2019-04-10 21:00:00,48.68,70.44,48.59,21,0 days 21:00:00.000000000
2019-04-10 22:00:00,40.67,58.08,43.84,22,0 days 22:00:00.000000000
2019-04-10 23:00:00,31.27,44.23,36.62,23,0 days 23:00:00.000000000
2019-04-11 00:00:00,17.41,24.46,23.53,0,0 days 00:00:00.000000000
2019-04-11 01:00:00,23.15,32.88,27.66,1,0 days 01:00:00.000000000
2019-04-11 02:00:00,32.89,45.99,37.14,2,0 days 02:00:00.000000000
2019-04-11 03:00:00,28.21,40.36,34.77,3,0 days 03:00:00.000000000
2019-04-11 04:00:00,18.66,26.48,23.28,4,0 days 04:00:00.000000000
