TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),MOD13A3_006_Line_Y_1km,MOD13A3_006_Sample_X_1km,EVI,NDVI,MOD13A3_006__1_km_monthly_VI_Quality,average humidity (%),total rainfall (mm),average pressure (kPa),total radiation (W/m2),average temperature (oC),average windspeed (m/s),min windspeed (m/s),max windspeed (m/s),winddirection_E,winddirection_N,winddirection_NE,winddirection_NW,winddirection_S,winddirection_SE,winddirection_SW,winddirection_W
2018-03-08,10.695,17.53,61.545,1159.0,309.0,0.3304,0.5482,2372.0,76.04,1.33,87.632,5550.29,23.34,0.87,0.56,1.39,0,0,0,0,0,0,1,0
2018-03-09,10.87,16.3,62.12,1159.0,309.0,0.3304,0.5482,2372.0,76.38,0.0,87.52799999999999,3700.4,24.09,0.79,0.43,1.34,0,0,0,0,0,0,1,0
2018-03-10,19.53,27.76,60.54,1159.0,309.0,0.3304,0.5482,2372.0,78.29,0.86,87.57799999999999,3456.09,22.73,0.85,0.35,1.41,0,0,0,0,0,0,1,0
2018-03-11,14.600000000000001,21.005000000000003,50.980000000000004,1159.0,309.0,0.3304,0.5482,2372.0,76.83,0.0,87.66799999999999,4094.07,22.47,0.77,0.37,1.17,0,1,0,0,0,0,0,0
2018-03-12,14.600000000000001,21.005000000000003,50.980000000000004,1159.0,309.0,0.3304,0.5482,2372.0,82.75,2.36,87.77799999999999,1877.02,21.48,0.61,0.28,0.99,0,0,0,1,0,0,0,0
2018-03-13,9.67,14.25,41.42,1159.0,309.0,0.3304,0.5482,2372.0,84.42,0.0,87.76700000000001,2080.23,21.74,0.58,0.27,0.99,0,0,0,0,0,0,1,0
2018-03-14,14.48,19.715,41.894999999999996,1159.0,309.0,0.3304,0.5482,2372.0,86.42,5.47,87.57799999999999,2669.74,22.19,0.74,0.38,1.76,0,0,0,0,0,0,0,1
2018-03-15,14.48,19.715,41.894999999999996,1159.0,309.0,0.3304,0.5482,2372.0,96.21,24.82,87.726,804.91,19.15,0.69,0.2,1.38,0,0,1,0,0,0,0,0
2018-03-16,14.48,19.715,41.894999999999996,1159.0,309.0,0.3304,0.5482,2372.0,83.17,0.0,87.64200000000001,3314.87,22.3,0.73,0.4,1.15,0,0,0,0,0,0,0,1
2018-03-17,14.48,19.715,41.894999999999996,1159.0,309.0,0.3304,0.5482,2372.0,77.96,0.0,87.494,4493.03,23.77,0.77,0.31,1.41,0,0,0,0,0,0,0,1
2018-03-18,19.29,25.18,42.37,1159.0,309.0,0.3304,0.5482,2372.0,83.17,5.95,87.469,2278.77,21.17,0.7,0.24,1.35,0,0,0,1,0,0,0,0
2018-03-19,5.65,7.42,16.05,1159.0,309.0,0.3304,0.5482,2372.0,85.0,2.88,87.68,3428.57,20.95,0.93,0.23,1.86,0,0,1,0,0,0,0,0
2018-03-20,4.67,7.68,11.25,1159.0,309.0,0.3304,0.5482,2372.0,86.33,0.3,87.656,3262.86,21.25,0.77,0.0,2.7,0,1,0,0,0,0,0,0
2018-03-21,3.52,5.68,10.02,1159.0,309.0,0.3304,0.5482,2372.0,87.63,9.83,87.781,3215.46,21.21,0.51,0.0,1.06,0,0,0,0,0,0,0,1
2018-03-22,7.5,10.83,26.4,1159.0,309.0,0.3304,0.5482,2372.0,79.58,0.36,87.698,5318.26,23.06,0.81,0.42,1.3,0,0,0,0,0,0,0,1
2018-03-23,11.24,15.05,40.86,1159.0,309.0,0.3304,0.5482,2372.0,78.54,0.1,87.501,4925.53,24.05,0.82,0.48,1.25,0,0,0,0,0,0,0,1
2018-03-24,19.05,25.43,68.45,1159.0,309.0,0.3304,0.5482,2372.0,78.38,0.04,87.515,4017.79,23.77,0.85,0.51,1.22,0,0,0,0,0,0,1,0
2018-03-25,9.79,13.23,36.03,1159.0,309.0,0.3304,0.5482,2372.0,77.92,0.12,87.65,4748.45,22.93,0.8,0.33,1.34,0,0,0,0,0,0,1,0
2018-03-26,10.42,14.16,38.16,1159.0,309.0,0.3304,0.5482,2372.0,77.54,0.08,87.65299999999999,4461.32,23.66,0.83,0.4,1.22,0,0,0,0,0,0,0,1
2018-03-27,9.59,12.85,32.12,1159.0,309.0,0.3304,0.5482,2372.0,82.88,0.08,87.531,2849.16,22.81,0.72,0.39,1.33,0,0,0,1,0,0,0,0
2018-03-28,8.7,12.29,44.87,1159.0,309.0,0.3304,0.5482,2372.0,79.25,0.62,87.545,3300.59,22.27,5.68,0.43,34.99,0,0,0,1,0,0,0,0
2018-03-29,10.93,15.17,52.6,1159.0,309.0,0.3304,0.5482,2372.0,81.88,0.21,87.70700000000001,2449.3,21.77,0.74,0.38,1.26,0,0,0,1,0,0,0,0
2018-03-30,10.93,14.23,32.36,1159.0,309.0,0.3304,0.5482,2372.0,85.21,0.21,87.695,2502.43,22.1,0.71,0.41,1.25,0,0,0,1,0,0,0,0
2018-03-31,14.85,18.87,45.53,1159.0,309.0,0.3304,0.5482,2372.0,78.96,0.1,87.521,3409.52,22.94,0.77,0.39,1.28,0,0,0,0,0,0,0,1
2018-04-01,17.6,21.77,44.54,1159.0,309.0,0.3304,0.5482,2372.0,88.33,18.7,87.443,2250.86,21.56,1.8,0.0,27.0,0,0,0,1,0,0,0,0
2018-04-02,9.09,11.3,23.99,1159.0,309.0,0.3304,0.5482,2372.0,90.21,11.17,87.36399999999999,2572.58,21.55,0.67,0.37,1.08,0,0,0,1,0,0,0,0
2018-04-03,15.63,19.2,30.91,1159.0,309.0,0.3304,0.5482,2372.0,92.42,20.49,87.439,2929.92,20.7,2.67,0.41,22.56,0,0,0,0,0,0,1,0
2018-04-04,6.81,9.82,50.63,1159.0,309.0,0.3304,0.5482,2372.0,88.54,3.0,87.62,2566.76,20.48,0.69,0.33,1.39,0,0,0,1,0,0,0,0
2018-04-05,10.24,14.27,60.23,1159.0,309.0,0.3304,0.5482,2372.0,83.92,0.0,87.49600000000001,3512.24,21.37,0.76,0.44,1.17,0,0,0,0,0,0,1,0
2018-04-06,9.5,12.97,49.38,1159.0,309.0,0.3304,0.5482,2372.0,85.42,0.17,87.45700000000001,2065.05,21.09,0.68,0.41,0.96,0,0,0,1,0,0,0,0
2018-04-07,8.26,11.33,38.44,1159.0,309.0,0.3304,0.5482,2372.0,83.75,0.0,87.58,2646.75,21.21,0.73,0.42,1.07,0,0,0,1,0,0,0,0
2018-04-08,7.24,9.52,22.43,1159.0,309.0,0.3304,0.5482,2372.0,82.75,7.3,87.715,3586.29,21.07,0.74,0.31,1.07,0,0,0,0,0,1,0,0
2018-04-09,4.59,6.32,24.68,1159.0,309.0,0.3304,0.5482,2372.0,85.42,0.17,87.64200000000001,2700.17,21.18,0.71,0.36,1.15,0,0,0,1,0,0,0,0
2018-04-10,6.25,8.71,38.02,1159.0,309.0,0.3304,0.5482,2372.0,79.17,0.02,87.566,3059.13,22.48,0.67,0.29,1.07,0,0,0,0,0,0,0,1
2018-04-11,17.86,22.86,69.95,1159.0,309.0,0.3304,0.5482,2372.0,90.46,9.95,87.58200000000001,1727.71,20.49,0.59,0.24,1.03,0,0,0,1,0,0,0,0
2018-04-12,6.12,8.55,33.05,1159.0,309.0,0.3304,0.5482,2372.0,80.71,0.16,87.639,3930.66,22.13,0.81,0.42,1.23,0,0,0,1,0,0,0,0
2018-04-13,6.69,9.45,36.36,1159.0,309.0,0.3304,0.5482,2372.0,84.42,37.24,87.71,2893.87,21.95,0.82,0.44,1.28,0,0,0,1,0,0,0,0
2018-04-14,6.59,8.64,21.79,1159.0,309.0,0.3304,0.5482,2372.0,94.58,8.13,87.905,1620.33,18.51,1.04,0.0,13.12,0,0,1,0,0,0,0,0
2018-04-15,5.44,7.14,15.7,1159.0,309.0,0.3304,0.5482,2372.0,89.92,5.51,87.79299999999999,3141.82,20.77,0.85,0.35,1.94,0,0,0,1,0,0,0,0
2018-04-16,4.59,7.04,32.31,1159.0,309.0,0.3304,0.5482,2372.0,94.63,14.17,87.904,1446.86,19.32,0.98,0.31,5.65,0,0,0,0,0,0,1,0
2018-04-17,4.61,6.91,31.45,1159.0,309.0,0.3304,0.5482,2372.0,86.04,0.8,87.962,2907.17,21.16,0.8,0.48,1.21,0,0,0,0,0,0,1,0
2018-04-18,7.82,10.58,27.91,1159.0,309.0,0.3304,0.5482,2372.0,88.46,4.96,87.883,2493.19,21.67,0.69,0.4,1.16,0,0,0,0,0,0,1,0
2018-04-19,6.35,9.43,34.42,1159.0,309.0,0.3304,0.5482,2372.0,86.46,1.15,87.79299999999999,2590.13,21.85,0.66,0.34,1.15,0,0,0,0,0,0,1,0
2018-04-20,6.73,9.92,32.88,1159.0,309.0,0.3304,0.5482,2372.0,84.88,0.13,87.70700000000001,2818.05,22.74,0.73,0.32,1.24,0,0,0,1,0,0,0,0
2018-04-21,5.27,7.27,22.12,1159.0,309.0,0.3304,0.5482,2372.0,88.67,5.27,87.71,3781.26,21.23,1.03,0.0,11.48,0,0,0,0,0,0,0,1
2018-04-22,5.54,7.29,17.12,1159.0,309.0,0.3304,0.5482,2372.0,90.04,2.48,87.76899999999999,2275.87,20.46,1.04,0.33,1.61,0,0,0,0,0,0,1,0
2018-04-23,6.6,9.02,28.27,1159.0,309.0,0.3304,0.5482,2372.0,86.96,1.23,87.704,2917.4,22.12,0.86,0.44,1.6,0,0,0,0,0,0,1,0
2018-04-24,2.81,3.83,9.85,1159.0,309.0,0.3304,0.5482,2372.0,92.33,2.0,87.73200000000001,1630.92,20.93,0.79,0.31,2.33,0,0,0,0,0,0,1,0
2018-04-25,8.26,11.46,40.1,1159.0,309.0,0.3304,0.5482,2372.0,83.33,1.52,87.74,4291.82,22.19,0.75,0.34,1.16,0,0,0,0,0,0,0,1
2018-04-26,8.54,11.78,38.48,1159.0,309.0,0.3304,0.5482,2372.0,85.96,1.6,87.71700000000001,2849.58,21.18,0.72,0.42,1.24,0,0,0,0,0,0,0,1
2018-04-27,3.85,5.27,20.21,1159.0,309.0,0.3304,0.5482,2372.0,86.42,1.63,87.78299999999999,4099.34,21.14,0.76,0.0,1.98,0,0,0,0,0,0,0,1
2018-04-28,5.95,8.07,24.49,1159.0,309.0,0.3304,0.5482,2372.0,85.17,0.91,87.771,3740.79,22.31,0.76,0.32,1.25,0,0,0,0,0,0,1,0
2018-04-29,8.19,11.05,36.95,1159.0,309.0,0.3304,0.5482,2372.0,84.67,0.68,87.801,2893.9,21.67,0.83,0.43,1.44,0,0,0,1,0,0,0,0
2018-04-30,4.99,7.18,29.97,1159.0,309.0,0.3304,0.5482,2372.0,78.96,0.38,87.762,5125.62,22.86,0.9,0.47,1.37,0,0,0,0,0,0,1,0
2018-05-01,8.03,10.56,32.56,1159.0,309.0,0.2672,0.4741,2112.0,88.25,0.42,87.87700000000001,2578.19,21.05,0.89,0.0,6.7,0,1,0,0,0,0,0,0
2018-05-02,5.67,7.88,30.16,1159.0,309.0,0.2672,0.4741,2112.0,83.5,0.38,87.822,2906.37,21.85,0.75,0.33,1.53,0,0,0,1,0,0,0,0
2018-05-03,8.89,11.95,36.3,1159.0,309.0,0.2672,0.4741,2112.0,82.5,0.24,87.64,3846.21,23.13,0.73,0.36,1.16,0,0,0,0,0,0,1,0
2018-05-04,8.13,11.1,31.32,1159.0,309.0,0.2672,0.4741,2112.0,81.38,0.14,87.617,3835.08,23.5,0.76,0.45,1.27,0,0,0,0,0,0,1,0
2018-05-05,5.95,8.22,20.1,1159.0,309.0,0.2672,0.4741,2112.0,91.17,0.16,87.66799999999999,1450.53,21.59,0.69,0.4,1.31,0,0,0,0,0,0,0,1
2018-05-06,3.67,5.5,19.01,1159.0,309.0,0.2672,0.4741,2112.0,86.75,0.18,87.771,3040.48,22.07,0.72,0.31,1.48,0,0,0,0,0,0,0,1
2018-05-07,7.11,10.0,43.36,1159.0,309.0,0.2672,0.4741,2112.0,84.13,0.16,87.807,3396.68,22.46,0.75,0.4,1.33,0,0,0,0,0,0,0,1
2018-05-08,6.95,9.99,34.95,1159.0,309.0,0.2672,0.4741,2112.0,84.25,0.1,87.66799999999999,3159.08,22.48,0.73,0.37,1.41,0,0,0,0,0,0,1,0
2018-05-09,7.01,9.69,35.43,1159.0,309.0,0.2672,0.4741,2112.0,82.67,0.08,87.625,2605.26,22.89,0.74,0.32,1.54,0,0,0,1,0,0,0,0
2018-05-10,6.17,8.42,25.46,1159.0,309.0,0.2672,0.4741,2112.0,81.46,0.04,87.714,3593.77,23.32,0.76,0.4,1.24,0,0,0,0,0,0,0,1
2018-05-11,14.72,18.98,40.92,1159.0,309.0,0.2672,0.4741,2112.0,92.71,0.04,87.713,992.72,20.13,0.83,0.32,2.05,0,0,0,1,0,0,0,0
2018-05-12,9.25,12.64,47.59,1159.0,309.0,0.2672,0.4741,2112.0,86.71,0.02,87.676,3483.47,21.94,0.69,0.39,1.2,0,0,0,0,0,0,0,1
2018-05-13,11.03,14.83,39.98,1159.0,309.0,0.2672,0.4741,2112.0,84.58,0.02,87.613,3640.18,23.02,0.7,0.36,1.23,0,0,0,0,0,0,1,0
2018-05-14,8.24,11.48,39.06,1159.0,309.0,0.2672,0.4741,2112.0,75.96,0.02,87.585,4329.51,23.4,0.78,0.34,1.3,0,0,0,0,0,0,1,0
2018-05-15,9.89,13.51,44.82,1159.0,309.0,0.2672,0.4741,2112.0,80.79,0.0,87.697,2965.28,22.19,0.85,0.44,1.28,0,0,0,1,0,0,0,0
2018-05-16,7.35,10.31,45.59,1159.0,309.0,0.2672,0.4741,2112.0,80.21,0.0,87.777,2692.15,21.96,0.67,0.3,1.19,0,0,0,0,0,0,0,1
2018-05-17,8.71,11.99,34.1,1159.0,309.0,0.2672,0.4741,2112.0,78.42,0.0,87.70299999999999,4196.15,23.29,0.87,0.39,1.55,0,0,0,0,0,0,1,0
2018-05-18,9.38,12.69,38.12,1159.0,309.0,0.2672,0.4741,2112.0,85.5,0.14,87.619,2191.56,22.12,0.65,0.4,1.0,0,0,0,1,0,0,0,0
2018-05-19,6.3,8.76,32.95,1159.0,309.0,0.2672,0.4741,2112.0,87.38,0.07,87.697,2531.57,21.05,0.71,0.3,1.11,0,0,0,0,0,0,1,0
2018-05-20,8.67,10.67,21.28,1159.0,309.0,0.2672,0.4741,2112.0,85.96,0.02,87.609,2204.02,21.75,0.73,0.38,1.09,0,0,0,1,0,0,0,0
2018-05-21,6.18,7.98,21.65,1159.0,309.0,0.2672,0.4741,2112.0,84.33,0.0,87.72,2774.89,21.4,0.84,0.23,1.28,0,0,1,0,0,0,0,0
2018-05-22,5.34,7.1,20.54,1159.0,309.0,0.2672,0.4741,2112.0,87.58,0.0,87.884,1652.99,20.22,0.67,0.29,1.14,0,0,0,1,0,0,0,0
2018-05-23,9.11,12.47,42.79,1159.0,309.0,0.2672,0.4741,2112.0,80.67,0.0,87.87299999999999,3332.31,21.5,0.69,0.3,1.26,0,0,0,1,0,0,0,0
2018-05-24,12.81,17.22,45.29,1159.0,309.0,0.2672,0.4741,2112.0,79.17,0.0,87.779,4052.89,22.02,1.01,0.26,2.1,0,0,0,0,1,0,0,0
2018-05-25,16.27,21.45,49.62,1159.0,309.0,0.2672,0.4741,2112.0,89.75,0.1,87.712,1577.31,20.85,0.54,0.27,0.9,0,0,0,1,0,0,0,0
2018-05-26,7.86,10.34,27.92,1159.0,309.0,0.2672,0.4741,2112.0,86.25,0.0,87.749,2195.85,22.07,0.57,0.29,0.82,0,0,0,0,0,0,0,1
2018-05-27,6.1,8.62,24.24,1159.0,309.0,0.2672,0.4741,2112.0,86.13,0.0,87.84299999999999,2788.66,21.62,0.59,0.3,1.07,0,0,0,0,0,0,0,1
2018-05-28,7.8,10.99,35.89,1159.0,309.0,0.2672,0.4741,2112.0,79.63,0.0,87.846,4687.42,22.14,0.81,0.33,1.47,0,0,0,0,0,0,1,0
2018-05-29,10.57,14.84,44.96,1159.0,309.0,0.2672,0.4741,2112.0,73.0,0.07,87.81,4461.5,22.17,0.82,0.28,1.54,0,0,0,0,0,0,1,0
2018-05-30,11.71,16.49,44.9,1159.0,309.0,0.2672,0.4741,2112.0,70.04,0.0,87.837,3940.2,23.01,0.99,0.42,1.87,0,0,0,0,1,0,0,0
2018-05-31,8.05,11.16,37.22,1159.0,309.0,0.2672,0.4741,2112.0,84.96,0.09,87.86,1844.99,21.7,0.61,0.2,1.18,0,0,0,0,0,0,0,1
2018-06-01,9.39,13.21,46.46,1159.0,309.0,0.215,0.3463,2181.0,79.67,0.02,87.85,3956.08,22.97,0.91,0.3,1.77,0,0,0,0,1,0,0,0
2018-06-02,14.36,19.05,47.48,1159.0,309.0,0.215,0.3463,2181.0,84.83,0.0,87.852,2599.87,22.19,0.63,0.34,1.02,0,0,0,1,0,0,0,0
2018-06-03,9.28,11.99,28.7,1159.0,309.0,0.215,0.3463,2181.0,83.58,0.0,87.76899999999999,2868.83,22.65,0.64,0.32,1.14,0,0,0,0,0,0,0,1
2018-06-04,8.91,12.53,52.2,1159.0,309.0,0.215,0.3463,2181.0,92.46,0.0,87.76299999999999,873.28,20.28,0.62,0.3,1.44,0,0,0,0,0,0,1,0
2018-06-05,12.58,14.9,25.75,1159.0,309.0,0.215,0.3463,2181.0,93.71,0.0,87.883,1233.57,18.74,0.59,0.21,1.41,0,0,1,0,0,0,0,0
2018-06-06,9.57,11.94,35.14,1159.0,309.0,0.215,0.3463,2181.0,86.0,0.02,87.927,2072.75,20.42,0.52,0.24,0.68,0,0,0,1,0,0,0,0
2018-06-07,14.25,18.23,50.31,1159.0,309.0,0.215,0.3463,2181.0,84.08,0.0,87.939,2089.16,21.69,0.56,0.24,1.21,0,0,0,0,1,0,0,0
2018-06-08,9.22,12.16,32.18,1159.0,309.0,0.215,0.3463,2181.0,79.71,0.02,87.96799999999999,3045.74,21.91,0.89,0.32,2.05,0,0,0,0,1,0,0,0
2018-06-09,9.02,12.2,32.15,1159.0,309.0,0.215,0.3463,2181.0,76.88,0.0,87.92299999999999,3109.6,22.13,0.94,0.37,2.0,0,0,0,0,1,0,0,0
2018-06-10,11.09,14.87,38.57,1159.0,309.0,0.215,0.3463,2181.0,73.13,0.0,87.925,3948.96,22.81,0.8,0.26,1.55,0,0,0,0,0,0,1,0
2018-06-11,12.5,17.32,56.44,1159.0,309.0,0.215,0.3463,2181.0,75.71,0.0,87.969,3909.36,23.09,0.77,0.26,1.6,0,0,0,0,0,0,1,0
2018-06-12,9.04,12.87,47.14,1159.0,309.0,0.215,0.3463,2181.0,70.96,0.02,88.00200000000001,3167.84,22.18,0.65,0.27,1.28,0,0,0,0,1,0,0,0
2018-06-13,8.13,11.45,39.38,1159.0,309.0,0.215,0.3463,2181.0,81.96,0.0,87.963,3277.2,21.04,0.62,0.27,1.2,0,0,0,1,0,0,0,0
2018-06-14,7.8,11.19,45.06,1159.0,309.0,0.215,0.3463,2181.0,84.0,0.0,87.93,3422.2,21.51,0.76,0.28,1.89,0,0,0,1,0,0,0,0
2018-06-15,7.52,10.64,35.67,1159.0,309.0,0.215,0.3463,2181.0,78.5,0.0,87.882,3218.6,22.64,0.65,0.36,1.19,0,0,0,1,0,0,0,0
2018-06-16,8.68,11.86,32.69,1159.0,309.0,0.215,0.3463,2181.0,77.13,0.0,87.874,3931.31,23.01,0.71,0.33,1.39,0,0,0,0,0,0,1,0
2018-06-17,9.72,13.1,33.22,1159.0,309.0,0.215,0.3463,2181.0,73.29,0.0,87.781,3214.84,22.77,0.78,0.4,1.51,0,0,0,0,1,0,0,0
2018-06-18,7.71,10.99,33.57,1159.0,309.0,0.215,0.3463,2181.0,77.0,0.02,87.71,2915.39,22.69,0.69,0.43,1.18,0,0,0,0,0,0,1,0
2018-06-19,7.6,10.82,38.44,1159.0,309.0,0.215,0.3463,2181.0,83.67,0.02,87.865,3374.57,21.21,0.66,0.29,1.32,0,0,0,0,0,0,0,1
2018-06-20,3.71,5.31,21.13,1159.0,309.0,0.215,0.3463,2181.0,86.21,0.02,87.99799999999999,1956.14,20.38,0.57,0.27,1.04,0,0,0,0,0,0,1,0
2018-06-21,8.35,12.23,35.61,1159.0,309.0,0.215,0.3463,2181.0,85.38,0.0,88.014,2725.06,20.96,0.54,0.28,0.97,0,0,0,1,0,0,0,0
2018-06-22,5.06,7.53,24.25,1159.0,309.0,0.215,0.3463,2181.0,85.17,0.0,87.973,2289.35,20.11,0.6,0.28,1.01,0,0,0,0,0,0,0,1
2018-06-23,6.93,10.36,34.76,1159.0,309.0,0.215,0.3463,2181.0,81.46,0.0,87.87899999999999,2450.9,21.28,0.64,0.36,1.02,0,0,0,0,0,0,0,1
2018-06-24,8.77,12.2,36.86,1159.0,309.0,0.215,0.3463,2181.0,79.33,0.0,87.79700000000001,3092.42,21.67,0.63,0.36,0.94,0,1,0,0,0,0,0,0
2018-06-25,10.98,15.22,46.81,1159.0,309.0,0.215,0.3463,2181.0,81.83,0.0,87.74700000000001,3820.87,21.75,0.66,0.37,1.09,0,0,0,0,0,0,1,0
2018-06-26,7.95,11.0,36.52,1159.0,309.0,0.215,0.3463,2181.0,89.13,0.06,87.781,1674.84,19.69,0.52,0.28,0.96,0,0,0,0,0,0,1,0
2018-06-27,6.7,10.03,29.59,1159.0,309.0,0.215,0.3463,2181.0,80.63,0.0,87.785,2922.46,21.24,0.72,0.32,1.46,0,0,0,0,0,0,0,1
2018-06-28,9.34,13.11,36.88,1159.0,309.0,0.215,0.3463,2181.0,79.21,0.0,87.727,2939.07,21.76,0.7,0.3,1.6,0,0,0,0,1,0,0,0
2018-06-29,7.68,10.72,37.06,1159.0,309.0,0.215,0.3463,2181.0,81.04,0.0,87.63799999999999,2275.58,21.79,0.58,0.27,0.9,0,0,0,1,0,0,0,0
2018-06-30,8.56,11.43,30.24,1159.0,309.0,0.215,0.3463,2181.0,83.88,0.04,87.62100000000001,3046.81,21.28,0.66,0.33,1.33,0,0,0,0,0,0,1,0
2018-07-01,9.16,11.82,31.69,1159.0,309.0,0.183,0.377,2185.0,85.38,0.0,87.675,2306.33,21.13,0.65,0.32,1.31,0,0,0,0,0,0,0,1
2018-07-02,9.95,13.19,38.36,1159.0,309.0,0.183,0.377,2185.0,88.92,0.13,87.708,1931.16,20.21,0.53,0.28,0.94,0,0,0,0,0,0,0,1
2018-07-03,9.36,12.79,37.56,1159.0,309.0,0.183,0.377,2185.0,82.46,0.02,87.73200000000001,3433.85,21.55,0.77,0.0,3.48,0,0,0,0,0,0,1,0
2018-07-04,8.45,11.77,30.12,1159.0,309.0,0.183,0.377,2185.0,80.83,2.6,87.795,2723.78,21.61,0.66,0.25,1.32,0,0,0,0,1,0,0,0
2018-07-05,8.43,12.04,32.87,1159.0,309.0,0.183,0.377,2185.0,80.08,0.06,87.936,4013.9,21.07,0.81,0.41,1.37,0,0,0,0,1,0,0,0
2018-07-06,8.0,11.57,34.73,1159.0,309.0,0.183,0.377,2185.0,71.04,0.0,87.98899999999999,5342.13,21.25,1.24,0.24,2.31,0,0,0,0,0,1,0,0
2018-07-07,9.84,13.61,35.9,1159.0,309.0,0.183,0.377,2185.0,74.88,0.02,87.929,5425.17,20.95,0.9,0.21,1.76,0,0,0,0,1,0,0,0
2018-07-08,8.99,12.64,33.49,1159.0,309.0,0.183,0.377,2185.0,74.04,1.38,87.93,3181.08,21.14,0.89,0.21,1.86,0,0,0,0,0,1,0,0
2018-07-09,15.14,20.14,46.7,1159.0,309.0,0.183,0.377,2185.0,79.75,0.04,87.949,3670.65,20.89,0.77,0.26,1.7,0,0,0,0,0,1,0,0
2018-07-10,6.96,10.11,28.71,1159.0,309.0,0.183,0.377,2185.0,73.79,0.0,87.965,4355.11,22.15,0.77,0.25,1.56,0,0,0,0,1,0,0,0
2018-07-11,10.46,14.2,36.0,1159.0,309.0,0.183,0.377,2185.0,83.17,2.82,87.98200000000001,1989.1,20.69,0.54,0.13,1.0,0,0,0,0,0,1,0,0
2018-07-12,12.43,17.42,50.93,1159.0,309.0,0.183,0.377,2185.0,79.67,1.72,87.949,4235.45,21.39,0.67,0.2,1.45,0,0,0,0,1,0,0,0
2018-07-13,8.05,11.39,34.76,1159.0,309.0,0.183,0.377,2185.0,77.0,0.0,87.87899999999999,3261.56,21.58,0.59,0.23,1.5,0,0,0,0,1,0,0,0
2018-07-14,14.13,18.63,42.41,1159.0,309.0,0.183,0.377,2185.0,81.42,0.0,87.852,2109.57,20.78,0.59,0.16,1.28,0,0,0,0,1,0,0,0
2018-07-15,8.26,11.18,27.17,1159.0,309.0,0.183,0.377,2185.0,79.04,0.39,87.852,3132.71,21.06,0.59,0.15,1.44,0,0,0,0,1,0,0,0
2018-07-16,14.82,19.7,51.84,1159.0,309.0,0.183,0.377,2185.0,76.67,0.0,87.958,4202.57,20.59,0.81,0.18,1.8,0,0,0,0,1,0,0,0
2018-07-17,10.02,13.86,39.31,1159.0,309.0,0.183,0.377,2185.0,70.29,0.09,87.97,5138.95,21.59,0.71,0.19,1.6,0,0,0,0,1,0,0,0
2018-07-18,7.27,10.41,34.92,1159.0,309.0,0.183,0.377,2185.0,63.96,0.0,87.884,5136.87,22.47,1.0,0.2,1.85,0,0,0,0,0,1,0,0
2018-07-19,9.47,13.37,43.29,1159.0,309.0,0.183,0.377,2185.0,67.38,0.0,87.848,5403.22,22.52,0.95,0.17,1.96,0,0,0,0,1,0,0,0
2018-07-20,12.1,16.59,46.56,1159.0,309.0,0.183,0.377,2185.0,71.33,3.36,87.85799999999999,5595.04,21.74,0.66,0.14,1.38,0,0,0,0,1,0,0,0
2018-07-21,16.09,21.05,50.77,1159.0,309.0,0.183,0.377,2185.0,74.04,0.0,87.87899999999999,4982.1,22.46,0.69,0.13,1.6,0,0,0,0,1,0,0,0
2018-07-22,13.64,19.15,46.06,1159.0,309.0,0.183,0.377,2185.0,73.42,0.0,87.889,5137.42,22.86,0.84,0.22,1.61,0,0,0,0,1,0,0,0
2018-07-23,14.33,21.48,51.56,1159.0,309.0,0.183,0.377,2185.0,68.58,0.0,87.87100000000001,4778.38,22.72,1.1,0.45,1.78,0,0,0,0,1,0,0,0
2018-07-24,12.14,18.31,46.66,1159.0,309.0,0.183,0.377,2185.0,63.83,0.0,87.883,5077.03,22.48,1.15,0.36,1.94,0,0,0,0,1,0,0,0
2018-07-25,7.88,11.99,33.4,1159.0,309.0,0.183,0.377,2185.0,71.21,0.12,87.822,3627.42,21.83,0.81,0.22,1.58,0,0,0,0,1,0,0,0
2018-07-26,12.18,17.04,42.11,1159.0,309.0,0.183,0.377,2185.0,76.79,1.86,87.883,3956.88,21.95,0.57,0.15,1.39,0,0,0,0,1,0,0,0
2018-07-27,5.56,8.71,26.62,1159.0,309.0,0.183,0.377,2185.0,73.08,0.0,87.963,4803.86,23.04,0.73,0.18,1.39,0,0,0,0,1,0,0,0
2018-07-28,10.135,13.77,36.445,1159.0,309.0,0.183,0.377,2185.0,75.5,0.0,87.92,5142.08,22.55,0.68,0.17,1.39,0,0,0,0,1,0,0,0
2018-07-29,10.135,13.77,36.445,1159.0,309.0,0.183,0.377,2185.0,73.67,0.0,87.874,4435.69,22.62,0.71,0.21,1.31,0,0,1,0,0,0,0,0
2018-07-30,10.135,13.77,36.445,1159.0,309.0,0.183,0.377,2185.0,86.92,4.32,87.833,2469.56,20.7,0.55,0.27,1.06,0,0,0,0,0,1,0,0
2018-07-31,10.135,13.77,36.445,1159.0,309.0,0.183,0.377,2185.0,82.54,1.02,87.735,4113.78,22.51,0.64,0.31,0.93,0,0,0,0,1,0,0,0
2018-08-01,10.135,13.77,36.445,1159.0,309.0,0.2285,0.4008,2112.0,88.88,29.44,87.836,2254.35,19.79,0.6,0.24,1.21,0,0,0,0,0,1,0,0
2018-08-02,14.71,18.83,46.27,1159.0,309.0,0.2285,0.4008,2112.0,77.79,0.0,87.825,4707.24,22.66,0.62,0.2,1.32,0,0,0,0,0,1,0,0
