"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2017-11-30 01:00:00,,68.0,66.2,93,7,340,,,,,,
2017-11-30 01:30:00,,68.0,66.2,93,8,320,,,,,,
2017-11-30 02:00:00,,68.0,66.2,93,10,350,,,,,,
2017-11-30 02:30:00,,68.0,66.2,93,9,330,,,,,,
2017-11-30 03:30:00,,68.0,66.2,93,6,320,,,,,,
2017-11-30 04:00:00,1019.00,68.0,66.2,93,8,190,,,,,,
2017-11-30 04:30:00,,68.0,66.2,93,6,260,,,,,,
2017-11-30 06:30:00,,71.6,66.2,83,7,190,,,,,,
2017-11-30 07:00:00,,73.4,64.4,73,6,190,,,,,,
2017-11-30 07:30:00,,73.4,64.4,73,6,180,,,,,,
2017-11-30 08:00:00,,73.4,64.4,73,9,190,,,,,,
2017-11-30 08:30:00,,71.6,66.2,83,11,190,,,,,,
2017-11-30 09:30:00,,75.2,68.0,78,13,190,,,,,,
2017-11-30 10:00:00,,75.2,66.2,73,10,190,,,,,,
2017-11-30 10:30:00,,75.2,66.2,73,8,220,,,,,,
2017-11-30 11:00:00,,75.2,68.0,78,9,180,,,,,,
2017-11-30 11:30:00,,77.0,68.0,73,5,230,,,,,,
2017-11-30 12:30:00,,77.0,66.2,69,1,220,,,,,,
2017-11-30 13:30:00,,75.2,66.2,73,7,180,,,,,,
2017-11-30 14:00:00,,75.2,66.2,73,6,190,,,,,,
2017-11-30 14:30:00,,75.2,64.4,69,9,200,,,,,,
2017-12-01 00:30:00,1014.00,69.8,68.0,94,2,360,,,,,,
2017-12-01 01:00:00,1014.00,69.8,66.2,88,5,360,,,,,,
2017-12-01 01:30:00,1014.00,68.0,66.2,93,3,350,,,,,,
2017-12-01 02:00:00,1014.00,68.0,66.2,93,2,360,,,,,,
2017-12-01 02:30:00,1015.00,69.8,64.4,83,4,320,,,,,,
2017-12-01 03:00:00,1015.00,68.0,62.6,82,5,320,,,,,,
2017-12-01 03:30:00,1015.00,68.0,60.8,77,9,270,,,,,,
2017-12-01 04:00:00,1015.00,68.0,60.8,77,5,180,,,,,,
2017-12-01 04:30:00,1015.00,68.0,60.8,77,5,180,,,,,,
2017-12-01 05:00:00,1016.00,69.8,60.8,73,4,90,,,,,,
2017-12-01 05:30:00,1018.00,69.8,68.0,94,2,40,,,,,,
2017-12-01 07:00:00,1019.00,73.4,66.2,78,7,200,,,,,,
2017-12-01 07:30:00,1019.00,75.2,66.2,73,8,180,,,,,,
2017-12-01 08:30:00,1018.00,77.0,68.0,73,10,180,,,,,,
2017-12-01 09:30:00,1017.00,77.0,68.0,73,10,210,,,,,,
2017-12-01 10:00:00,1017.00,77.0,68.0,73,13,210,,,,,,
2017-12-01 10:30:00,1016.00,75.2,68.0,78,15,210,,,,,,
2017-12-01 11:00:00,1016.00,75.2,68.0,78,15,210,,,,,,
2017-12-01 11:30:00,1015.00,77.0,68.0,73,15,210,,,,,,
2017-12-01 12:00:00,1015.35,76.1,68.2,76,14,230,,,,,,
2017-12-01 12:30:00,1014.00,75.2,68.0,78,12,180,,,,,,
2017-12-01 13:00:00,1014.00,77.0,66.2,69,12,210,,,,,,
2017-12-01 13:30:00,1014.00,78.8,68.0,69,10,200,,,,,,
2017-12-01 14:00:00,1017.00,75.2,66.2,73,7,180,,,,,,
2017-12-01 15:00:00,1015.02,75.2,67.8,77,10,200,,,,,,
2017-12-01 16:00:00,1015.00,73.4,66.2,78,4,190,,,,,,
2017-12-01 17:00:00,1015.00,71.6,68.0,88,6,230,,,,,,
2017-12-01 18:00:00,1016.36,71.1,67.6,88,4,230,,,,,,
2017-12-01 19:00:00,1016.00,71.6,68.0,88,6,210,,,,,,
2017-12-01 20:00:00,1017.00,71.6,68.0,88,5,230,,,,,,
2017-12-01 21:00:00,1017.14,70.3,69.1,95,4,270,,,,,,
2017-12-01 23:00:00,1016.00,68.0,68.0,100,4,230,,,,,,
2017-12-02 01:00:00,1016.00,66.2,64.4,93,4,340,,,,,,
2017-12-02 02:00:00,1016.00,66.2,64.4,93,5,340,,,,,,
2017-12-02 03:00:00,1016.81,65.8,63.9,93,6,360,,,,,,
2017-12-02 04:00:00,1016.00,66.2,64.4,93,5,360,,,,,,
2017-12-02 05:00:00,1018.00,66.2,64.4,93,4,10,,,,,,
2017-12-02 05:30:00,1019.00,69.8,66.2,88,3,12,,,,,,
2017-12-02 06:30:00,1019.00,69.8,68.0,94,0,0,,,,,,
2017-12-02 07:00:00,1019.00,73.4,66.2,78,5,360,,,,,,
2017-12-02 07:30:00,1019.00,73.4,66.2,78,7,120,,,,,,
2017-12-02 08:00:00,1018.00,77.0,68.0,73,5,140,,,,,,
2017-12-02 08:30:00,1018.00,77.0,68.0,73,7,160,,,,,,
2017-12-02 09:00:00,1017.93,76.1,69.4,79,7,160,,,,,,
2017-12-02 09:30:00,1017.00,77.0,69.8,78,7,160,,,,,,
2017-12-02 10:00:00,1017.00,77.0,69.8,78,7,160,,,,,,
2017-12-02 10:30:00,1016.00,75.2,68.0,78,5,160,,,,,,
2017-12-02 11:00:00,1016.00,75.2,68.0,78,6,170,,,,,,
2017-12-02 12:30:00,1014.00,80.6,68.0,65,8,190,,,,,,
2017-12-02 14:30:00,,78.8,68.0,69,5,160,,,,,,
2017-12-02 15:00:00,,77.0,68.0,73,4,160,,,,,,
2017-12-02 15:30:00,1014.00,,,,3,160,,,,,,
2017-12-02 16:00:00,1014.00,75.2,66.2,73,3,150,,,,,,
2017-12-02 16:30:00,1015.00,75.2,66.2,73,3,180,,,,,,
2017-12-02 17:00:00,1015.00,71.6,68.0,88,3,360,,,,,,
2017-12-02 17:30:00,1016.00,71.6,66.2,83,3,340,,,,,,
2017-12-02 19:00:00,1017.00,71.6,66.2,83,3,40,,,,,,
2017-12-02 19:30:00,1017.00,71.6,64.4,78,3,320,,,,,,
2017-12-02 20:00:00,1017.00,71.6,64.4,78,3,340,,,,,,
2017-12-02 20:30:00,1017.00,71.6,64.4,78,5,320,,,,,,
2017-12-02 21:00:00,1017.03,70.7,66.9,87,4,180,,,,,,
2017-12-02 21:30:00,1017.00,71.6,66.2,83,4,160,,,,,,
2017-12-02 22:00:00,1016.00,71.6,68.0,88,3,320,,,,,,
2017-12-02 22:30:00,1016.00,71.6,68.0,88,3,340,,,,,,
2017-12-02 23:00:00,1016.00,71.6,66.2,83,4,360,,,,,,
2017-12-02 23:30:00,1016.00,69.8,66.2,88,3,360,,,,,,
2017-12-03 00:00:00,1016.36,69.8,68.0,94,4,360,,,,,,
2017-12-03 00:30:00,1016.00,69.8,68.0,94,3,360,,,,,,
2017-12-03 01:00:00,1016.00,69.8,68.0,94,4,360,,,,,,
2017-12-03 01:30:00,1016.00,69.8,68.0,94,3,360,,,,,,
2017-12-03 02:00:00,1016.00,69.8,68.0,94,3,360,,,,,,
2017-12-03 03:00:00,1016.00,69.8,68.0,94,3,320,,,,,,
2017-12-03 04:30:00,1018.00,68.0,66.2,93,3,340,,,,,,
2017-12-03 05:00:00,1018.00,69.8,68.0,94,5,340,,,,,,
2017-12-03 05:30:00,1019.00,71.6,68.0,88,6,340,,,,,,
2017-12-03 06:30:00,1018.00,73.4,68.0,83,6,330,,,,,,
2017-12-03 07:00:00,1018.00,77.0,68.0,73,6,320,,,,,,
2017-12-03 07:30:00,1018.00,78.8,66.2,65,7,320,,,,,,
2017-12-03 08:30:00,1018.00,78.8,64.4,61,10,320,,,,,,
2017-12-03 09:30:00,1019.00,75.2,71.6,88,12,170,,,,,,
2017-12-03 10:30:00,1017.00,73.4,69.8,88,10,170,,,,,,
2017-12-03 11:00:00,1017.00,77.0,68.0,73,8,160,,,,,,
2017-12-03 11:30:00,1016.00,75.2,68.0,78,10,160,,,,,,
2017-12-03 12:30:00,1015.00,77.0,64.4,65,10,160,,,,,,
2017-12-03 14:00:00,1015.00,75.2,64.4,69,10,170,,,,,,
2017-12-03 14:30:00,1015.00,75.2,64.4,69,10,170,,,,,,
2017-12-03 15:00:00,1015.00,75.2,64.4,69,10,180,,,,,,
2017-12-03 15:30:00,1016.00,75.2,64.4,69,8,180,,,,,,
2017-12-03 16:00:00,1016.00,75.2,64.4,69,7,180,,,,,,
2017-12-03 16:30:00,1016.00,73.4,64.4,73,6,180,,,,,,
2017-12-03 17:00:00,1016.00,73.4,64.4,73,7,180,,,,,,
2017-12-03 17:30:00,1016.00,71.6,64.4,78,8,170,,,,,,
2017-12-03 18:00:00,1017.00,71.6,64.4,78,6,180,,,,,,
2017-12-03 18:30:00,1017.00,69.8,64.4,83,5,180,,,,,,
2017-12-03 19:00:00,1017.00,69.8,66.2,88,6,180,,,,,,
2017-12-03 19:30:00,1017.00,69.8,66.2,88,5,180,,,,,,
2017-12-03 20:00:00,1017.00,69.8,66.2,88,6,350,,,,,,
2017-12-03 20:30:00,1017.00,69.8,68.0,94,7,320,,,,,,
2017-12-03 21:30:00,1017.00,69.8,66.2,88,8,320,,,,,,
2017-12-03 22:00:00,1017.00,69.8,66.2,88,6,330,,,,,,
2017-12-03 22:30:00,1017.00,69.8,66.2,88,5,320,,,,,,
2017-12-04 00:00:00,1017.00,69.8,66.2,88,5,270,,,,,,
2017-12-04 00:30:00,1016.00,69.8,66.2,88,5,320,,,,,,
2017-12-04 03:30:00,1017.00,68.0,68.0,100,6,270,,,,,,
2017-12-04 04:00:00,1017.00,68.0,66.2,93,5,330,,,,,,
2017-12-04 04:30:00,1017.00,68.0,66.2,93,6,20,,,,,,
2017-12-04 05:00:00,1018.00,68.0,68.0,100,7,270,,,,,,
2017-12-04 07:00:00,1019.00,71.6,69.8,94,4,290,,,,,,
2017-12-04 07:30:00,1019.00,71.6,69.8,94,6,290,,,,,,
2017-12-04 08:00:00,1019.00,71.6,69.8,94,4,270,,,,,,
2017-12-04 10:00:00,1018.00,73.4,69.8,88,8,200,,,,,,
2017-12-04 11:00:00,1017.00,75.2,68.0,78,7,250,,,,,,
2017-12-04 13:00:00,1015.00,78.8,69.8,74,8,190,,,,,,
2017-12-04 14:00:00,1015.00,77.0,68.0,73,8,200,,,,,,
2017-12-05 06:00:00,1018.48,70.7,65.1,82,5,270,,,,,,
2017-12-05 06:30:00,1018.00,73.4,66.2,78,5,260,,,,,,
2017-12-05 07:00:00,1018.00,75.2,66.2,73,5,170,,,,,,
2017-12-05 07:30:00,1018.00,77.0,64.4,65,6,180,,,,,,
2017-12-05 08:00:00,1018.00,77.0,64.4,65,7,180,,,,,,
2017-12-05 08:30:00,1018.00,77.0,64.4,65,8,170,,,,,,
2017-12-05 09:30:00,1017.00,77.0,68.0,73,7,130,,,,,,
2017-12-05 10:00:00,1017.00,77.0,68.0,73,8,150,,,,,,
2017-12-05 11:30:00,1015.00,78.8,68.0,69,9,150,,,,,,
2017-12-05 12:30:00,,78.8,66.2,65,8,180,,,,,,
2017-12-05 13:00:00,1014.00,,,,9,170,,,,,,
2017-12-05 13:30:00,1014.00,78.8,66.2,65,8,170,,,,,,
2017-12-05 14:00:00,1014.00,77.0,64.4,65,7,140,,,,,,
2017-12-05 15:00:00,1013.90,76.8,64.4,65,9,140,,,,,,
2017-12-05 16:00:00,1014.00,73.4,66.2,78,7,170,,,,,,
2017-12-05 18:00:00,1015.35,72.5,66.2,80,5,160,,,,,,
2017-12-05 19:00:00,1015.00,71.6,66.2,83,7,170,,,,,,
2017-12-05 20:00:00,1015.00,71.6,66.2,83,7,190,,,,,,
2017-12-05 21:00:00,1015.91,70.5,66.7,87,4,10,,,,,,
2017-12-05 22:00:00,1015.00,69.8,68.0,94,8,190,,,,,,
2017-12-05 23:00:00,1015.00,68.0,66.2,93,5,340,,,,,,
2017-12-06 00:00:00,1014.90,68.0,66.9,96,4,360,,,,,,
2017-12-06 01:00:00,1015.00,68.0,68.0,100,8,300,,,,,,
2017-12-06 02:00:00,1015.00,68.0,66.2,93,4,340,,,,,,
2017-12-06 03:00:00,1015.91,68.9,66.4,91,6,320,,,,,,
2017-12-06 04:00:00,1015.00,68.0,66.2,93,5,320,,,,,,
2017-12-06 05:00:00,1017.00,68.0,66.2,93,5,340,,,,,,
2017-12-06 06:00:00,1017.00,71.6,68.0,88,5,340,,,,,,
2017-12-06 06:30:00,,73.4,66.2,78,5,330,,,,,,
2017-12-06 07:00:00,,71.6,68.0,88,5,10,,,,,,
2017-12-06 07:30:00,,69.8,68.0,94,9,80,,,,,,
2017-12-06 08:00:00,,68.0,66.2,93,9,80,,,,,,
2017-12-06 08:30:00,,69.8,66.2,88,9,90,,,,,,
2017-12-06 09:30:00,,69.8,66.2,88,7,350,,,,,,
2017-12-06 10:00:00,,73.4,68.0,83,7,180,,,,,,
2017-12-06 10:30:00,,75.2,68.0,78,7,360,,,,,,
2017-12-06 11:00:00,,77.0,64.4,65,7,340,,,,,,
2017-12-06 11:30:00,,78.8,66.2,65,5,310,,,,,,
2017-12-06 12:30:00,,80.6,66.2,61,8,270,,,,,,
2017-12-06 13:00:00,,80.6,64.4,57,7,270,,,,,,
2017-12-06 13:30:00,,73.4,62.6,69,8,180,,,,,,
2017-12-06 14:00:00,,77.0,64.4,65,8,190,,,,,,
2017-12-06 14:30:00,,77.0,66.2,69,8,180,,,,,,
2017-12-06 15:30:00,,77.0,66.2,69,8,190,,,,,,
2017-12-06 16:00:00,,75.2,64.4,69,8,230,,,,,,
2017-12-06 17:00:00,,73.4,66.2,78,8,220,,,,,,
2017-12-06 19:00:00,,73.4,66.2,78,7,190,,,,,,
2017-12-06 19:30:00,,73.4,66.2,78,6,180,,,,,,
2017-12-06 20:00:00,,73.4,66.2,78,6,190,,,,,,
2017-12-06 21:30:00,,73.4,66.2,78,6,180,,,,,,
2017-12-06 22:00:00,,73.4,66.2,78,6,190,,,,,,
2017-12-06 22:30:00,,71.6,66.2,83,7,270,,,,,,
2017-12-07 00:00:00,,73.4,68.0,83,10,180,,,,,,
2017-12-07 03:00:00,,71.6,68.0,88,6,140,,,,,,
2017-12-07 03:30:00,,71.6,68.0,88,7,90,,,,,,
2017-12-07 04:30:00,,69.8,68.0,94,7,45,,,,,,
2017-12-07 05:00:00,,71.6,68.0,88,7,45,,,,,,
2017-12-07 05:30:00,,73.4,71.6,94,5,360,,,,,,
2017-12-07 06:00:00,,75.2,71.6,88,6,40,,,,,,
2017-12-07 06:30:00,,77.0,69.8,78,8,90,,,,,,
2017-12-07 07:30:00,,75.2,69.8,83,10,160,,,,,,
2017-12-07 08:00:00,,77.0,69.8,78,9,170,,,,,,
2017-12-07 08:30:00,,77.0,69.8,78,9,170,,,,,,
2017-12-07 09:00:00,1016.69,77.0,68.9,76,8,160,,,,,,
2017-12-07 09:30:00,,78.8,69.8,74,,,,,,,,
2017-12-07 10:00:00,,78.8,69.8,74,,,,,,,,
2017-12-07 10:30:00,,78.8,69.8,74,,,,,,,,
2017-12-07 11:00:00,,78.8,68.0,69,,,,,,,,
2017-12-07 11:30:00,,80.6,69.8,69,8,80,,,,,,
2017-12-07 12:30:00,,77.0,66.2,69,7,330,,,,,,
2017-12-07 13:00:00,,78.8,69.8,74,7,180,,,,,,
2017-12-07 13:30:00,,77.0,66.2,69,6,190,,,,,,
2017-12-07 14:00:00,,77.0,66.2,69,6,190,,,,,,
2017-12-07 14:30:00,,77.0,69.8,78,6,170,,,,,,
2017-12-07 15:30:00,,77.0,68.0,73,6,190,,,,,,
2017-12-07 16:00:00,,75.2,66.2,73,5,180,,,,,,
2017-12-07 16:30:00,,75.2,68.0,78,5,180,,,,,,
2017-12-07 17:00:00,,73.4,68.0,83,5,170,,,,,,
2017-12-07 17:30:00,,75.2,66.2,73,5,190,,,,,,
2017-12-07 18:00:00,,73.4,68.0,83,5,190,,,,,,
2017-12-07 18:30:00,,73.4,68.0,83,6,190,,,,,,
2017-12-07 19:00:00,,73.4,68.0,83,6,190,,,,,,
2017-12-07 19:30:00,,73.4,66.2,78,7,180,,,,,,
2017-12-07 20:00:00,,73.4,66.2,78,6,190,,,,,,
2017-12-07 20:30:00,,73.4,68.0,83,5,180,,,,,,
2017-12-07 21:00:00,1014.68,71.6,67.8,87,6,180,,,,,,
2017-12-07 21:30:00,,73.4,68.0,83,5,190,,,,,,
2017-12-07 22:30:00,,71.6,66.2,83,6,180,,,,,,
2017-12-07 23:00:00,,71.6,68.0,88,5,170,,,,,,
2017-12-07 23:30:00,,71.6,68.0,88,5,180,,,,,,
2017-12-08 00:00:00,,71.6,68.0,88,6,180,,,,,,
2017-12-08 01:30:00,,71.6,68.0,88,4,270,,,,,,
2017-12-08 02:00:00,,71.6,68.0,88,5,320,,,,,,
2017-12-08 03:30:00,,69.8,68.0,94,5,320,,,,,,
2017-12-08 04:00:00,,69.8,68.0,94,5,330,,,,,,
2017-12-08 05:00:00,,71.6,66.2,83,7,340,,,,,,
2017-12-08 05:30:00,,71.6,66.2,83,6,350,,,,,,
2017-12-08 06:00:00,1016.00,71.6,69.8,94,5,10,,,,,,
2017-12-08 06:30:00,1016.00,71.6,69.8,94,5,90,,,,,,
2017-12-08 07:00:00,1016.00,71.6,71.6,100,4,360,,,,,,
2017-12-08 07:30:00,1016.00,71.6,68.0,88,8,100,,,,,,
2017-12-08 08:30:00,1016.00,75.2,69.8,83,7,120,,,,,,
2017-12-08 09:30:00,1015.00,75.2,68.0,78,7,130,,,,,,
2017-12-08 10:00:00,1014.00,75.2,66.2,73,12,170,,,,,,
2017-12-08 10:30:00,1014.00,77.0,68.0,73,9,170,,,,,,
2017-12-08 11:00:00,1014.00,77.0,69.8,78,9,160,,,,,,
2017-12-08 11:30:00,1013.00,78.8,68.0,69,9,180,,,,,,
2017-12-08 12:30:00,1012.00,77.0,66.2,69,11,130,,,,,,
2017-12-08 13:00:00,1012.00,77.0,66.2,69,11,160,,,,,,
2017-12-08 13:30:00,1012.00,78.8,66.2,65,9,170,,,,,,
2017-12-08 14:00:00,1012.00,78.8,64.4,61,7,180,,,,,,
2017-12-08 14:30:00,1012.00,77.0,64.4,65,7,190,,,,,,
2017-12-08 15:30:00,1013.00,77.0,64.4,65,6,180,,,,,,
2017-12-08 16:00:00,1013.00,75.2,64.4,69,6,160,,,,,,
2017-12-08 16:30:00,1013.00,75.2,64.4,69,5,180,,,,,,
2017-12-08 17:00:00,1013.00,73.4,66.2,78,5,170,,,,,,
2017-12-08 17:30:00,1014.00,73.4,66.2,78,5,180,,,,,,
2017-12-08 18:00:00,1014.46,73.4,67.5,81,6,160,,,,,,
2017-12-08 18:30:00,1014.00,73.4,68.0,83,6,180,,,,,,
2017-12-08 19:00:00,,73.4,69.8,88,9,180,,,,,,
2017-12-08 19:30:00,,73.4,69.8,88,7,170,,,,,,
2017-12-08 20:00:00,,73.4,68.0,83,7,180,,,,,,
2017-12-08 20:30:00,,73.4,68.0,83,6,180,,,,,,
2017-12-08 21:00:00,1015.02,71.6,67.8,87,6,190,,,,,,
2017-12-08 21:30:00,,71.6,68.0,88,7,200,,,,,,
2017-12-08 22:00:00,,73.4,68.0,83,5,240,,,,,,
2017-12-08 23:00:00,,71.6,68.0,88,5,160,,,,,,
2017-12-08 23:30:00,,71.6,68.0,88,4,170,,,,,,
2017-12-09 00:30:00,,69.8,69.8,100,5,350,,,,,,
2017-12-09 01:00:00,,69.8,69.8,100,6,360,,,,,,
2017-12-09 01:30:00,,69.8,69.8,100,5,20,,,,,,
2017-12-09 02:00:00,,69.8,69.8,100,5,40,,,,,,
2017-12-09 03:30:00,1017.00,64.4,64.4,100,10,220,,,,,,
2017-12-09 04:00:00,,66.2,64.4,93,10,220,,,,,,
2017-12-09 04:30:00,,66.2,66.2,100,6,170,,,,,,
2017-12-09 05:00:00,,68.0,66.2,93,4,140,,,,,,
2017-12-09 05:30:00,,68.0,66.2,93,5,170,,,,,,
2017-12-09 06:00:00,,68.0,66.2,93,9,160,,,,,,
2017-12-09 06:30:00,,68.0,66.2,93,8,140,,,,,,
2017-12-09 07:00:00,,69.8,68.0,94,8,140,,,,,,
2017-12-09 07:30:00,,69.8,68.0,94,7,140,,,,,,
2017-12-09 08:00:00,,69.8,66.2,88,7,180,,,,,,
2017-12-09 08:30:00,,71.6,66.2,83,8,180,,,,,,
2017-12-09 09:00:00,1015.58,72.5,66.2,80,8,180,,,,,,
2017-12-09 09:30:00,,73.4,66.2,78,5,180,,,,,,
2017-12-09 10:00:00,,75.2,66.2,73,4,180,,,,,,
2017-12-09 11:00:00,,75.2,84.2,100,4,180,,,,,,
2017-12-09 11:30:00,,75.2,68.0,78,5,180,,,,,,
2017-12-09 12:00:00,1013.34,76.1,67.5,74,6,200,,,,,,
2017-12-09 12:30:00,,75.2,66.2,73,10,200,,,,,,
2017-12-09 13:00:00,,75.2,66.2,73,8,200,,,,,,
2017-12-09 13:30:00,,75.2,66.2,73,5,180,,,,,,
2017-12-09 14:00:00,,75.2,66.2,73,4,180,,,,,,
2017-12-09 14:30:00,,75.2,66.2,73,3,180,,,,,,
2017-12-09 15:30:00,,73.4,66.2,78,3,230,,,,,,
2017-12-09 16:00:00,,73.4,68.0,83,3,230,,,,,,
2017-12-09 16:30:00,1014.00,73.4,68.0,83,4,200,,,,,,
2017-12-09 17:00:00,1014.00,73.4,68.0,83,3,250,,,,,,
2017-12-09 17:30:00,,73.4,66.2,78,3,240,,,,,,
2017-12-09 18:00:00,1014.68,71.6,67.8,87,5,230,,,,,,
2017-12-09 18:30:00,1014.00,71.6,68.0,88,4,270,,,,,,
2017-12-09 19:00:00,1015.00,71.6,68.0,88,5,270,,,,,,
2017-12-09 19:30:00,1015.00,71.6,68.0,88,3,210,,,,,,
2017-12-09 20:00:00,1015.00,71.6,68.0,88,3,200,,,,,,
2017-12-09 20:30:00,,69.8,68.0,94,4,270,,,,,,
2017-12-09 21:00:00,1015.35,69.8,68.4,95,3,270,,,,,,
2017-12-09 21:30:00,1015.00,69.8,68.0,94,4,260,,,,,,
2017-12-09 22:00:00,1015.00,69.8,68.0,94,6,260,,,,,,
2017-12-09 22:30:00,1015.00,69.8,68.0,94,6,260,,,,,,
2017-12-09 23:00:00,1015.00,68.0,68.0,100,6,260,,,,,,
2017-12-09 23:30:00,1015.00,68.0,68.0,100,6,260,,,,,,
2017-12-10 00:00:00,1015.35,68.4,67.8,98,4,360,,,,,,
2017-12-10 00:30:00,1015.00,68.0,68.0,100,8,260,,,,,,
2017-12-10 01:00:00,1015.00,68.0,68.0,100,4,360,,,,,,
2017-12-10 01:30:00,1015.00,68.0,68.0,100,6,360,,,,,,
2017-12-10 02:00:00,1015.00,68.0,68.0,100,4,360,,,,,,
2017-12-10 04:00:00,,68.0,68.0,100,4,300,,,,,,
2017-12-10 04:30:00,,68.0,68.0,100,0,0,,,,,,
2017-12-10 05:00:00,1016.00,68.0,68.0,100,3,20,,,,,,
2017-12-10 05:30:00,1016.00,68.0,68.0,100,4,360,,,,,,
2017-12-10 07:30:00,1016.00,75.2,68.0,78,3,260,,,,,,
2017-12-10 08:00:00,,77.0,68.0,73,2,40,,,,,,
2017-12-10 08:30:00,1016.00,77.0,64.4,65,5,270,,,,,,
2017-12-10 09:00:00,1016.00,77.0,68.0,73,4,280,,,,,,
2017-12-10 09:30:00,1015.00,78.8,66.2,65,6,180,,,,,,
2017-12-10 10:00:00,1015.00,78.8,68.0,69,8,190,,,,,,
2017-12-10 10:30:00,1015.00,80.6,66.2,61,9,180,,,,,,
2017-12-10 11:00:00,1015.00,78.8,68.0,69,9,180,,,,,,
2017-12-10 11:30:00,1014.00,78.8,68.0,69,5,170,,,,,,
2017-12-10 12:00:00,1014.00,78.8,68.0,69,8,170,,,,,,
2017-12-10 12:30:00,1013.00,77.0,68.0,73,9,180,,,,,,
2017-12-10 13:00:00,1013.00,77.0,68.0,73,8,160,,,,,,
2017-12-10 13:30:00,1013.00,77.0,68.0,73,6,160,,,,,,
2017-12-10 14:00:00,1013.00,77.0,68.0,73,6,180,,,,,,
2017-12-10 14:30:00,1013.00,77.0,68.0,73,6,160,,,,,,
2017-12-10 15:00:00,1014.46,77.0,67.1,71,6,160,,,,,,
2017-12-10 15:30:00,1014.00,77.0,68.0,73,5,160,,,,,,
2017-12-10 16:00:00,1014.00,77.0,68.0,73,5,180,,,,,,
2017-12-10 16:30:00,1014.00,77.0,68.0,73,6,180,,,,,,
2017-12-10 17:00:00,1014.00,75.2,66.2,73,5,160,,,,,,
2017-12-10 18:30:00,1016.00,73.4,68.0,83,6,220,,,,,,
2017-12-10 19:00:00,1015.00,73.4,68.0,83,8,230,,,,,,
2017-12-10 19:30:00,1016.00,73.4,68.0,83,6,220,,,,,,
2017-12-10 20:00:00,,73.4,68.0,83,6,180,,,,,,
2017-12-10 20:30:00,,71.6,68.0,88,6,270,,,,,,
2017-12-10 21:00:00,1016.02,71.6,67.8,87,6,270,,,,,,
2017-12-10 21:30:00,,71.6,68.0,88,6,220,,,,,,
2017-12-10 22:00:00,,71.6,68.0,88,6,250,,,,,,
2017-12-10 22:30:00,,71.6,68.0,88,6,320,,,,,,
2017-12-10 23:00:00,,71.6,68.0,88,6,330,,,,,,
2017-12-11 01:00:00,,71.6,68.0,88,5,330,,,,,,
2017-12-11 02:00:00,,68.0,68.0,100,5,270,,,,,,
2017-12-11 02:30:00,,68.0,68.0,100,5,280,,,,,,
2017-12-11 03:00:00,1016.58,67.1,67.1,100,5,320,,,,,,
2017-12-11 03:30:00,,68.0,68.0,100,4,360,,,,,,
2017-12-11 04:00:00,,68.0,68.0,100,5,360,,,,,,
2017-12-11 04:30:00,,68.0,68.0,100,7,270,,,,,,
2017-12-11 05:00:00,,68.0,68.0,100,7,260,,,,,,
2017-12-11 05:30:00,,69.8,68.0,94,5,270,,,,,,
2017-12-11 08:00:00,,73.4,64.4,73,5,270,,,,,,
2017-12-11 08:30:00,,75.2,62.6,64,5,250,,,,,,
2017-12-11 09:30:00,,77.0,62.6,61,6,300,,,,,,
2017-12-11 10:00:00,,80.6,60.8,51,6,240,,,,,,
2017-12-11 10:30:00,,78.8,62.6,57,4,300,,,,,,
2017-12-11 11:00:00,,80.6,62.6,54,5,280,,,,,,
2017-12-11 11:30:00,,80.6,62.6,54,7,200,,,,,,
2017-12-11 12:30:00,,80.6,64.4,57,9,190,,,,,,
2017-12-11 13:00:00,,78.8,68.0,69,9,170,,,,,,
2017-12-11 13:30:00,,77.0,68.0,73,9,160,,,,,,
2017-12-11 14:00:00,,77.0,62.6,61,9,160,,,,,,
2017-12-11 14:30:00,,77.0,64.4,65,10,170,,,,,,
2017-12-11 15:30:00,,75.2,62.6,64,9,180,,,,,,
2017-12-11 16:00:00,,75.2,62.6,64,8,180,,,,,,
2017-12-11 16:30:00,,73.4,62.6,69,7,190,,,,,,
2017-12-11 17:00:00,1016.00,84.2,51.8,32,4,230,,,,,,
2017-12-11 17:30:00,,73.4,64.4,73,10,180,,,,,,
2017-12-11 18:00:00,,73.4,64.4,73,7,220,,,,,,
2017-12-11 18:30:00,,73.4,64.4,73,7,200,,,,,,
2017-12-11 19:00:00,,71.6,64.4,78,7,220,,,,,,
2017-12-11 19:30:00,,71.6,64.4,78,7,340,,,,,,
2017-12-11 20:00:00,,71.6,64.4,78,7,350,,,,,,
2017-12-11 20:30:00,,71.6,64.4,78,7,340,,,,,,
2017-12-11 21:00:00,1016.81,71.6,66.2,83,8,360,,,,,,
2017-12-11 21:30:00,,69.8,66.2,88,6,360,,,,,,
2017-12-11 22:00:00,,69.8,68.0,94,6,360,,,,,,
2017-12-11 23:00:00,,69.8,68.0,94,5,360,,,,,,
2017-12-11 23:30:00,,69.8,68.0,94,5,360,,,,,,
