TimeStamp,PM2.5(Ug/m3),hour,EVI,NDVI,humidity (%),precipitation (mm),pressure (kPa),radiation (W/m2),temperature (oC),windspeed (m/s),winddirection_E,winddirection_N,winddirection_NE,winddirection_NW,winddirection_S,winddirection_SE,winddirection_SW,winddirection_W
2017-09-09 18:00:00,48.0,18,0.2018,0.3719,73,0.0,87.5,0.9,23.27,0.44,0,0,0,0,0,1,0,0
2017-09-09 19:00:00,46.0,19,0.2018,0.3719,77,0.0,87.58,0.0,22.72,0.38,0,0,1,0,0,0,0,0
2017-09-09 20:00:00,69.0,20,0.2018,0.3719,80,0.0,87.67,0.0,22.29,0.37,0,0,0,0,0,1,0,0
2017-09-09 21:00:00,84.0,21,0.2018,0.3719,82,0.0,87.66,0.0,21.71,0.34,0,1,0,0,0,0,0,0
2017-09-09 22:00:00,83.0,22,0.2018,0.3719,87,0.0,87.68,0.0,20.86,0.29,0,0,1,0,0,0,0,0
2017-09-09 23:00:00,138.0,23,0.2018,0.3719,90,0.0,87.77,0.0,20.3,0.46,0,0,0,0,0,1,0,0
2017-09-10 00:00:00,126.0,0,0.2018,0.3719,91,0.0,87.74,0.0,20.3,0.59,0,0,0,0,0,1,0,0
2017-09-10 01:00:00,63.0,1,0.2018,0.3719,91,0.0,87.67,0.0,20.14,0.99,0,0,0,0,0,1,0,0
2017-09-10 02:00:00,53.0,2,0.2018,0.3719,89,0.0,87.63,0.0,20.15,1.19,0,0,0,0,0,1,0,0
2017-09-10 03:00:00,48.0,3,0.2018,0.3719,89,0.0,87.59,0.0,19.78,0.69,1,0,0,0,0,0,0,0
2017-09-10 04:00:00,35.0,4,0.2018,0.3719,86,0.0,87.68,0.0,19.75,1.04,0,0,1,0,0,0,0,0
2017-09-10 05:00:00,34.0,5,0.2018,0.3719,93,0.0,87.72,0.0,19.4,0.51,1,0,0,0,0,0,0,0
2017-09-10 06:00:00,47.0,6,0.2018,0.3719,95,0.0,87.74,0.72,19.03,0.37,1,0,0,0,0,0,0,0
2017-09-10 07:00:00,74.0,7,0.2018,0.3719,97,0.0,87.78,36.35,19.32,0.43,0,0,0,0,0,0,0,1
2017-09-10 08:00:00,78.0,8,0.2018,0.3719,94,0.0,87.84,128.68,20.36,0.46,0,0,0,1,0,0,0,0
2017-09-10 09:00:00,65.0,9,0.2018,0.3719,86,0.0,87.88,295.5,22.14,0.58,0,0,0,0,0,0,0,1
2017-09-10 10:00:00,62.0,10,0.2018,0.3719,78,0.0,87.94,337.85,23.09,0.71,0,0,0,0,0,0,0,1
2017-09-10 11:00:00,40.0,11,0.2018,0.3719,70,0.0,87.89,760.4,25.3,0.92,0,1,0,0,0,0,0,0
2017-09-10 12:00:00,35.0,12,0.2018,0.3719,63,0.0,87.82,476.25,25.71,0.79,0,1,0,0,0,0,0,0
2017-09-10 13:00:00,36.0,13,0.2018,0.3719,61,0.0,87.73,262.57,25.79,0.57,1,0,0,0,0,0,0,0
2017-09-10 14:00:00,34.0,14,0.2018,0.3719,73,0.0,87.66,97.13,22.22,1.41,1,0,0,0,0,0,0,0
2017-09-10 15:00:00,54.0,15,0.2018,0.3719,70,0.0,87.55,453.62,22.81,0.91,0,1,0,0,0,0,0,0
2017-09-10 16:00:00,41.0,16,0.2018,0.3719,61,0.0,87.51,350.4,25.05,0.67,0,0,0,0,0,0,0,1
2017-09-10 17:00:00,30.0,17,0.2018,0.3719,54,0.0,87.49,310.97,26.37,0.79,0,0,0,0,0,0,0,1
2017-09-10 18:00:00,26.0,18,0.2018,0.3719,57,0.0,87.54,64.95,24.99,0.48,0,0,0,1,0,0,0,0
2017-09-10 19:00:00,32.0,19,0.2018,0.3719,65,0.0,87.65,0.0,23.06,0.35,0,1,0,0,0,0,0,0
2017-09-10 20:00:00,43.0,20,0.2018,0.3719,73,0.0,87.66,0.0,22.24,0.42,0,1,0,0,0,0,0,0
2017-09-10 21:00:00,47.0,21,0.2018,0.3719,77,0.0,87.73,0.0,21.54,0.39,0,0,1,0,0,0,0,0
2017-09-10 22:00:00,52.0,22,0.2018,0.3719,80,0.0,87.8,0.0,20.68,0.31,0,0,1,0,0,0,0,0
2017-09-10 23:00:00,72.0,23,0.2018,0.3719,83,0.0,87.8,0.0,20.14,0.43,0,0,1,0,0,0,0,0
2017-09-11 00:00:00,90.0,0,0.2018,0.3719,86,0.0,87.76,0.0,19.68,0.32,0,0,1,0,0,0,0,0
2017-09-11 01:00:00,117.0,1,0.2018,0.3719,90,0.0,87.72,0.0,19.37,0.53,0,1,0,0,0,0,0,0
2017-09-11 02:00:00,96.0,2,0.2018,0.3719,91,0.0,87.66,0.0,19.2,0.6,0,0,0,0,1,0,0,0
2017-09-11 03:00:00,49.0,3,0.2018,0.3719,93,0.0,87.6,0.0,18.57,0.33,0,0,1,0,0,0,0,0
2017-09-11 04:00:00,40.0,4,0.2018,0.3719,94,0.0,87.61,0.0,18.17,0.54,0,0,0,0,0,1,0,0
2017-09-11 05:00:00,40.0,5,0.2018,0.3719,95,0.0,87.64,0.0,17.99,0.47,0,0,1,0,0,0,0,0
2017-09-11 06:00:00,51.0,6,0.2018,0.3719,94,0.0,87.68,1.65,18.06,0.48,0,0,1,0,0,0,0,0
2017-09-11 07:00:00,54.0,7,0.2018,0.3719,93,0.0,87.74,42.48,18.29,0.44,1,0,0,0,0,0,0,0
2017-09-11 08:00:00,65.0,8,0.2018,0.3719,89,0.0,87.79,258.23,20.45,0.59,0,0,1,0,0,0,0,0
2017-09-11 09:00:00,51.0,9,0.2018,0.3719,75,0.0,87.83,503.83,23.7,0.72,0,0,1,0,0,0,0,0
2017-09-11 10:00:00,46.0,10,0.2018,0.3719,67,0.0,87.85,694.48,25.62,0.73,0,0,0,0,0,1,0,0
2017-09-11 11:00:00,39.0,11,0.2018,0.3719,64,0.0,87.8,895.1,26.37,0.86,0,0,0,0,1,0,0,0
2017-09-11 12:00:00,36.0,12,0.2018,0.3719,60,0.0,87.73,631.08,26.96,0.93,0,1,0,0,0,0,0,0
2017-09-11 13:00:00,38.0,13,0.2018,0.3719,56,0.0,87.64,616.04,27.52,0.83,0,0,0,0,0,1,0,0
2017-09-11 14:00:00,38.0,14,0.2018,0.3719,52,0.0,87.54,631.81,28.23,0.73,1,0,0,0,0,0,0,0
2017-09-11 15:00:00,38.0,15,0.2018,0.3719,53,1.74,87.49,156.31,28.11,0.67,0,0,1,0,0,0,0,0
2017-09-11 16:00:00,45.0,16,0.2018,0.3719,75,0.03,87.45,127.47,22.33,0.61,0,0,1,0,0,0,0,0
2017-09-11 17:00:00,79.0,17,0.2018,0.3719,70,0.0,87.45,41.77,23.3,0.44,0,0,1,0,0,0,0,0
2017-09-13 19:00:00,97.0,19,0.2018,0.3719,92,0.0,87.62,0.0,20.72,1.27,1,0,0,0,0,0,0,0
2017-09-24 04:00:00,133.0,4,0.2018,0.3719,90,0.0,87.73,0.0,20.46,0.91,1,0,0,0,0,0,0,0
2017-09-24 05:00:00,78.0,5,0.2018,0.3719,92,0.0,87.8,0.0,19.9,0.84,1,0,0,0,0,0,0,0
2017-09-24 06:00:00,54.0,6,0.2018,0.3719,94,0.0,87.82,1.7,19.14,0.56,0,1,0,0,0,0,0,0
2017-09-24 07:00:00,55.0,7,0.2018,0.3719,95,0.0,87.88,55.55,19.57,0.81,0,0,0,0,0,1,0,0
2017-09-24 08:00:00,67.0,8,0.2018,0.3719,92,0.0,88.02,170.5,20.47,1.63,1,0,0,0,0,0,0,0
2017-09-24 09:00:00,59.0,9,0.2018,0.3719,85,0.0,87.98,516.42,22.06,1.53,0,0,0,0,0,1,0,0
2017-09-24 10:00:00,44.0,10,0.2018,0.3719,75,0.0,87.97,612.73,23.5,1.13,0,1,0,0,0,0,0,0
2017-09-24 11:00:00,36.0,11,0.2018,0.3719,67,0.0,87.94,730.33,25.55,0.93,0,0,0,0,0,1,0,0
2017-09-24 12:00:00,30.0,12,0.2018,0.3719,67,0.0,87.88,480.15,25.42,0.97,0,0,0,0,1,0,0,0
2017-09-24 13:00:00,26.0,13,0.2018,0.3719,61,0.0,87.75,881.57,25.98,1.05,0,0,0,0,0,1,0,0
2017-09-24 14:00:00,27.0,14,0.2018,0.3719,47,0.0,87.64,746.57,27.35,0.99,0,0,0,0,1,0,0,0
2017-09-24 15:00:00,22.0,15,0.2018,0.3719,44,0.0,87.58,444.57,27.86,0.67,0,1,0,0,0,0,0,0
2017-09-24 16:00:00,24.0,16,0.2018,0.3719,58,0.0,87.62,142.58,25.17,1.03,0,0,0,0,0,0,1,0
2017-09-24 17:00:00,32.0,17,0.2018,0.3719,70,0.0,87.62,43.28,23.34,0.54,0,1,0,0,0,0,0,0
2017-09-24 18:00:00,35.0,18,0.2018,0.3719,75,0.0,87.63,13.58,22.67,0.69,0,0,0,0,0,1,0,0
2017-09-24 19:00:00,82.0,19,0.2018,0.3719,80,0.0,87.71,0.0,21.76,0.58,0,0,0,0,0,1,0,0
2017-09-24 20:00:00,85.0,20,0.2018,0.3719,84,0.0,87.8,0.0,21.23,0.3,1,0,0,0,0,0,0,0
2017-09-24 21:00:00,112.0,21,0.2018,0.3719,85,0.0,87.82,0.0,21.11,0.64,0,0,0,0,0,1,0,0
2017-09-24 22:00:00,128.0,22,0.2018,0.3719,80,0.0,87.85,0.0,20.23,0.78,0,0,0,0,0,1,0,0
2017-09-24 23:00:00,84.0,23,0.2018,0.3719,82,0.0,87.81,0.0,19.64,1.03,0,0,0,0,0,1,0,0
2017-09-25 00:00:00,42.0,0,0.2018,0.3719,87,0.0,87.77,0.0,19.11,1.13,0,1,0,0,0,0,0,0
2017-09-25 01:00:00,37.0,1,0.2018,0.3719,91,0.0,87.72,0.0,18.54,0.81,1,0,0,0,0,0,0,0
2017-09-25 02:00:00,27.0,2,0.2018,0.3719,93,0.0,87.67,0.0,18.4,0.85,1,0,0,0,0,0,0,0
2017-09-25 03:00:00,27.0,3,0.2018,0.3719,94,0.0,87.65,0.0,18.4,0.69,1,0,0,0,0,0,0,0
2017-09-25 04:00:00,33.0,4,0.2018,0.3719,95,0.0,87.66,0.0,17.94,0.7,1,0,0,0,0,0,0,0
2017-09-25 05:00:00,31.0,5,0.2018,0.3719,96,0.0,87.68,0.0,17.49,0.6,0,0,1,0,0,0,0,0
2017-09-25 06:00:00,33.0,6,0.2018,0.3719,96,0.0,87.71,2.4,17.37,0.39,0,1,0,0,0,0,0,0
2017-09-25 07:00:00,48.0,7,0.2018,0.3719,95,0.0,87.74,58.15,18.02,0.55,0,0,1,0,0,0,0,0
2017-09-25 08:00:00,45.0,8,0.2018,0.3719,93,0.0,87.76,228.73,19.81,0.82,1,0,0,0,0,0,0,0
2017-09-25 09:00:00,36.0,9,0.2018,0.3719,85,0.0,87.75,502.67,22.07,0.85,1,0,0,0,0,0,0,0
2017-09-25 10:00:00,39.0,10,0.2018,0.3719,70,0.0,87.74,730.45,24.83,0.87,1,0,0,0,0,0,0,0
2017-09-25 11:00:00,38.0,11,0.2018,0.3719,60,0.0,87.7,880.13,26.6,0.94,1,0,0,0,0,0,0,0
2017-09-25 12:00:00,30.0,12,0.2018,0.3719,55,0.0,87.66,899.25,27.75,0.91,1,0,0,0,0,0,0,0
2017-09-25 13:00:00,31.0,13,0.2018,0.3719,54,0.0,87.58,570.99,27.93,0.83,1,0,0,0,0,0,0,0
2017-09-25 14:00:00,25.0,14,0.2018,0.3719,52,0.0,87.49,635.77,28.59,0.79,0,0,0,0,0,1,0,0
2017-09-25 15:00:00,31.0,15,0.2018,0.3719,52,0.0,87.44,186.93,27.89,0.64,1,0,0,0,0,0,0,0
2017-09-25 16:00:00,30.0,16,0.2018,0.3719,59,0.0,87.42,47.42,26.11,0.75,0,0,1,0,0,0,0,0
2017-09-25 17:00:00,53.0,17,0.2018,0.3719,76,6.86,87.45,63.55,21.59,1.03,0,0,0,0,0,1,0,0
2017-09-25 18:00:00,58.0,18,0.2018,0.3719,91,1.02,87.47,13.92,18.43,0.66,1,0,0,0,0,0,0,0
2017-09-25 19:00:00,53.0,19,0.2018,0.3719,90,0.0,87.54,0.0,19.53,0.51,0,0,1,0,0,0,0,0
2017-09-25 20:00:00,68.0,20,0.2018,0.3719,92,0.0,87.62,0.0,19.83,0.5,0,0,1,0,0,0,0,0
2017-09-25 21:00:00,165.0,21,0.2018,0.3719,91,0.0,87.73,0.0,19.96,0.61,1,0,0,0,0,0,0,0
2017-09-25 22:00:00,162.0,22,0.2018,0.3719,86,0.0,87.72,0.0,19.85,0.63,0,0,0,0,0,1,0,0
2017-09-25 23:00:00,42.0,23,0.2018,0.3719,83,0.0,87.7,0.0,19.95,0.59,1,0,0,0,0,0,0,0
2017-09-26 00:00:00,73.0,0,0.2018,0.3719,87,0.0,87.69,0.0,19.38,0.73,0,0,1,0,0,0,0,0
2017-09-26 01:00:00,60.0,1,0.2018,0.3719,89,0.0,87.63,0.0,19.31,0.52,0,0,0,0,0,1,0,0
2017-09-26 02:00:00,48.0,2,0.2018,0.3719,89,0.0,87.61,0.0,19.56,0.69,1,0,0,0,0,0,0,0
2017-09-26 03:00:00,59.0,3,0.2018,0.3719,89,0.0,87.56,0.0,19.78,0.78,1,0,0,0,0,0,0,0
2017-09-26 04:00:00,54.0,4,0.2018,0.3719,89,0.0,87.58,0.0,19.85,1.23,0,0,0,0,0,1,0,0
2017-09-26 05:00:00,57.0,5,0.2018,0.3719,92,0.0,87.62,0.0,19.17,0.56,0,0,0,0,1,0,0,0
2017-09-26 06:00:00,60.0,6,0.2018,0.3719,95,0.0,87.65,0.0,18.55,0.49,0,1,0,0,0,0,0,0
2017-11-08 11:00:00,29.0,11,0.2335,0.4754,78,0.0,87.81,659.45,24.17,0.69,0,0,1,0,0,0,0,0
2017-11-08 12:00:00,27.0,12,0.2335,0.4754,63,0.0,87.75,752.99,26.61,0.79,1,0,0,0,0,0,0,0
2017-11-08 13:00:00,32.0,13,0.2335,0.4754,58,0.0,87.65,335.62,27.18,0.54,0,0,0,0,0,0,1,0
2017-11-08 15:00:00,36.0,15,0.2335,0.4754,69,0.0,87.45,317.13,24.21,0.56,0,0,0,0,0,0,1,0
2017-11-08 17:00:00,40.0,17,0.2335,0.4754,76,0.0,87.5,41.35,23.24,0.83,1,0,0,0,0,0,0,0
2017-11-08 18:00:00,55.0,18,0.2335,0.4754,82,0.0,87.57,8.22,22.03,0.73,1,0,0,0,0,0,0,0
2017-11-08 19:00:00,70.0,19,0.2335,0.4754,86,0.0,87.61,0.0,21.11,0.48,0,0,1,0,0,0,0,0
2017-11-08 20:00:00,98.0,20,0.2335,0.4754,88,0.0,87.66,0.0,20.77,0.52,0,0,1,0,0,0,0,0
2017-11-08 21:00:00,101.0,21,0.2335,0.4754,87,0.0,87.74,0.0,20.96,0.33,0,0,1,0,0,0,0,0
2017-11-08 22:00:00,87.0,22,0.2335,0.4754,88,0.0,87.74,0.0,20.75,0.51,0,0,1,0,0,0,0,0
2017-11-08 23:00:00,101.0,23,0.2335,0.4754,93,0.0,87.76,0.0,19.99,0.45,1,0,0,0,0,0,0,0
2017-11-09 00:00:00,82.0,0,0.2335,0.4754,96,0.02,87.74,0.0,19.79,0.35,0,0,0,0,0,1,0,0
2017-11-09 01:00:00,54.0,1,0.2335,0.4754,97,3.03,87.72,0.0,19.73,0.32,0,0,0,0,1,0,0,0
2017-11-09 02:00:00,42.0,2,0.2335,0.4754,98,0.27,87.64,0.0,19.41,0.42,0,0,1,0,0,0,0,0
2017-11-09 03:00:00,45.0,3,0.2335,0.4754,99,0.02,87.62,0.0,19.08,0.46,0,0,1,0,0,0,0,0
2017-11-09 04:00:00,43.0,4,0.2335,0.4754,100,0.0,87.68,0.0,18.8,0.31,0,0,1,0,0,0,0,0
2017-11-09 05:00:00,42.0,5,0.2335,0.4754,99,0.02,87.7,0.0,18.61,0.23,0,0,1,0,0,0,0,0
2017-11-09 06:00:00,31.0,6,0.2335,0.4754,100,0.0,87.73,3.93,18.64,0.27,0,0,1,0,0,0,0,0
2017-11-09 07:00:00,58.0,7,0.2335,0.4754,100,0.0,87.78,64.08,19.12,0.26,1,0,0,0,0,0,0,0
2017-11-09 08:00:00,59.0,8,0.2335,0.4754,99,0.0,87.86,103.13,20.06,0.43,1,0,0,0,0,0,0,0
2017-11-09 09:00:00,68.0,9,0.2335,0.4754,95,0.0,87.86,372.12,21.54,0.75,1,0,0,0,0,0,0,0
2017-11-09 10:00:00,55.0,10,0.2335,0.4754,84,0.0,87.85,371.92,23.27,0.61,0,0,0,0,0,1,0,0
2017-11-09 11:00:00,44.0,11,0.2335,0.4754,76,0.0,87.81,440.23,24.67,0.69,0,1,0,0,0,0,0,0
2017-11-09 12:00:00,31.0,12,0.2335,0.4754,63,0.0,87.72,715.3,27.06,0.81,0,0,0,0,0,0,1,0
2017-11-09 13:00:00,25.0,13,0.2335,0.4754,62,0.0,87.61,487.35,26.98,0.81,0,0,0,0,1,0,0,0
2017-11-09 14:00:00,16.0,14,0.2335,0.4754,68,0.14,87.5,436.07,26.37,0.93,0,0,0,0,1,0,0,0
2017-11-09 15:00:00,23.0,15,0.2335,0.4754,72,0.0,87.42,179.57,24.6,0.67,0,0,0,0,0,0,1,0
2017-11-09 16:00:00,30.0,16,0.2335,0.4754,68,0.0,87.41,134.27,24.58,0.71,0,0,0,0,0,0,1,0
2017-11-09 17:00:00,27.0,17,0.2335,0.4754,70,0.0,87.44,104.82,24.21,0.44,0,0,0,0,1,0,0,0
2017-11-09 18:00:00,21.0,18,0.2335,0.4754,74,0.77,87.51,27.02,23.23,0.37,0,0,0,0,0,1,0,0
2017-11-09 19:00:00,28.0,19,0.2335,0.4754,90,0.03,87.57,0.0,20.38,0.38,0,0,0,0,0,1,0,0
2017-11-09 20:00:00,43.0,20,0.2335,0.4754,93,0.02,87.62,0.0,19.8,0.33,0,0,0,0,0,1,0,0
2017-11-09 21:00:00,46.0,21,0.2335,0.4754,95,0.0,87.61,0.0,19.5,0.2,1,0,0,0,0,0,0,0
2017-11-09 22:00:00,67.0,22,0.2335,0.4754,95,0.02,87.63,0.0,19.44,0.83,0,0,0,0,0,1,0,0
2017-11-09 23:00:00,85.0,23,0.2335,0.4754,94,0.0,87.63,0.0,19.47,0.66,1,0,0,0,0,0,0,0
2017-11-10 00:00:00,73.0,0,0.2335,0.4754,92,0.0,87.61,0.0,19.56,0.79,1,0,0,0,0,0,0,0
2017-11-10 01:00:00,52.0,1,0.2335,0.4754,91,0.0,87.58,0.0,19.33,0.55,0,0,0,0,0,1,0,0
2017-11-10 02:00:00,41.0,2,0.2335,0.4754,95,0.0,87.54,0.0,18.85,0.3,1,0,0,0,0,0,0,0
2017-11-10 03:00:00,44.0,3,0.2335,0.4754,97,0.0,87.5,0.0,18.52,0.48,1,0,0,0,0,0,0,0
2017-11-10 04:00:00,52.0,4,0.2335,0.4754,97,0.0,87.5,0.0,18.27,0.66,0,0,0,0,0,1,0,0
2017-11-10 05:00:00,32.0,5,0.2335,0.4754,96,0.0,87.54,0.0,18.18,0.47,1,0,0,0,0,0,0,0
2017-11-10 06:00:00,39.0,6,0.2335,0.4754,97,0.0,87.62,5.65,17.91,0.73,1,0,0,0,0,0,0,0
2017-11-10 07:00:00,67.0,7,0.2335,0.4754,96,0.0,87.7,69.48,18.63,0.98,1,0,0,0,0,0,0,0
2017-11-10 08:00:00,74.0,8,0.2335,0.4754,88,0.0,87.73,211.53,20.53,0.88,0,0,0,0,0,1,0,0
2017-11-10 09:00:00,69.0,9,0.2335,0.4754,72,0.0,87.73,531.62,24.43,0.7,0,0,1,0,0,0,0,0
2017-11-10 10:00:00,36.0,10,0.2335,0.4754,64,0.0,87.71,716.84,26.65,0.82,1,0,0,0,0,0,0,0
2017-11-10 11:00:00,29.0,11,0.2335,0.4754,60,0.0,87.67,693.31,27.24,0.87,1,0,0,0,0,0,0,0
2017-11-10 12:00:00,32.0,12,0.2335,0.4754,58,0.0,87.58,616.5,27.94,0.75,0,0,0,0,0,1,0,0
2017-11-10 13:00:00,25.0,13,0.2335,0.4754,58,0.0,87.5,327.86,27.42,0.6,0,0,0,0,1,0,0,0
2017-11-10 14:00:00,27.0,14,0.2335,0.4754,82,8.39,87.45,55.6,21.32,0.88,0,0,0,0,1,0,0,0
2017-11-10 15:00:00,25.0,15,0.2335,0.4754,96,1.12,87.38,90.75,18.68,0.51,0,0,0,0,0,1,0,0
2017-11-10 16:00:00,38.0,16,0.2335,0.4754,94,0.0,87.32,198.67,20.41,0.65,0,0,0,0,0,1,0,0
2017-11-10 17:00:00,34.0,17,0.2335,0.4754,84,0.0,87.38,81.85,21.48,0.84,0,0,0,0,0,1,0,0
2017-11-10 18:00:00,67.0,18,0.2335,0.4754,88,0.0,87.39,13.25,20.96,0.44,0,0,0,0,0,1,0,0
2017-11-10 19:00:00,72.0,19,0.2335,0.4754,86,0.12,87.42,0.0,20.42,0.58,1,0,0,0,0,0,0,0
2017-11-10 20:00:00,79.0,20,0.2335,0.4754,89,0.0,87.53,0.0,20.2,0.53,0,0,1,0,0,0,0,0
2017-11-10 21:00:00,104.0,21,0.2335,0.4754,89,0.0,87.63,0.0,20.28,0.4,0,0,0,1,0,0,0,0
2017-11-10 22:00:00,118.0,22,0.2335,0.4754,88,0.0,87.63,0.0,20.45,0.44,0,1,0,0,0,0,0,0
2017-11-10 23:00:00,129.0,23,0.2335,0.4754,89,0.0,87.6,0.0,20.64,0.6,0,0,1,0,0,0,0,0
2017-11-11 00:00:00,126.0,0,0.2335,0.4754,91,2.42,87.62,0.0,20.33,0.72,0,0,0,0,1,0,0,0
2017-11-11 01:00:00,93.0,1,0.2335,0.4754,96,0.03,87.64,0.0,19.4,0.56,0,0,0,0,1,0,0,0
2017-11-11 02:00:00,65.0,2,0.2335,0.4754,95,0.0,87.58,0.0,19.08,1.01,1,0,0,0,0,0,0,0
2017-11-11 03:00:00,33.0,3,0.2335,0.4754,93,0.0,87.54,0.0,18.93,1.19,1,0,0,0,0,0,0,0
2017-11-11 04:00:00,25.0,4,0.2335,0.4754,95,0.0,87.53,0.0,18.38,0.67,1,0,0,0,0,0,0,0
2017-11-11 05:00:00,33.0,5,0.2335,0.4754,95,0.0,87.56,0.0,18.6,1.14,1,0,0,0,0,0,0,0
2017-11-11 06:00:00,30.0,6,0.2335,0.4754,97,0.0,87.62,4.37,18.15,0.23,0,0,1,0,0,0,0,0
2017-11-11 07:00:00,64.0,7,0.2335,0.4754,99,0.0,87.7,66.22,18.52,0.33,0,0,1,0,0,0,0,0
2017-11-11 08:00:00,89.0,8,0.2335,0.4754,93,0.0,87.73,239.12,20.49,0.48,0,0,1,0,0,0,0,0
2017-11-11 09:00:00,71.0,9,0.2335,0.4754,79,0.0,87.77,450.88,23.72,0.56,0,0,0,0,0,1,0,0
2017-11-11 10:00:00,49.0,10,0.2335,0.4754,66,0.0,87.76,666.47,26.37,0.72,0,0,0,0,1,0,0,0
2017-11-11 11:00:00,34.0,11,0.2335,0.4754,61,0.0,87.71,604.17,26.67,0.85,0,0,0,0,0,0,0,1
2017-11-11 12:00:00,17.0,12,0.2335,0.4754,58,0.0,87.63,630.79,27.77,0.88,0,0,0,0,0,0,1,0
2017-11-11 13:00:00,36.0,13,0.2335,0.4754,59,0.0,87.53,599.78,27.74,1.05,0,0,0,0,1,0,0,0
2017-11-11 14:00:00,27.0,14,0.2335,0.4754,58,0.0,87.44,704.09,28.05,1.18,0,0,0,0,0,0,1,0
2017-11-11 15:00:00,43.0,15,0.2335,0.4754,59,0.0,87.36,567.96,27.96,1.23,0,0,0,0,0,0,0,1
2017-11-11 16:00:00,34.0,16,0.2335,0.4754,61,0.0,87.33,292.77,27.09,1.13,0,0,0,0,0,0,1,0
2017-11-11 17:00:00,34.0,17,0.2335,0.4754,64,0.0,87.32,146.6,25.92,0.84,0,0,0,0,0,0,1,0
2017-11-11 18:00:00,39.0,18,0.2335,0.4754,67,0.0,87.37,15.25,24.37,0.6,0,0,0,0,0,0,0,1
2017-11-11 19:00:00,47.0,19,0.2335,0.4754,74,0.0,87.45,0.0,22.94,0.45,0,0,0,1,0,0,0,0
2017-11-11 20:00:00,57.0,20,0.2335,0.4754,80,0.0,87.53,0.0,22.04,0.3,0,0,0,1,0,0,0,0
2017-11-11 21:00:00,66.0,21,0.2335,0.4754,84,0.0,87.6,0.0,21.48,0.3,0,0,0,1,0,0,0,0
2017-11-11 22:00:00,82.0,22,0.2335,0.4754,85,0.0,87.66,0.0,21.59,0.32,0,0,0,1,0,0,0,0
2017-11-11 23:00:00,60.0,23,0.2335,0.4754,85,0.0,87.65,0.0,21.63,0.31,0,1,0,0,0,0,0,0
2017-11-12 00:00:00,51.0,0,0.2335,0.4754,87,0.0,87.61,0.0,21.22,0.32,0,1,0,0,0,0,0,0
2017-11-12 01:00:00,59.0,1,0.2335,0.4754,91,0.0,87.58,0.0,20.46,0.41,0,0,1,0,0,0,0,0
2017-11-12 02:00:00,78.0,2,0.2335,0.4754,92,0.0,87.55,0.0,20.43,0.42,0,0,0,0,0,1,0,0
2017-11-12 03:00:00,66.0,3,0.2335,0.4754,95,0.0,87.53,0.0,19.59,0.47,0,1,0,0,0,0,0,0
2017-11-12 04:00:00,65.0,4,0.2335,0.4754,96,0.0,87.56,0.0,19.25,0.9,1,0,0,0,0,0,0,0
2017-11-12 05:00:00,49.0,5,0.2335,0.4754,95,0.1,87.64,0.0,19.54,0.77,0,0,0,1,0,0,0,0
2017-11-12 06:00:00,48.0,6,0.2335,0.4754,96,0.66,87.71,0.07,19.15,0.51,0,0,0,1,0,0,0,0
2017-11-12 07:00:00,27.0,7,0.2335,0.4754,98,0.82,87.77,7.9,18.71,0.43,0,1,0,0,0,0,0,0
2017-11-12 08:00:00,46.0,8,0.2335,0.4754,99,0.0,87.86,65.02,18.44,0.67,1,0,0,0,0,0,0,0
2017-11-12 09:00:00,53.0,9,0.2335,0.4754,96,0.0,87.9,214.43,19.22,0.71,1,0,0,0,0,0,0,0
2017-11-12 10:00:00,53.0,10,0.2335,0.4754,85,0.0,87.85,523.37,22.1,1.04,1,0,0,0,0,0,0,0
2017-11-12 11:00:00,50.0,11,0.2335,0.4754,76,0.0,87.82,459.23,23.72,1.01,1,0,0,0,0,0,0,0
2017-11-12 12:00:00,35.0,12,0.2335,0.4754,72,0.0,87.74,625.32,24.66,0.83,0,0,1,0,0,0,0,0
2017-11-12 13:00:00,42.0,13,0.2335,0.4754,66,0.0,87.65,427.13,25.58,1.0,0,0,0,0,0,0,1,0
2017-11-12 14:00:00,39.0,14,0.2335,0.4754,82,2.6,87.55,137.57,22.48,0.75,0,0,0,0,1,0,0,0
2017-11-12 15:00:00,33.0,15,0.2335,0.4754,91,0.0,87.44,177.5,21.21,0.37,0,0,0,0,0,0,0,1
2017-11-12 16:00:00,35.0,16,0.2335,0.4754,83,0.0,87.4,136.7,22.15,0.39,0,0,0,0,0,0,1,0
2017-11-12 17:00:00,34.0,17,0.2335,0.4754,79,0.0,87.45,95.08,22.83,0.38,0,0,0,0,0,0,1,0
2017-11-12 18:00:00,29.0,18,0.2335,0.4754,83,0.0,87.51,19.12,22.38,0.31,0,0,0,1,0,0,0,0
2017-11-12 19:00:00,33.0,19,0.2335,0.4754,86,0.0,87.52,0.0,21.53,0.25,0,0,0,1,0,0,0,0
2017-11-12 20:00:00,46.0,20,0.2335,0.4754,89,0.0,87.58,0.0,21.17,0.32,0,1,0,0,0,0,0,0
2017-11-12 21:00:00,61.0,21,0.2335,0.4754,94,0.0,87.66,0.0,20.96,0.2,0,0,0,0,0,1,0,0
2017-11-12 22:00:00,83.0,22,0.2335,0.4754,96,0.0,87.7,0.0,20.72,0.25,0,0,0,0,0,1,0,0
