TimeStamp,PM2.5(Ug/m3),EVI,NDVI,average humidity (%),total rainfall (mm),average pressure (kPa),total radiation (W/m2),average temperature (oC),average windspeed (m/s),min windspeed (m/s),max windspeed (m/s),winddirection_E,winddirection_N,winddirection_NE,winddirection_NW,winddirection_S,winddirection_SE,winddirection_SW,winddirection_W
2018-06-03,49.730000000000004,0.2414,0.4096,83.58,0.0,87.76899999999999,2868.83,22.65,0.64,0.32,1.14,0,0,0,0,0,0,0,1
2018-06-04,46.33,0.2414,0.4096,92.46,0.0,87.76299999999999,873.28,20.28,0.62,0.3,1.44,0,0,0,0,0,0,1,0
2018-06-05,45.08,0.2414,0.4096,93.71,0.0,87.883,1233.57,18.74,0.59,0.21,1.41,0,0,1,0,0,0,0,0
2018-06-06,55.29,0.2414,0.4096,86.0,0.02,87.927,2072.75,20.42,0.52,0.24,0.68,0,0,0,1,0,0,0,0
2018-06-07,80.88,0.2414,0.4096,84.08,0.0,87.939,2089.16,21.69,0.56,0.24,1.21,0,0,0,0,1,0,0,0
2018-06-08,41.62,0.2414,0.4096,79.71,0.02,87.96799999999999,3045.74,21.91,0.89,0.32,2.05,0,0,0,0,1,0,0,0
2018-06-09,53.29,0.2414,0.4096,76.88,0.0,87.92299999999999,3109.6,22.13,0.94,0.37,2.0,0,0,0,0,1,0,0,0
2018-06-10,60.21,0.2414,0.4096,73.13,0.0,87.925,3948.96,22.81,0.8,0.26,1.55,0,0,0,0,0,0,1,0
2018-06-11,52.38,0.2414,0.4096,75.71,0.0,87.969,3909.36,23.09,0.77,0.26,1.6,0,0,0,0,0,0,1,0
2018-06-12,50.5,0.2414,0.4096,70.96,0.02,88.00200000000001,3167.84,22.18,0.65,0.27,1.28,0,0,0,0,1,0,0,0
2018-06-13,56.79,0.2414,0.4096,81.96,0.0,87.963,3277.2,21.04,0.62,0.27,1.2,0,0,0,1,0,0,0,0
2018-06-14,47.08,0.2414,0.4096,84.0,0.0,87.93,3422.2,21.51,0.76,0.28,1.89,0,0,0,1,0,0,0,0
2018-06-15,54.29,0.2414,0.4096,78.5,0.0,87.882,3218.6,22.64,0.65,0.36,1.19,0,0,0,1,0,0,0,0
2018-06-16,44.58,0.2414,0.4096,77.13,0.0,87.874,3931.31,23.01,0.71,0.33,1.39,0,0,0,0,0,0,1,0
2018-06-17,59.43,0.2414,0.4096,73.29,0.0,87.781,3214.84,22.77,0.78,0.4,1.51,0,0,0,0,1,0,0,0
2018-06-18,58.33,0.2414,0.4096,77.0,0.02,87.71,2915.39,22.69,0.69,0.43,1.18,0,0,0,0,0,0,1,0
2018-06-19,38.5,0.2414,0.4096,83.67,0.02,87.865,3374.57,21.21,0.66,0.29,1.32,0,0,0,0,0,0,0,1
2018-06-20,32.365,0.2414,0.4096,86.21,0.02,87.99799999999999,1956.14,20.38,0.57,0.27,1.04,0,0,0,0,0,0,1,0
2018-06-21,26.23,0.2414,0.4096,85.38,0.0,88.014,2725.06,20.96,0.54,0.28,0.97,0,0,0,1,0,0,0,0
2018-06-22,24.49,0.2414,0.4096,85.17,0.0,87.973,2289.35,20.11,0.6,0.28,1.01,0,0,0,0,0,0,0,1
2018-06-23,25.41,0.2414,0.4096,81.46,0.0,87.87899999999999,2450.9,21.28,0.64,0.36,1.02,0,0,0,0,0,0,0,1
2018-06-24,25.69,0.2414,0.4096,79.33,0.0,87.79700000000001,3092.42,21.67,0.63,0.36,0.94,0,1,0,0,0,0,0,0
2018-06-25,40.13,0.2414,0.4096,81.83,0.0,87.74700000000001,3820.87,21.75,0.66,0.37,1.09,0,0,0,0,0,0,1,0
2018-06-26,48.77,0.2414,0.4096,89.13,0.06,87.781,1674.84,19.69,0.52,0.28,0.96,0,0,0,0,0,0,1,0
2018-06-27,59.0,0.2414,0.4096,80.63,0.0,87.785,2922.46,21.24,0.72,0.32,1.46,0,0,0,0,0,0,0,1
2018-06-28,67.38,0.2414,0.4096,79.21,0.0,87.727,2939.07,21.76,0.7,0.3,1.6,0,0,0,0,1,0,0,0
2018-06-29,75.83,0.2414,0.4096,81.04,0.0,87.63799999999999,2275.58,21.79,0.58,0.27,0.9,0,0,0,1,0,0,0,0
2018-06-30,62.79,0.2414,0.4096,83.88,0.04,87.62100000000001,3046.81,21.28,0.66,0.33,1.33,0,0,0,0,0,0,1,0
2018-07-01,79.17,0.1877,0.37200000000000005,85.38,0.0,87.675,2306.33,21.13,0.65,0.32,1.31,0,0,0,0,0,0,0,1
2018-07-02,59.21,0.1877,0.37200000000000005,88.92,0.13,87.708,1931.16,20.21,0.53,0.28,0.94,0,0,0,0,0,0,0,1
2018-07-03,70.33,0.1877,0.37200000000000005,82.46,0.02,87.73200000000001,3433.85,21.55,0.77,0.0,3.48,0,0,0,0,0,0,1,0
2018-07-04,55.165,0.1877,0.37200000000000005,80.83,2.6,87.795,2723.78,21.61,0.66,0.25,1.32,0,0,0,0,1,0,0,0
2018-07-05,40.0,0.1877,0.37200000000000005,80.08,0.06,87.936,4013.9,21.07,0.81,0.41,1.37,0,0,0,0,1,0,0,0
2018-07-06,36.79,0.1877,0.37200000000000005,71.04,0.0,87.98899999999999,5342.13,21.25,1.24,0.24,2.31,0,0,0,0,0,1,0,0
2018-07-07,50.5,0.1877,0.37200000000000005,74.88,0.02,87.929,5425.17,20.95,0.9,0.21,1.76,0,0,0,0,1,0,0,0
2018-07-08,53.33,0.1877,0.37200000000000005,74.04,1.38,87.93,3181.08,21.14,0.89,0.21,1.86,0,0,0,0,0,1,0,0
2018-07-09,53.08,0.1877,0.37200000000000005,79.75,0.04,87.949,3670.65,20.89,0.77,0.26,1.7,0,0,0,0,0,1,0,0
2018-07-10,62.92,0.1877,0.37200000000000005,73.79,0.0,87.965,4355.11,22.15,0.77,0.25,1.56,0,0,0,0,1,0,0,0
2018-07-11,65.46,0.1877,0.37200000000000005,83.17,2.82,87.98200000000001,1989.1,20.69,0.54,0.13,1.0,0,0,0,0,0,1,0,0
2018-07-12,67.46,0.1877,0.37200000000000005,79.67,1.72,87.949,4235.45,21.39,0.67,0.2,1.45,0,0,0,0,1,0,0,0
2018-07-13,62.42,0.1877,0.37200000000000005,77.0,0.0,87.87899999999999,3261.56,21.58,0.59,0.23,1.5,0,0,0,0,1,0,0,0
2018-07-14,87.38,0.1877,0.37200000000000005,81.42,0.0,87.852,2109.57,20.78,0.59,0.16,1.28,0,0,0,0,1,0,0,0
2018-07-15,83.62,0.1877,0.37200000000000005,79.04,0.39,87.852,3132.71,21.06,0.59,0.15,1.44,0,0,0,0,1,0,0,0
2018-07-16,75.17,0.1877,0.37200000000000005,76.67,0.0,87.958,4202.57,20.59,0.81,0.18,1.8,0,0,0,0,1,0,0,0
2018-07-17,52.75,0.1877,0.37200000000000005,70.29,0.09,87.97,5138.95,21.59,0.71,0.19,1.6,0,0,0,0,1,0,0,0
2018-07-18,40.91,0.1877,0.37200000000000005,63.96,0.0,87.884,5136.87,22.47,1.0,0.2,1.85,0,0,0,0,0,1,0,0
2018-07-19,44.65,0.1877,0.37200000000000005,67.38,0.0,87.848,5403.22,22.52,0.95,0.17,1.96,0,0,0,0,1,0,0,0
2018-07-20,63.68,0.1877,0.37200000000000005,71.33,3.36,87.85799999999999,5595.04,21.74,0.66,0.14,1.38,0,0,0,0,1,0,0,0
2018-07-21,76.87,0.1877,0.37200000000000005,74.04,0.0,87.87899999999999,4982.1,22.46,0.69,0.13,1.6,0,0,0,0,1,0,0,0
2018-07-22,54.52,0.1877,0.37200000000000005,73.42,0.0,87.889,5137.42,22.86,0.84,0.22,1.61,0,0,0,0,1,0,0,0
2018-07-23,53.92,0.1877,0.37200000000000005,68.58,0.0,87.87100000000001,4778.38,22.72,1.1,0.45,1.78,0,0,0,0,1,0,0,0
2018-07-24,54.96,0.1877,0.37200000000000005,63.83,0.0,87.883,5077.03,22.48,1.15,0.36,1.94,0,0,0,0,1,0,0,0
2018-07-25,53.04,0.1877,0.37200000000000005,71.21,0.12,87.822,3627.42,21.83,0.81,0.22,1.58,0,0,0,0,1,0,0,0
2018-07-26,67.0,0.1877,0.37200000000000005,76.79,1.86,87.883,3956.88,21.95,0.57,0.15,1.39,0,0,0,0,1,0,0,0
2018-07-27,49.21,0.1877,0.37200000000000005,73.08,0.0,87.963,4803.86,23.04,0.73,0.18,1.39,0,0,0,0,1,0,0,0
2018-07-28,42.67,0.1877,0.37200000000000005,75.5,0.0,87.92,5142.08,22.55,0.68,0.17,1.39,0,0,0,0,1,0,0,0
2018-07-29,69.04,0.1877,0.37200000000000005,73.67,0.0,87.874,4435.69,22.62,0.71,0.21,1.31,0,0,1,0,0,0,0,0
2018-07-30,81.67,0.1877,0.37200000000000005,86.92,4.32,87.833,2469.56,20.7,0.55,0.27,1.06,0,0,0,0,0,1,0,0
2018-07-31,95.58,0.1877,0.37200000000000005,82.54,1.02,87.735,4113.78,22.51,0.64,0.31,0.93,0,0,0,0,1,0,0,0
2018-08-01,67.62,0.1972,0.3562,88.88,29.44,87.836,2254.35,19.79,0.6,0.24,1.21,0,0,0,0,0,1,0,0
2018-08-02,82.71,0.1972,0.3562,77.79,0.0,87.825,4707.24,22.66,0.62,0.2,1.32,0,0,0,0,0,1,0,0
2018-08-03,73.5,0.1972,0.3562,79.42,7.48,87.867,4047.0,22.09,0.53,0.2,0.88,0,0,0,0,0,1,0,0
2018-08-04,68.83,0.1972,0.3562,83.71,9.08,87.87799999999999,3172.83,21.2,0.61,0.18,0.99,0,0,0,0,1,0,0,0
2018-08-05,69.62,0.1972,0.3562,80.17,0.04,87.863,4352.14,21.98,0.68,0.21,1.35,0,0,0,0,1,0,0,0
2018-08-06,67.58,0.1972,0.3562,86.79,10.17,87.92200000000001,3203.03,20.82,0.88,0.48,1.44,1,0,0,0,0,0,0,0
2018-08-07,61.58,0.1972,0.3562,77.13,0.0,87.887,5522.5,21.83,0.81,0.25,1.65,0,0,0,0,1,0,0,0
2018-08-08,83.0,0.1972,0.3562,77.17,0.02,87.87299999999999,4105.83,22.4,0.62,0.19,1.12,0,0,0,0,0,1,0,0
2018-08-09,84.42,0.1972,0.3562,77.67,0.0,87.896,4563.35,22.76,0.85,0.19,1.61,1,0,0,0,0,0,0,0
2018-08-10,90.79,0.1972,0.3562,76.29,1.11,87.91799999999999,3178.9,21.48,0.73,0.32,1.29,0,0,0,0,0,1,0,0
2018-08-11,79.96,0.1972,0.3562,0.0,0.05,87.825,5090.88,22.44,0.81,0.2,1.46,0,0,0,0,1,0,0,0
2018-08-12,50.04,0.1972,0.3562,0.0,0.0,87.91,3422.41,21.67,0.86,0.3,2.02,0,0,0,0,1,0,0,0
2018-08-13,71.5,0.1972,0.3562,0.0,0.17,87.92299999999999,2814.98,21.5,0.67,0.18,1.51,0,0,0,0,1,0,0,0
2018-08-14,88.79,0.1972,0.3562,0.0,0.0,87.90700000000001,4235.11,21.61,0.7,0.18,1.49,0,0,0,0,1,0,0,0
2018-08-15,78.25,0.1972,0.3562,0.0,0.0,87.85799999999999,5494.5,22.09,0.85,0.27,1.79,0,0,0,0,1,0,0,0
2018-08-16,77.58,0.1972,0.3562,0.0,0.0,87.88799999999999,3475.58,21.74,0.8,0.25,1.65,0,0,0,0,0,1,0,0
2018-08-17,68.29,0.1972,0.3562,0.0,0.0,87.791,4747.58,22.25,0.82,0.13,1.64,0,0,0,0,1,0,0,0
2018-08-18,82.96,0.1972,0.3562,0.0,0.0,87.728,2930.29,22.46,0.77,0.22,1.34,0,0,0,0,0,1,0,0
2018-08-19,58.62,0.1972,0.3562,0.0,0.0,87.771,3510.21,22.06,0.73,0.19,1.54,1,0,0,0,0,0,0,0
2018-08-20,66.71,0.1972,0.3562,60.54,0.0,87.76899999999999,3361.4,22.48,0.73,0.17,1.42,0,0,0,0,1,0,0,0
2018-08-21,64.58,0.1972,0.3562,87.13,1.69,87.927,1913.73,20.61,0.84,0.36,1.48,1,0,0,0,0,0,0,0
2018-08-22,49.13,0.1972,0.3562,80.0,0.0,87.84299999999999,4854.44,22.14,0.84,0.15,1.47,1,0,0,0,0,0,0,0
2018-08-23,64.58,0.1972,0.3562,86.54,0.06,87.79,2322.68,21.06,0.72,0.32,1.16,0,0,1,0,0,0,0,0
2018-08-24,54.25,0.1972,0.3562,86.17,0.18,87.883,2319.92,20.32,0.58,0.25,0.85,1,0,0,0,0,0,0,0
2018-08-25,60.29,0.1972,0.3562,89.04,1.88,87.926,2402.79,20.07,0.57,0.24,1.14,0,0,0,0,0,1,0,0
2018-08-26,71.79,0.1972,0.3562,85.5,19.73,87.8,4743.49,21.25,2.94,0.0,33.68,1,0,0,0,0,0,0,0
2018-08-27,45.5,0.1972,0.3562,90.08,2.01,87.845,2041.77,19.64,0.72,0.24,1.29,0,0,0,0,1,0,0,0
2018-08-28,76.29,0.1972,0.3562,81.42,0.08,87.773,3206.63,21.47,0.68,0.23,1.07,1,0,0,0,0,0,0,0
2018-08-29,48.39,0.1972,0.3562,85.38,2.62,87.833,3339.61,20.63,0.91,0.28,1.88,1,0,0,0,0,0,0,0
2018-08-30,34.5,0.1972,0.3562,82.46,1.07,87.667,4767.17,21.56,0.98,0.36,1.56,0,0,0,0,1,0,0,0
2018-08-31,65.88,0.1972,0.3562,84.58,0.0,87.65,2112.07,21.57,0.68,0.21,1.27,0,0,0,0,0,1,0,0
2018-09-01,71.79,0.2152,0.3723,83.33,0.41,87.676,3712.3,22.37,0.81,0.21,1.58,0,0,0,0,0,1,0,0
2018-09-02,48.92,0.2152,0.3723,75.88,0.19,87.586,4596.35,23.27,0.78,0.2,1.57,0,0,0,0,0,1,0,0
2018-09-03,58.46,0.2152,0.3723,85.92,0.84,87.618,2592.8,21.39,0.67,0.28,1.05,1,0,0,0,0,0,0,0
2018-09-04,60.21,0.2152,0.3723,86.79,15.88,87.729,2976.85,20.67,1.67,0.0,10.06,0,0,0,0,0,1,0,0
2018-09-05,62.42,0.2152,0.3723,87.79,2.02,87.77,2430.75,20.73,0.5,0.21,1.04,0,0,0,0,1,0,0,0
2018-09-06,69.38,0.2152,0.3723,81.0,0.2,87.686,4651.11,22.35,0.78,0.33,1.42,0,0,0,0,1,0,0,0
2018-09-07,60.29,0.2152,0.3723,78.5,0.04,87.59899999999999,4881.92,22.8,0.76,0.21,1.33,0,0,0,0,1,0,0,0
2018-09-08,112.78,0.2152,0.3723,87.04,36.32,87.66799999999999,2917.98,20.97,2.22,0.0,33.74,0,0,0,0,0,1,0,0
2018-09-09,107.0,0.2152,0.3723,80.92,0.05,87.704,4264.75,22.33,0.73,0.2,1.34,0,0,0,0,0,1,0,0
2018-09-10,87.92,0.2152,0.3723,81.21,2.35,87.691,3383.16,21.41,0.67,0.26,1.51,0,0,0,0,0,1,0,0
2018-09-11,77.46,0.2152,0.3723,78.92,0.12,87.69,3237.23,22.46,0.75,0.23,1.64,1,0,0,0,0,0,0,0
2018-09-12,61.71,0.2152,0.3723,84.67,2.66,87.756,2773.4,19.98,0.72,0.3,1.65,1,0,0,0,0,0,0,0
2018-09-13,67.22,0.2152,0.3723,75.42,0.0,87.719,5523.33,22.92,0.83,0.3,1.59,1,0,0,0,0,0,0,0
2018-09-14,58.0,0.2152,0.3723,78.79,0.66,87.719,3346.18,22.4,0.62,0.28,1.1,0,0,0,0,0,1,0,0
2018-09-15,67.75,0.2152,0.3723,72.29,0.0,87.652,5818.4,23.87,0.92,0.34,1.59,1,0,0,0,0,0,0,0
2018-09-16,65.5,0.2152,0.3723,78.13,0.4,87.60799999999999,3443.82,22.67,0.9,0.27,1.95,1,0,0,0,0,0,0,0
2018-09-17,49.83,0.2152,0.3723,77.67,0.0,87.565,4228.94,23.0,0.69,0.23,1.27,1,0,0,0,0,0,0,0
2018-09-18,66.88,0.2152,0.3723,74.13,0.08,87.585,4936.63,23.62,0.8,0.23,1.34,0,0,0,0,0,1,0,0
2018-09-19,56.33,0.2152,0.3723,81.5,1.62,87.68,3629.83,21.17,0.97,0.37,1.53,1,0,0,0,0,0,0,0
2018-09-20,44.38,0.2152,0.3723,77.42,0.0,87.65,4914.53,22.85,0.75,0.29,1.44,1,0,0,0,0,0,0,0
2018-09-21,55.54,0.2152,0.3723,75.79,0.04,87.60799999999999,4877.03,22.66,0.83,0.18,1.75,0,0,0,0,1,0,0,0
2018-09-22,64.71,0.2152,0.3723,74.54,0.06,87.59299999999999,4458.44,23.58,0.89,0.23,1.78,0,0,0,0,0,1,0,0
2018-09-23,59.5,0.2152,0.3723,84.17,3.63,87.646,2211.26,21.42,0.56,0.26,1.11,0,0,0,0,0,1,0,0
2018-09-24,56.25,0.2152,0.3723,76.42,0.26,87.595,4756.02,23.27,0.73,0.25,1.43,0,0,0,0,0,1,0,0
2018-09-25,60.92,0.2152,0.3723,66.92,0.0,87.67,5025.34,24.41,0.77,0.35,1.34,0,0,0,0,0,1,0,0
2018-09-26,62.25,0.2152,0.3723,70.21,0.0,87.654,4871.38,23.83,0.73,0.2,1.36,0,0,0,0,0,1,0,0
2018-09-27,79.96,0.2152,0.3723,73.25,0.0,87.555,3254.76,23.83,0.5,0.17,1.25,0,0,0,0,0,1,0,0
2018-09-28,59.33,0.2152,0.3723,80.88,9.07,87.52600000000001,3338.88,22.66,0.62,0.22,1.12,0,0,0,0,0,1,0,0
2018-09-29,41.38,0.2152,0.3723,77.25,1.04,87.661,5126.76,22.22,0.73,0.35,1.21,0,0,1,0,0,0,0,0
2018-09-30,47.79,0.2152,0.3723,74.38,0.0,87.64200000000001,4326.32,22.85,0.76,0.17,1.49,0,0,0,0,1,0,0,0
2018-10-01,119.0,0.2165,0.3805,72.25,0.0,87.587,4552.24,23.22,0.71,0.37,1.25,0,0,0,0,0,1,0,0
