TimeStamp,average humidity (%),total rainfall (mm),average pressure (kPa),total radiation (W/m2),average temperature (oC),winddirection_E,winddirection_N,winddirection_NE,winddirection_NW,winddirection_S,winddirection_SE,winddirection_SW,winddirection_W,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3)
2019-01-04,81.83,18.47,87.689,4347.27,22.61,0,0,0,0,0,1,0,0,9.19,12.37,16.8
2019-01-05,73,0.1,87.666,5034.16,24.27,0,0,0,0,0,1,0,0,9.2,12.45,17.83
2019-01-06,66.75,0,87.576,4612.63,24.76,0,0,0,0,0,1,0,0,18.93,25.18,31.32
2019-01-07,65.58,0,87.536,4747.04,25.12,0,0,0,0,0,1,0,0,11.67,15.86,23.56
2019-01-08,78.42,0.7,87.592,2510.11,22.67,0,0,0,0,0,1,0,0,15.47,20.41,27.89
2019-01-09,76.71,0,87.581,4150.46,24.24,0,0,0,0,0,1,0,0,11.8,15.47,20.92
2019-01-10,66,0,87.587,4031.51,25.47,0,0,0,0,0,1,0,0,12.52,16.58,23.42
2019-01-11,68.21,0,87.523,4022.66,25.21,0,0,0,0,0,1,0,0,15.08,20.59,30.92
2019-01-12,62.42,0,87.505,4914.39,24.88,0,0,0,0,0,1,0,0,9.1,12.62,19.8
2019-01-13,68.42,0.04,87.549,5103.02,24.29,0,0,0,0,0,1,0,0,10.14,13.77,20.32
2019-01-14,71.38,0,87.629,3265.53,24.29,0,0,0,0,0,1,0,0,12.61,17.16,26.94
2019-01-15,77.5,0.31,87.745,3666.6,22.74,0,0,0,0,0,1,0,0,16.29,22.11,34.16
2019-01-16,83.83,7.68,87.828,3840.94,21.77,0,0,0,0,0,1,0,0,11.245,15.26,23.08
2019-01-17,83.17,0.04,87.66,3625.78,23.02,0,0,0,0,0,1,0,0,11.245,15.26,23.08
2019-01-18,78.33,0.02,87.686,4100.23,23.3,0,0,0,0,0,1,0,0,6.2,8.41,12
2019-01-19,84.54,5.57,87.713,2554.3,21.64,0,0,0,0,1,0,0,0,9.27,12.47,17.51
2019-01-20,92.38,12.03,87.775,1598.53,20.43,0,0,0,0,1,0,0,0,19.3,24.32,28.52
2019-01-21,86.13,2.39,87.818,2720.17,21.63,0,0,0,0,0,1,0,0,8.86,12.3,15.74
2019-01-22,85.13,2.99,87.641,3449.64,22.61,0,0,0,0,1,0,0,0,8.61,11.79,16.78
2019-01-23,87.92,3.47,87.645,2029.57,22.58,0,0,0,0,1,0,0,0,10.96,14.55,19.85
2019-01-24,81.96,0.35,87.662,3375.54,23.73,0,0,0,0,0,1,0,0,11.09,14.25,18.07
2019-01-25,79.33,0.08,87.701,4867.56,24.29,0,0,0,0,0,1,0,0,9.42,12.27,16.48
2019-01-26,77.58,0.08,87.719,4731.17,23.98,0,0,0,0,0,1,0,0,9.53,12.54,16.95
2019-01-27,80.75,0.18,87.624,3232.96,24.02,0,0,0,0,1,0,0,0,11.55,15.32,21.13
2019-01-28,78.79,0.17,87.536,4213.23,24.58,0,0,0,0,0,1,0,0,14.83,19.91,25.51
2019-01-29,74.54,0.05,87.585,4343.34,24.87,0,0,0,0,0,1,0,0,10.8,15.05,20.46
2019-01-30,69.5,0,87.636,4672.8,24.59,0,0,0,0,0,1,0,0,9.71,13.6,19.02
2019-01-31,72.63,0.04,87.624,4418.63,24.26,0,0,0,0,0,1,0,0,10.65,14.86,20.87
2019-02-01,75.17,0.13,87.636,4434.64,24.48,0,0,0,0,0,1,0,0,18.88,26.37,36.62
2019-02-02,66.63,0.04,87.575,4994.07,25.17,0,0,0,0,0,1,0,0,21.79,28.045,35.76
2019-02-03,71.33,0.14,87.51,4908.9,25.17,0,0,0,0,0,1,0,0,21.79,28.045,35.76
2019-02-04,73.67,0.12,87.479,4973.98,25.05,0,0,0,0,0,1,0,0,21.79,28.045,35.76
2019-02-05,76.79,0.02,87.53,3180.6,24.6,0,0,0,0,0,1,0,0,24.7,29.72,34.9
2019-02-06,76.5,0.08,87.58,4045.63,24.86,0,0,0,0,0,1,0,0,32.27,39.59,46.89
2019-02-07,79,0.08,87.638,3293.9,23.73,0,0,0,0,0,1,0,0,22.05,28.08,34.47
2019-02-08,76.88,0.04,87.541,4213.65,25.38,0,0,0,0,1,0,0,0,7.84,10.93,16.42
2019-02-09,77.54,0,87.431,3217.31,25.78,0,0,0,0,0,1,0,0,9.45,13.15,19.63
2019-02-10,68.42,0,87.476,4479.56,26.08,0,0,0,0,0,1,0,0,10.47,14.61,20.97
2019-02-11,71.29,0,87.585,2563.3,24.34,0,0,0,0,0,1,0,0,11.52,16.57,24.95
2019-02-12,79.13,0.12,87.509,3649.75,24.78,0,0,0,0,0,1,0,0,8.9,12.74,18.57
2019-02-13,68.17,0.12,87.638,4923.16,25.63,0,0,0,0,0,1,0,0,18,23.08,30.25
2019-02-14,59.63,0,87.736,4917.36,26.38,0,0,0,0,0,1,0,0,21.36,26.72,33.86
2019-02-15,67.08,1.99,87.792,3213.31,23.87,0,0,0,0,0,1,0,0,20.49,27.25,34.01
2019-02-16,65.96,0,87.795,5753.17,24.74,0,0,1,0,0,0,0,0,12.86,17.6,22.4
2019-02-17,74.71,1.47,87.735,3694.69,23.36,1,0,0,0,0,0,0,0,12.12,16.34,21.41
2019-02-18,66.17,0.46,87.636,4015.29,23.52,1,0,0,0,0,0,0,0,11.03,15.37,20.55
2019-02-19,62.92,0,87.571,5233.37,24.56,1,0,0,0,0,0,0,0,19.54,27.87,39.96
2019-02-20,68.13,0,87.635,5195.8,24.78,0,0,0,0,1,0,0,0,12.6,17.845,25.25
2019-02-21,78.71,24.87,87.721,5436.57,22.74,0,0,0,0,0,1,0,0,12.6,17.845,25.25
2019-02-22,75.13,12.46,87.723,5381.76,22.06,1,0,0,0,0,0,0,0,5.66,7.82,10.54
2019-02-23,78.79,36.88,87.74,5726.34,21.86,1,0,0,0,0,0,0,0,8.04,10.56,12.2
2019-02-24,83.38,3.77,87.804,5469.73,20.87,0,0,1,0,0,0,0,0,3.99,5.19,6.53
2019-02-25,78.21,0.48,87.72,6784.75,22.54,0,0,0,0,1,0,0,0,3.13,3.79,4.33
2019-02-26,72,0,87.543,6680.13,24.26,0,0,0,1,0,0,0,0,3.78,4.03,4.04
2019-02-27,73.5,0,87.56,7245.04,24.96,0,0,0,0,1,0,0,0,2.87,2.97,2.97
2019-02-28,69.21,0.04,87.588,5715.91,24.54,0,0,1,0,0,0,0,0,3.05,3.17,3.18
2019-03-01,66.92,0,87.674,5216.36,24.53,1,0,0,0,0,0,0,0,2.25,2.34,2.34
2019-03-02,77.67,0.53,87.83,3936.49,22.37,1,0,0,0,0,0,0,0,2.98,3.12,3.16
2019-03-03,73.79,0,87.764,4738.79,23.47,0,0,0,0,1,0,0,0,3.36,3.51,3.51
2019-03-04,87.21,21.32,87.756,4289.48,21.3,1,0,0,0,0,0,0,0,3.95,4.13,4.13
2019-03-05,78.54,0.14,87.738,5645.62,22.71,0,0,0,0,1,0,0,0,4.08,4.21,4.21
2019-03-06,73.71,3.98,87.823,5167.8,22.74,0,0,0,0,1,0,0,0,13.45,17.52,19.18
2019-03-07,77.58,0.37,87.76,5462.28,22.36,0,0,0,0,1,0,0,0,3.93,4.13,4.13
2019-03-08,63.13,0,87.696,4904.02,23.79,0,1,0,0,0,0,0,0,4.03,4.32,4.32
2019-03-09,69.46,0,87.711,5713.91,24.54,0,0,0,0,1,0,0,0,3.255,3.475,3.475
2019-03-10,74.13,0,87.731,6543.21,24.57,0,0,0,0,1,0,0,0,3.255,3.475,3.475
2019-03-11,73.42,0,87.716,4943.49,23.99,0,0,0,1,0,0,0,0,2.48,2.63,2.63
2019-03-12,74.13,0.07,87.652,6240.72,24.68,0,0,0,0,1,0,0,0,6.83,7.89,7.93
2019-03-13,70.13,0,87.718,6769.53,24.08,0,0,0,0,0,0,1,0,8.09,9.1,9.32
2019-03-14,73.21,0,87.684,6436.77,24.1,0,0,1,0,0,0,0,0,6.41,7.13,7.14
2019-03-15,71,0,87.58,6666.1,24.55,0,0,0,0,1,0,0,0,7.77,8.69,8.71
2019-03-16,70.67,0,87.576,6281.64,25.12,0,0,0,0,1,0,0,0,8.37,9.62,9.65
2019-03-17,67.04,0,87.643,5438.84,24.98,0,0,1,0,0,0,0,0,8.03,9.37,9.39
2019-03-18,70.96,0,87.663,6039.42,24.54,0,0,1,0,0,0,0,0,6.72,7.42,7.43
2019-03-19,71.96,0.02,87.511,5640.94,25.33,0,0,0,0,1,0,0,0,6,6.65,6.66
2019-03-20,69.54,0.06,87.455,6435.22,25.72,0,0,0,0,1,0,0,0,6.6,7.32,7.33
2019-03-21,70.08,0,87.535,5094.93,24.99,0,0,0,0,1,0,0,0,7,7.82,7.83
2019-03-22,71.46,0,87.506,6486.31,25.15,0,0,0,0,1,0,0,0,8.05,8.89,8.9
2019-03-23,69.54,0,87.423,6095.4,25.29,0,0,0,0,1,0,0,0,8.24,9.48,9.51
2019-03-24,75.54,0.08,87.42,5536.74,24.86,0,0,0,0,1,0,0,0,8.11,9.86,9.92
2019-03-25,73.04,0.43,87.567,4879.42,24.54,1,0,0,0,0,0,0,0,7.22,8.21,8.23
2019-03-26,70.5,0,87.778,4554.91,23.77,1,0,0,0,0,0,0,0,6.28,6.95,6.96
2019-03-27,85.46,11.56,87.908,2328.19,21.49,0,0,1,0,0,0,0,0,9.59,11.91,12.09
2019-03-28,81.42,0.34,87.932,4773.22,22.14,0,0,1,0,0,0,0,0,20.97,29.09,32.64
2019-03-29,76.5,0,87.715,5844.6,24.02,0,0,1,0,0,0,0,0,13.515,18.53,21.82
2019-03-30,78.13,0,87.709,4383.03,23.55,0,0,0,0,1,0,0,0,6.06,7.97,11
2019-03-31,75.5,0,87.627,4935.39,24.23,0,0,0,0,1,0,0,0,7.03,8.45,8.47
2019-04-01,74.79,0,87.658,5582.26,24.24,0,0,0,0,1,0,0,0,6.78,7.73,7.74
2019-04-02,80.54,4.88,87.71,4538.82,22.06,0,1,0,0,0,0,0,0,8.39,9.69,9.73
2019-04-03,74.54,0.05,87.625,5160.32,24.28,0,0,0,0,1,0,0,0,10.72,13.68,13.85
2019-04-04,77.92,0.29,87.6,4139.2,24.1,0,0,0,0,1,0,0,0,8.07,9.14,9.15
2019-04-05,78.21,0,87.591,5766.86,24.72,0,0,0,0,1,0,0,0,9.05,10.42,10.44
2019-04-06,75.88,0.06,87.558,6202.4,25.2,0,0,0,0,1,0,0,0,8.75,10.3,10.33
2019-04-07,72.46,0,87.588,4296.95,25.33,0,0,0,0,1,0,0,0,8.54,10.06,10.09
2019-04-08,74.04,0,87.578,4297.28,24.83,0,0,1,0,0,0,0,0,8.67,9.75,9.77
2019-04-09,91.33,53.44,87.671,1871.91,20.27,1,0,0,0,0,0,0,0,10.09,11.37,11.4
2019-04-10,79.88,0,87.699,4711.75,22.25,0,0,0,0,0,1,0,0,13.08,15.16,15.2
2019-04-11,78.33,0,87.569,5620.23,23.81,0,0,0,0,1,0,0,0,10.1,11.74,11.78
2019-04-12,81.67,16.01,87.534,4696.81,23.26,0,0,1,0,0,0,0,0,11.98,13.87,13.92
2019-04-13,85.13,8.68,87.636,4872.37,22.22,0,0,1,0,0,0,0,0,13.73,16.5,16.56
2019-04-14,79.25,8.61,87.651,3998.54,23.58,0,0,0,0,1,0,0,0,14.38,17.21,17.27
2019-04-15,81.71,4.62,87.703,4482.13,23.23,0,0,0,1,0,0,0,0,11.48,13.78,13.85
2019-04-16,78.54,0,87.767,4354.39,22.77,0,0,1,0,0,0,0,0,9.96,11.45,11.49
2019-04-17,76.75,0,87.765,3598.78,22.45,0,0,1,0,0,0,0,0,12.96,14.97,15.01
2019-04-18,76.38,0.04,87.72,6159.33,24.31,0,0,0,0,1,0,0,0,1.62,2.01,2.68
2019-04-19,77.83,0.12,87.621,5810.26,24.84,0,0,0,0,1,0,0,0,2.59,2.78,2.78
2019-04-20,70.04,0.39,87.626,4941.52,24.51,0,0,1,0,0,0,0,0,3.34,3.59,3.59
2019-04-21,76.71,30.67,87.55,4996.01,23.72,0,0,0,0,1,0,0,0,3.57,3.84,3.84
2019-04-22,84.38,11.78,87.722,4792.4,21.65,0,0,0,0,0,1,0,0,5.07,5.4,5.4
2019-04-23,81.54,0.05,87.849,3554.45,22.15,0,0,0,0,1,0,0,0,3.67,4.07,4.57
2019-04-24,78.13,0,87.747,4900.09,23.99,0,0,0,0,1,0,0,0,2.56,2.74,2.74
2019-04-25,79.17,36.32,87.692,4210.7,24.02,1,0,0,0,0,0,0,0,5.84,6.26,6.27
2019-04-26,90.63,3.78,87.81,2974.96,21.07,0,0,1,0,0,0,0,0,3.94,4.22,4.24
2019-04-27,85.21,2.37,87.876,3479.47,21.61,0,0,0,0,1,0,0,0,3.33,3.63,3.63
2019-04-28,82.79,0,87.752,4297.77,23.26,0,0,0,0,1,0,0,0,3.19,3.48,3.48
